iucn_sid,cat_score,sens,code,stressor,score_num
4160,0.2,TRUE,5.4.4,dem_dest,6
4160,0.2,TRUE,5.4.4,dem_nondest_hb,6
4160,0.2,TRUE,5.4.4,dem_nondest_lb,6
4160,0.2,TRUE,5.4.4,pel_hb,6
4160,0.2,TRUE,5.4.4,pel_lb,6
4161,0.2,TRUE,5.4.3,art_fish,5
4161,0.2,TRUE,5.4.4,dem_dest,7
4161,0.2,TRUE,5.4.4,dem_nondest_hb,7
4161,0.2,TRUE,5.4.4,dem_nondest_lb,7
4161,0.2,TRUE,5.4.4,pel_hb,7
4161,0.2,TRUE,5.4.4,pel_lb,7
4162,0.6,TRUE,5.4.4,dem_dest,3
4162,0.6,TRUE,5.4.4,dem_nondest_hb,3
4162,0.6,TRUE,5.4.4,dem_nondest_lb,3
4162,0.6,TRUE,5.4.4,pel_hb,3
4162,0.6,TRUE,5.4.4,pel_lb,3
4292,0.6,FALSE,5.4.1,art_fish,NA
4292,0.6,FALSE,5.4.2,dem_dest,NA
4292,0.6,FALSE,5.4.2,dem_nondest_hb,NA
4292,0.6,FALSE,5.4.2,dem_nondest_lb,NA
4292,0.6,FALSE,5.4.2,pel_hb,NA
4292,0.6,FALSE,5.4.2,pel_lb,NA
4292,0.6,FALSE,5.4.3,art_fish,NA
4292,0.6,FALSE,5.4.4,dem_dest,NA
4292,0.6,FALSE,5.4.4,dem_nondest_hb,NA
4292,0.6,FALSE,5.4.4,dem_nondest_lb,NA
4292,0.6,FALSE,5.4.4,pel_hb,NA
4292,0.6,FALSE,5.4.4,pel_lb,NA
4361,0,TRUE,5.4.1,art_fish,4
4362,0,TRUE,5.4.1,art_fish,4
4592,0.6,TRUE,5.4.1,art_fish,3
4592,0.6,TRUE,5.4.2,dem_dest,3
4592,0.6,TRUE,5.4.2,dem_nondest_hb,3
4592,0.6,TRUE,5.4.2,dem_nondest_lb,3
4592,0.6,TRUE,5.4.2,pel_hb,3
4592,0.6,TRUE,5.4.2,pel_lb,3
4615,0.6,TRUE,5.4.1,art_fish,3
4615,0.6,TRUE,5.4.4,dem_dest,3
4615,0.6,TRUE,5.4.4,dem_nondest_hb,3
4615,0.6,TRUE,5.4.4,dem_nondest_lb,3
4615,0.6,TRUE,5.4.4,pel_hb,3
4615,0.6,TRUE,5.4.4,pel_lb,3
5272,0.2,FALSE,5.4.1,art_fish,NA
6069,0,TRUE,5.4.1,art_fish,3
6204,0.4,TRUE,5.4.1,art_fish,3
6204,0.4,FALSE,5.4.2,dem_dest,NA
6204,0.4,FALSE,5.4.2,dem_nondest_hb,NA
6204,0.4,FALSE,5.4.2,dem_nondest_lb,NA
6204,0.4,FALSE,5.4.2,pel_hb,NA
6204,0.4,FALSE,5.4.2,pel_lb,NA
6204,0.4,TRUE,5.4.4,dem_dest,3
6204,0.4,TRUE,5.4.4,dem_nondest_hb,3
6204,0.4,TRUE,5.4.4,dem_nondest_lb,3
6204,0.4,TRUE,5.4.4,pel_hb,3
6204,0.4,TRUE,5.4.4,pel_lb,3
6229,0.4,TRUE,5.4.2,dem_dest,NA
6229,0.4,TRUE,5.4.2,dem_nondest_hb,NA
6229,0.4,TRUE,5.4.2,dem_nondest_lb,NA
6229,0.4,TRUE,5.4.2,pel_hb,NA
6229,0.4,TRUE,5.4.2,pel_lb,NA
6229,0.4,TRUE,5.4.3,art_fish,5
6229,0.4,TRUE,5.4.4,dem_dest,6
6229,0.4,TRUE,5.4.4,dem_nondest_hb,6
6229,0.4,TRUE,5.4.4,dem_nondest_lb,6
6229,0.4,TRUE,5.4.4,pel_hb,6
6229,0.4,TRUE,5.4.4,pel_lb,6
6335,0,TRUE,5.4.1,art_fish,6
6336,0,FALSE,5.4.2,dem_dest,NA
6336,0,FALSE,5.4.2,dem_nondest_hb,NA
6336,0,FALSE,5.4.2,dem_nondest_lb,NA
6336,0,FALSE,5.4.2,pel_hb,NA
6336,0,FALSE,5.4.2,pel_lb,NA
6336,0,TRUE,5.4.4,dem_dest,3
6336,0,TRUE,5.4.4,dem_nondest_hb,3
6336,0,TRUE,5.4.4,dem_nondest_lb,3
6336,0,TRUE,5.4.4,pel_hb,3
6336,0,TRUE,5.4.4,pel_lb,3
6337,NA,TRUE,5.4.2,dem_dest,3
6337,NA,TRUE,5.4.2,dem_nondest_hb,3
6337,NA,TRUE,5.4.2,dem_nondest_lb,3
6337,NA,TRUE,5.4.2,pel_hb,3
6337,NA,TRUE,5.4.2,pel_lb,3
6337,NA,TRUE,5.4.4,dem_dest,3
6337,NA,TRUE,5.4.4,dem_nondest_hb,3
6337,NA,TRUE,5.4.4,dem_nondest_lb,3
6337,NA,TRUE,5.4.4,pel_hb,3
6337,NA,TRUE,5.4.4,pel_lb,3
6494,0.4,TRUE,5.4.2,dem_dest,5
6494,0.4,TRUE,5.4.2,dem_nondest_hb,5
6494,0.4,TRUE,5.4.2,dem_nondest_lb,5
6494,0.4,TRUE,5.4.2,pel_hb,5
