iucn_sid,spp_hab
16432073,dem
16432098,dem
16433850,dem
16433946,dem
16435325,dem
16435530,dem
16435778,dem
16437187,dem
16437988,dem
16438001,dem
16438022,dem
16438701,dem
16439218,dem
16439236,dem
16439534,dem
16439642,dem
16439757,dem
16439848,dem
16439926,dem
16440027,dem
16440965,dem
16441120,dem
16441303,dem
16441575,dem
16441631,dem
16441651,dem
16441677,dem
16441698,dem
16441738,dem
16441799,dem
16441862,dem
16441865,dem
16441948,dem
16442003,dem
16442013,dem
16442472,dem
16442487,dem
16442540,dem
16443048,dem
16443217,dem
16443285,dem
16447362,dem
16447568,dem
16447855,dem
16447988,dem
16449034,dem
16449531,dem
16449654,dem
16449708,dem
16465921,dem
16465952,dem
16465969,dem
16466100,dem
16466332,dem
16466393,dem
16466647,dem
16467178,dem
16467411,dem
16501552,dem
16501568,dem
16501591,dem
16501708,dem
16501727,dem
16501736,dem
16501751,dem
16501791,dem
16501868,dem
16502064,dem
16502093,dem
16505486,dem
16505522,dem
16505616,dem
16505619,dem
16505650,dem
16505782,dem
16505842,dem
16505916,dem
16505933,dem
16505959,dem
16506657,dem
16506725,dem
16506757,dem
16506766,dem
16506781,dem
16506839,dem
16506931,dem
16507307,dem
16507646,dem
16509008,dem
16509426,dem
16545046,dem
16545072,dem
16545086,dem
16545164,dem
16545183,dem
16545256,dem
16545326,dem
16545346,dem
16545360,dem
16546023,dem
16546072,dem
16546127,dem
16546144,dem
16719296,dem
16719359,dem
16719371,dem
16719387,dem
16719605,dem
16719651,dem
16719685,dem
16719726,dem
16719839,dem
16719843,dem
16719890,dem
16719904,dem
16719989,dem
16719994,dem
16720002,dem
16720022,dem
16720029,dem
16720036,dem
16720057,dem
16720083,dem
16720118,dem
16720181,dem
16720267,dem
16720328,dem
16720345,dem
16720383,dem
16720528,dem
16720537,dem
16720568,dem
16720577,dem
16720607,dem
16721443,dem
16721842,dem
16727327,dem
16727330,dem
16749571,dem
16749725,dem
16749737,dem
16749758,dem
16749978,dem
16750054,dem
16750728,dem
16751128,dem
16759066,dem
16759093,dem
16759101,dem
16759111,dem
16759126,dem
16759139,dem
16759144,dem
16759167,dem
16759176,dem
16759184,dem
16759188,dem
16759221,dem
16759230,dem
16759242,dem
16759321,dem
16759340,dem
16759348,dem
16759353,dem
16759357,dem
16759367,dem
16759398,dem
16759463,dem
16759509,dem
16759518,dem
16759535,dem
16759549,dem
16759552,dem
16759556,dem
16759559,dem
16759567,dem
16759571,dem
16759591,dem
16759597,dem
16765067,dem
16765076,dem
16765093,dem
16765190,dem
16765697,dem
16765727,dem
16765806,dem
16766162,dem
16766235,dem
16766259,dem
16766319,dem
16777231,dem
16777242,dem
16777283,dem
16777340,dem
16777344,dem
16777347,dem
16777353,dem
16777363,dem
16777371,dem
16777734,dem
16777804,dem
16777808,dem
16777813,dem
16778030,dem
16778116,dem
16778128,dem
16778406,dem
16778475,dem
16778581,dem
16778632,dem
16778644,dem
16778750,dem
16778824,dem
16778856,dem
16779096,dem
16779138,dem
16779209,dem
16779221,dem
16779231,dem
16779236,dem
16779248,dem
16779254,dem
16779258,dem
16779264,dem
16779308,dem
16779383,dem
16779424,dem
16779436,dem
16779444,dem
16779491,dem
16780973,dem
16781035,dem
16781047,dem
16781050,dem
16781072,dem
16781081,dem
16781085,dem
16781101,dem
16781113,dem
16781124,dem
16781145,dem
16781154,dem
16781168,dem
16781181,dem
16811574,dem
17345844,dem
17367725,dem
18123647,dem
18124163,dem
18124179,dem
18124721,dem
18124888,dem
18125103,dem
18125145,dem
18125208,dem
18125362,dem
18125379,dem
18125838,dem
18126112,dem
18127783,dem
18129312,dem
18138780,dem
18138798,dem
18138815,dem
18138825,dem
18138869,dem
18139017,dem
18139074,dem
18139615,dem
18140291,dem
18140358,dem
18155933,dem
18155939,dem
18155943,dem
18155946,dem
18155949,dem
18155952,dem
18155960,dem
18155963,dem
18155982,dem
18158219,dem
18158262,dem
18158331,dem
18158445,dem
18158483,dem
18159126,dem
18159556,dem
18159817,dem
18159823,dem
18160428,dem
18160456,dem
18160468,dem
18160573,dem
18161514,dem
18161519,dem
18177478,dem
18177499,dem
18178550,dem
18179793,dem
18179796,dem
18180983,dem
18180998,dem
18214503,dem
18214519,dem
18214863,dem
18227064,dem
18227168,dem
18237151,dem
18237502,dem
18237516,dem
18237707,dem
18237739,dem
18237772,dem
18237775,dem
18237796,dem
18252941,dem
18253276,dem
18253282,dem
18253296,dem
18253303,dem
18256447,dem
18256458,dem
18256490,dem
18257331,dem
18257687,dem
18257762,dem
18257780,dem
18258072,dem
18258202,dem
18258249,dem
18258256,dem
18258266,dem
18258584,dem
18263684,dem
18267928,dem
18435966,dem
18584848,dem
19014407,dem
19513675,dem
19513716,dem
19516809,dem
19708732,dem
19708753,dem
19708759,dem
19708766,dem
19708770,dem
19708780,dem
19708816,dem
19708918,dem
19708976,dem
19709023,dem
19709100,dem
19709103,dem
19710303,dem
19710863,dem
19710927,dem
19710984,dem
19711070,dem
19711082,dem
19711112,dem
19711179,dem
19711252,dem
19711306,dem
19711325,dem
19711394,dem
19711507,dem
19711761,dem
19711843,dem
19711938,dem
19712189,dem
19712304,dem
19712515,dem
19712597,dem
19712646,dem
19712826,dem
19715239,dem
19715267,dem
19715433,dem
19715512,dem
19715612,dem
19715689,dem
19715765,dem
19716454,dem
19716630,dem
19717202,dem
19717334,dem
19717382,dem
19717509,dem
19718050,dem
19718342,dem
19718565,dem
19718927,dem
19719775,dem
19719847,dem
19719913,dem
19720016,dem
19720058,dem
19720743,dem
19720826,dem
19720909,dem
19720962,dem
19723127,dem
19725134,dem
19742996,dem
19743004,dem
19743016,dem
19743022,dem
19743027,dem
19743032,dem
19743037,dem
19743044,dem
19743050,dem
19743056,dem
19743065,dem
19743072,dem
19743079,dem
19743094,dem
19743108,dem
19743115,dem
19743123,dem
19743170,dem
19743205,dem
19743226,dem
19743237,dem
19743257,dem
19743295,dem
19743327,dem
19743348,dem
19743419,dem
19743545,dem
19743604,dem
19743628,dem
19743631,dem
19743693,dem
19743767,dem
20249232,dem
20249446,dem
20249586,dem
20249860,dem
20250059,dem
20250177,dem
20250214,dem
20251047,dem
20251174,dem
20251407,dem
20251507,dem
20252379,dem
20252707,dem
20252738,dem
20252870,dem
20253006,dem
20253151,dem
20253212,dem
20253300,dem
20256270,dem
20256729,dem
20257156,dem
20257324,dem
20429419,dem
20429448,dem
20429455,dem
20429462,dem
20429774,dem
20429800,dem
20429854,dem
20429869,dem
20429950,dem
20429981,dem
20430510,dem
20430563,dem
20430651,dem
20430679,dem
20430774,dem
20430800,dem
20431506,dem
20431518,dem
20432145,dem
20432158,dem
20432226,dem
20432288,dem
20433018,dem
20433543,dem
20434679,dem
20434766,dem
20435470,dem
20435675,dem
20435980,dem
20436417,dem
20436473,dem
20436497,dem
20436632,dem
20437309,dem
20437454,dem
20437678,dem
20437726,dem
20437921,dem
20661580,dem
20662040,dem
20662062,dem
20662092,dem
20662212,dem
20662958,dem
20663855,dem
20663917,dem
20664078,dem
20664143,dem
20664248,dem
20664320,dem
20664578,dem
20664652,dem
20664658,dem
20664904,dem
20664908,dem
20664969,dem
20665034,dem
20665060,dem
20665149,dem
20665243,dem
20665360,dem
20665797,dem
20665821,dem
20665832,dem
20665873,dem
20666166,dem
20666401,dem
20672304,dem
20672307,dem
20672310,dem
20672323,dem
20672326,dem
20672329,dem
20672331,dem
20672336,dem
20672341,dem
20675299,dem
20675306,dem
20675356,dem
20675363,dem
20675416,dem
20675431,dem
20885924,dem
21101200,dem
21103888,dem
21104612,dem
21108245,dem
21110056,dem
21110117,dem
21110190,dem
21110389,dem
21110501,dem
21110616,dem
21110692,dem
21110723,dem
21112785,dem
21112836,dem
21112867,dem
21112990,dem
21113041,dem
21113051,dem
21113090,dem
21113095,dem
21113098,dem
21113101,dem
21113110,dem
21114995,dem
21115046,dem
21115107,dem
21128487,dem
21128493,dem
21128498,dem
21129279,dem
21129297,dem
21129628,dem
21130020,dem
21130060,dem
21130109,dem
21130112,dem
21130133,dem
21130147,dem
21130156,dem
21130171,dem
21130177,dem
21130196,dem
21130837,dem
21130857,dem
21130871,dem
21130938,dem
21130959,dem
21130979,dem
21131347,dem
21131356,dem
21131962,dem
21132053,dem
21132133,dem
21132139,dem
21132290,dem
21132305,dem
21132319,dem
21132344,dem
21132418,dem
21132444,dem
21132575,dem
21132618,dem
21132622,dem
21132654,dem
21132659,dem
21132662,dem
21132665,dem
21132668,dem
21132672,dem
21132679,dem
21132707,dem
21132724,dem
21132859,dem
21132879,dem
21132882,dem
21132901,dem
21132906,dem
21132910,dem
21132914,dem
21132928,dem
21132935,dem
21132953,dem
21132963,dem
21132976,dem
21132979,dem
21133039,dem
21133067,dem
21133076,dem
21133172,dem
21133190,dem
21133195,dem
21133207,dem
21777393,dem
22680033,dem
22680038,dem
22680047,dem
22680052,dem
22680398,dem
22680405,dem
22680409,dem
22680412,dem
22680415,dem
22680423,dem
22680427,dem
22680441,dem
22680455,dem
22680485,dem
22680492,dem
22693490,dem
22693494,dem
22694160,dem
22694210,dem
22694218,dem
22694240,dem
22694245,dem
22694251,dem
22694271,dem
22694279,dem
22694282,dem
22694286,dem
22694289,dem
22694292,dem
22694296,dem
22694299,dem
22694303,dem
22694308,dem
22694313,dem
22694317,dem
22694321,dem
22694324,dem
22694329,dem
22694334,dem
22694337,dem
22694340,dem
22694343,dem
22694362,dem
22694373,dem
22694379,dem
22694384,dem
22694387,dem
22694393,dem
22694417,dem
22694420,dem
22694428,dem
22694432,dem
22694436,dem
22694443,dem
22694452,dem
22694455,dem
22694462,dem
22694469,dem
22694473,dem
22694476,dem
22694479,dem
22694493,dem
22694497,dem
22694502,dem
22694524,dem
22694542,dem
22694552,dem
22694561,dem
22694571,dem
22694585,dem
22694591,dem
22694601,dem
22694607,dem
22694612,dem
22694618,dem
22694623,dem
22694629,dem
22694635,dem
22694641,dem
22694646,dem
22694651,dem
22694656,dem
22694666,dem
22694673,dem
22694685,dem
22694691,dem
22694699,dem
22694705,dem
22694716,dem
22694722,dem
22694730,dem
22694740,dem
22694750,dem
22694787,dem
22694794,dem
22694799,dem
22694805,dem
22694821,dem
22694830,dem
22694834,dem
22694837,dem
22694841,dem
22694847,dem
22694852,dem
22694861,dem
22694864,dem
22694867,dem
22694870,dem
22694875,dem
22694887,dem
22694896,dem
22694899,dem
22694903,dem
22694906,dem
22694915,dem
22694918,dem
22694921,dem
22694924,dem
22694927,dem
22694931,dem
22694934,dem
22696599,dem
22696602,dem
22696606,dem
22696610,dem
22696637,dem
22696641,dem
22696645,dem
22696657,dem
22696668,dem
22696675,dem
22696683,dem
22696686,dem
22696694,dem
22696698,dem
22696730,dem
22696743,dem
22696753,dem
22696756,dem
22696766,dem
22696770,dem
22696773,dem
22696776,dem
22696779,dem
22696782,dem
22696792,dem
22696799,dem
22696802,dem
22696806,dem
22696810,dem
22696813,dem
22696840,dem
22696846,dem
22696853,dem
22696861,dem
22696869,dem
22696876,dem
22696883,dem
22696887,dem
22696894,dem
22696898,dem
22696901,dem
22696907,dem
22697590,dem
22697619,dem
22697724,dem
22697728,dem
22697733,dem
22697738,dem
22697742,dem
22697748,dem
22697752,dem
22697755,dem
22697758,dem
22697761,dem
22697776,dem
22697789,dem
22697793,dem
22697797,dem
22697805,dem
22697810,dem
22697817,dem
22697822,dem
22697825,dem
22697829,dem
22697834,dem
22697839,dem
22697842,dem
22697847,dem
22697852,dem
22697859,dem
22697866,dem
22697870,dem
22697875,dem
22697879,dem
22697885,dem
22697888,dem
22697896,dem
22697913,dem
22697925,dem
22697935,dem
22697954,dem
22697963,dem
22697967,dem
22697990,dem
22698005,dem
22698012,dem
22698020,dem
22698027,dem
22698039,dem
22698049,dem
22698055,dem
22698080,dem
22698088,dem
22698097,dem
22698102,dem
22698106,dem
22698114,dem
22698119,dem
22698124,dem
22698128,dem
22698132,dem
22698136,dem
22698159,dem
22698172,dem
22698175,dem
22698182,dem
22698188,dem
22698201,dem
22698209,dem
22698216,dem
22698222,dem
22698226,dem
22698230,dem
22698235,dem
22698246,dem
22698249,dem
22698267,dem
22698272,dem
22698280,dem
22698288,dem
22698300,dem
22698310,dem
22698320,dem
22698335,dem
22698350,dem
22698365,dem
22698375,dem
22698388,dem
22698393,dem
22698398,dem
22698425,dem
22698431,dem
22698436,dem
22698442,dem
22698448,dem
22698453,dem
22698459,dem
22698465,dem
22698471,dem
22698477,dem
22698485,dem
22698496,dem
22698520,dem
22698530,dem
22698535,dem
22698543,dem
22698548,dem
22698557,dem
22698567,dem
22698572,dem
22724836,dem
22724845,dem
22724879,dem
22727746,dem
22728328,dem
22728349,dem
22728364,dem
22728372,dem
22728432,dem
22728950,dem
22728990,dem
22729000,dem
22729148,dem
22729421,dem
22729604,dem
22729609,dem
22729686,dem
22729877,dem
22732244,dem
22732425,dem
22733705,dem
22733979,dem
22733989,dem
22734070,dem
22734194,dem
22734408,dem
22735250,dem
22735624,dem
22735929,dem
22736173,dem
42566169,dem
42568145,dem
42830204,dem
42830242,dem
42830291,dem
42830689,dem
43270317,dem
43398244,dem
43398250,dem
43508842,dem
43508845,dem
43508905,dem
43508949,dem
45048812,dem
45048990,dem
45061132,dem
45354718,dem
45433088,dem
45959011,dem
45959182,dem
45959186,dem
46074027,dem
46074055,dem
46075152,dem
46075224,dem
46075248,dem
46075339,dem
46076682,dem
46076701,dem
46076716,dem
46079096,dem
46079214,dem
46079217,dem
46079226,dem
46079239,dem
46079290,dem
46079321,dem
46079476,dem
46079519,dem
46079775,dem
46079801,dem
46079816,dem
46079840,dem
46079868,dem
46079873,dem
46079911,dem
46079924,dem
46080027,dem
46080080,dem
46080101,dem
46080159,dem
46080857,dem
46081422,dem
46081926,dem
46082077,dem
46082238,dem
46082241,dem
46082420,dem
46082431,dem
46082602,dem
46083195,dem
46083503,dem
46083881,dem
46084220,dem
46084287,dem
46084385,dem
46084392,dem
46084426,dem
46084449,dem
46084651,dem
46084808,dem
46084981,dem
46085237,dem
46085242,dem
46085669,dem
46085734,dem
46086124,dem
46086162,dem
46086190,dem
46086355,dem
46086532,dem
46086601,dem
46086703,dem
46086775,dem
46086877,dem
46086928,dem
46087000,dem
46087031,dem
46087040,dem
46087121,dem
46087155,dem
46087177,dem
46087368,dem
46087474,dem
46087494,dem
46087522,dem
46087798,dem
46087813,dem
46087863,dem
46087917,dem
46088184,dem
46088346,dem
46088399,dem
46088833,dem
46093088,dem
46093091,dem
46093100,dem
46093119,dem
46093128,dem
46093134,dem
46093150,dem
46093165,dem
46096141,dem
46096184,dem
46096692,dem
46097614,dem
46097625,dem
46097663,dem
46097723,dem
46097741,dem
46097767,dem
46098411,dem
46098924,dem
46099940,dem
46101835,dem
46102071,dem
46102308,dem
46102475,dem
46102491,dem
46102529,dem
46102569,dem
46102582,dem
46102624,dem
46102674,dem
46102713,dem
46102735,dem
46102792,dem
46102818,dem
46103983,dem
46104003,dem
46104027,dem
46104049,dem
46104052,dem
46104061,dem
46104064,dem
46104071,dem
46104074,dem
46104077,dem
46104090,dem
46104109,dem
46104116,dem
46104124,dem
46104127,dem
46104133,dem
46104136,dem
46104139,dem
46104142,dem
46104147,dem
46104150,dem
46104153,dem
46104160,dem
46104167,dem
46104170,dem
46104173,dem
46104176,dem
46104199,dem
46104208,dem
46104211,dem
46104218,dem
46104227,dem
46104232,dem
46104241,dem
46104251,dem
46104265,dem
46104272,dem
46104287,dem
46104430,dem
46104765,dem
46104789,dem
46104807,dem
46104864,dem
46104895,dem
46104928,dem
46104933,dem
46104959,dem
46105095,dem
46105306,dem
46105545,dem
46105847,dem
46106057,dem
46106266,dem
46106412,dem
46106542,dem
46106621,dem
46107486,dem
46107620,dem
46107890,dem
46108119,dem
46108252,dem
46108938,dem
46109068,dem
46109095,dem
46109104,dem
46109137,dem
46109145,dem
46967807,dem
46967817,dem
46967827,dem
46967838,dem
46967863,dem
46967873,dem
47136863,dem
47136868,dem
47137241,dem
47137303,dem
47137465,dem
47137515,dem
47139706,dem
47139816,dem
47140113,dem
47140142,dem
47140942,dem
47141089,dem
47141104,dem
47141177,dem
47141289,dem
47141293,dem
47141351,dem
47141354,dem
47141401,dem
47141570,dem
47141697,dem
47141712,dem
47141727,dem
47141736,dem
47142326,dem
47142330,dem
47142337,dem
47142899,dem
47142908,dem
47142915,dem
47142918,dem
47142927,dem
47142930,dem
47142939,dem
47142944,dem
47142954,dem
47143144,dem
47143154,dem
47143163,dem
47143173,dem
47143176,dem
47143206,dem
47143213,dem
47143216,dem
47143309,dem
47143314,dem
47143351,dem
47143372,dem
47143381,dem
47143391,dem
47143394,dem
47143398,dem
47143407,dem
47143421,dem
47143432,dem
47143452,dem
47143476,dem
47143503,dem
47143512,dem
47143570,dem
47143593,dem
47143643,dem
47143653,dem
47143866,dem
47143869,dem
47144358,dem
47144430,dem
47144448,dem
47144466,dem
47144528,dem
47144544,dem
47144580,dem
47144628,dem
47144698,dem
47144741,dem
47144879,dem
47144896,dem
47144901,dem
47144911,dem
47144922,dem
47144957,dem
47144987,dem
47144995,dem
47144999,dem
47145002,dem
47145226,dem
47145520,dem
47145548,dem
47145580,dem
47145611,dem
47145645,dem
47145752,dem
47145793,dem
47145877,dem
47146393,dem
47147457,dem
47147468,dem
47147556,dem
47147574,dem
47147582,dem
47147616,dem
47147660,dem
47147702,dem
47147749,dem
47147840,dem
47147979,dem
47148013,dem
47148202,dem
47148229,dem
47148543,dem
47148847,dem
47148940,dem
47148944,dem
47148973,dem
47149007,dem
47149037,dem
47149087,dem
47149357,dem
47149427,dem
47149594,dem
47149690,dem
47149703,dem
47149713,dem
47149747,dem
47149866,dem
47149869,dem
47149895,dem
47150056,dem
47150210,dem
47150446,dem
47150568,dem
47150895,dem
47153711,dem
47153728,dem
47153773,dem
47153782,dem
47153791,dem
47153800,dem
47166619,dem
47166659,dem
47166662,dem
47259883,dem
47260360,dem
47269499,dem
47269831,dem
47269908,dem
47270035,dem
47270244,dem
47385652,dem
47387347,dem
47388190,dem
47389014,dem
47389495,dem
47389858,dem
47390205,dem
47390220,dem
47392828,dem
47392945,dem
47393536,dem
47401609,dem
47401641,dem
47402970,dem
47402974,dem
47402978,dem
47403067,dem
47403227,dem
47406916,dem
47406921,dem
47407523,dem
47407633,dem
47407703,dem
47407717,dem
47407760,dem
47407786,dem
47665073,dem
47685177,dem
47686544,dem
47686971,dem
47687060,dem
47728602,dem
47728610,dem
47728648,dem
47728650,dem
47735321,dem
48319933,dem
48320326,dem
48320397,dem
48320496,dem
48321090,dem
48321143,dem
48321151,dem
48321164,dem
48321178,dem
48321187,dem
48321442,dem
48321557,dem
48342089,dem
48342092,dem
48342093,dem
48342097,dem
48342099,dem
48342100,dem
48342101,dem
48342103,dem
48342104,dem
48342105,dem
48342108,dem
48342109,dem
48342111,dem
48342115,dem
48342117,dem
48342119,dem
48342120,dem
48342122,dem
48342123,dem
48342125,dem
48342126,dem
48342128,dem
48342129,dem
48342130,dem
48342133,dem
48342134,dem
48342137,dem
48342142,dem
48342143,dem
48342144,dem
48342145,dem
48342148,dem
48342149,dem
48342150,dem
48342152,dem
48342153,dem
48342154,dem
48342158,dem
48342160,dem
48342162,dem
48342164,dem
48342166,dem
48342168,dem
48342170,dem
48342171,dem
48342173,dem
48342174,dem
48342176,dem
48342177,dem
48342178,dem
48342179,dem
48342180,dem
48342181,dem
48342182,dem
48342183,dem
48342185,dem
48342186,dem
48342187,dem
48342191,dem
48342193,dem
48342195,dem
48342196,dem
48342197,dem
48342198,dem
48342201,dem
48342204,dem
48342206,dem
48342207,dem
48342208,dem
48342209,dem
48342210,dem
48342213,dem
48342217,dem
48342218,dem
48342219,dem
48342221,dem
48342223,dem
48342225,dem
48342228,dem
48342229,dem
48342230,dem
48342232,dem
48342233,dem
48342234,dem
48342236,dem
48342237,dem
48342238,dem
48342240,dem
48342243,dem
48342244,dem
48342246,dem
48342248,dem
48342250,dem
48342252,dem
48342253,dem
48342254,dem
48342256,dem
48342258,dem
48342259,dem
48342260,dem
48342262,dem
48342264,dem
48342265,dem
48342268,dem
48342269,dem
48342271,dem
48342272,dem
48342273,dem
48342274,dem
48342277,dem
48342278,dem
48342280,dem
48342281,dem
48342282,dem
48342283,dem
48342284,dem
48342285,dem
48342287,dem
48342288,dem
48342289,dem
48342290,dem
48342292,dem
48342294,dem
48342295,dem
48342298,dem
48342300,dem
48342303,dem
48342305,dem
48342306,dem
48342307,dem
48342309,dem
48342312,dem
48342314,dem
48342316,dem
48342317,dem
48342320,dem
48342321,dem
48342325,dem
48342326,dem
48342328,dem
48342329,dem
48342332,dem
48342333,dem
48342337,dem
48342339,dem
48342341,dem
48342342,dem
48342345,dem
48342346,dem
48342349,dem
48342351,dem
48342352,dem
48342354,dem
48342356,dem
48342357,dem
48342359,dem
48342362,dem
48342364,dem
48342366,dem
48342371,dem
48342372,dem
48342373,dem
48342376,dem
48342378,dem
48342379,dem
48342381,dem
48342383,dem
48342385,dem
48342388,dem
48342389,dem
48342392,dem
48342394,dem
48342396,dem
48342397,dem
48342398,dem
48342400,dem
48342402,dem
48342405,dem
48342407,dem
48342409,dem
48342410,dem
48342411,dem
48342412,dem
48342414,dem
48342416,dem
48342417,dem
48342419,dem
48342420,dem
48342422,dem
48342425,dem
48342427,dem
48342428,dem
48342431,dem
48342433,dem
48342435,dem
48342436,dem
48342437,dem
48342440,dem
48342441,dem
48342442,dem
48342444,dem
48342445,dem
48342448,dem
48342449,dem
48342451,dem
48342454,dem
48342455,dem
48342456,dem
48342458,dem
48342460,dem
48342462,dem
48342464,dem
48342466,dem
48342467,dem
48342469,dem
48342471,dem
48342473,dem
48342475,dem
48342477,dem
48342482,dem
48342485,dem
48342486,dem
48342487,dem
48342488,dem
48342489,dem
48342492,dem
48342493,dem
48342496,dem
48342498,dem
48342499,dem
48342501,dem
48342502,dem
48342504,dem
48342505,dem
48342508,dem
48342511,dem
48342512,dem
48342513,dem
48342516,dem
48342518,dem
48342519,dem
48342521,dem
48342523,dem
48342524,dem
48342525,dem
48342528,dem
48342529,dem
48342530,dem
48342534,dem
48342535,dem
49145085,dem
49145114,dem
49145276,dem
49145334,dem
49145403,dem
49145628,dem
49145710,dem
49145872,dem
49167001,dem
49167066,dem
49167129,dem
49167164,dem
49167992,dem
49168598,dem
49169112,dem
49169275,dem
49169558,dem
49169667,dem
49170868,dem
49171768,dem
49171849,dem
49173102,dem
49173267,dem
49173495,dem
49177273,dem
49177767,dem
49177958,dem
49178040,dem
49178121,dem
49178332,dem
49178446,dem
49178586,dem
49178958,dem
49180541,dem
49180983,dem
49181204,dem
49181248,dem
49181363,dem
49181447,dem
49181520,dem
49181579,dem
49181824,dem
49181893,dem
49182018,dem
49182073,dem
49182317,dem
49182559,dem
49182775,dem
49182929,dem
49186498,dem
49186649,dem
49186734,dem
49186781,dem
49186795,dem
49186882,dem
49186930,dem
49187023,dem
49187091,dem
49187177,dem
49187192,dem
49187516,dem
49187675,dem
49187711,dem
49188068,dem
49188255,dem
49188278,dem
49188296,dem
49188448,dem
49188506,dem
49188539,dem
49188584,dem
49188617,dem
49188621,dem
49188668,dem
49188717,dem
49217539,dem
49217590,dem
49217654,dem
49217798,dem
49217962,dem
49218074,dem
49218151,dem
49218207,dem
49218346,dem
49218692,dem
49218712,dem
49254470,dem
49437996,dem
49438010,dem
49438012,dem
49677201,dem
49677217,dem
49911704,dem
50011071,dem
50012470,dem
50012660,dem
50016125,dem
50020621,dem
50020625,dem
50078139,dem
50107293,dem
50107605,dem
50108167,dem
50113293,dem
50113365,dem
50148677,dem
50148695,dem
50148787,dem
50148930,dem
50149061,dem
50160898,dem
50161085,dem
50161089,dem
50161091,dem
50161093,dem
50161095,dem
50853886,dem
50902942,dem
50902961,dem
50903119,dem
50903138,dem
50903183,dem
50903234,dem
50903260,dem
50903263,dem
53753301,dem
54007396,dem
54007412,dem
56084246,dem
56779782,dem
56852135,dem
56852190,dem
56852265,dem
56852298,dem
56852409,dem
56852510,dem
56852595,dem
57274377,dem
57274554,dem
57452852,dem
57453548,dem
57453584,dem
57453648,dem
57453678,dem
57453696,dem
57505507,dem
57505709,dem
57506640,dem
57508187,dem
57508615,dem
57509248,dem
57509279,dem
57509336,dem
57509876,dem
57693936,dem
57714556,dem
59034974,dem
60469170,dem
60469175,dem
60469196,dem
60469204,dem
60469215,dem
60469220,dem
60469224,dem
60469264,dem
60469273,dem
60469298,dem
60469441,dem
60469527,dem
60469552,dem
60469588,dem
60470322,dem
60470339,dem
60470344,dem
60470461,dem
60470704,dem
60470750,dem
60470977,dem
60471195,dem
60471850,dem
60471883,dem
60471901,dem
60482312,dem
60482607,dem
60482611,dem
60482715,dem
60482748,dem
60482909,dem
60483363,dem
60484369,dem
60484435,dem
61382004,dem
61382025,dem
61934392,dem
61934408,dem
61934439,dem
61934580,dem
61935092,dem
61935587,dem
61936075,dem
61963499,dem
61984292,dem
62021891,dem
62026481,dem
62026537,dem
62030590,dem
62030608,dem
62030970,dem
62101215,dem
62101249,dem
62289571,dem
64272080,dem
64272648,dem
64273045,dem
64273493,dem
64315327,dem
64316981,dem
64372284,dem
65134524,dem
65134818,dem
65134839,dem
65134886,dem
65134998,dem
65135062,dem
65349869,dem
65350111,dem
65362908,dem
65362977,dem
65363156,dem
65363244,dem
65363316,dem
65363378,dem
65363417,dem
65363473,dem
65363543,dem
65363628,dem
65363696,dem
65363711,dem
65363860,dem
65363869,dem
65364120,dem
65364143,dem
65364147,dem
65364201,dem
65364515,dem
65364521,dem
65364553,dem
65364594,dem
65364789,dem
65364798,dem
65364818,dem
65364895,dem
65364931,dem
65365012,dem
65365054,dem
65365090,dem
65365100,dem
65365107,dem
65365349,dem
65365681,dem
65365759,dem
65365798,dem
65365838,dem
65365899,dem
65365975,dem
65366046,dem
65366061,dem
65366073,dem
65366280,dem
65366377,dem
65366455,dem
65366458,dem
65366672,dem
65367054,dem
65367059,dem
65367195,dem
65367204,dem
65367300,dem
65367303,dem
65367318,dem
65367328,dem
65367364,dem
65367453,dem
65367461,dem
65367566,dem
65367574,dem
65367581,dem
65367590,dem
65367594,dem
65367655,dem
65367712,dem
65367783,dem
65367935,dem
65367942,dem
65367996,dem
65368085,dem
65368088,dem
65368181,dem
65368238,dem
65368242,dem
65368756,dem
65368759,dem
65368802,dem
65369051,dem
65369161,dem
65369241,dem
65369305,dem
65369313,dem
65369760,dem
65369844,dem
65370029,dem
65370051,dem
65370087,dem
65370218,dem
65370289,dem
65370433,dem
65370481,dem
65370522,dem
65370525,dem
65370664,dem
65370734,dem
65370744,dem
65370765,dem
65371161,dem
65371194,dem
65371373,dem
65371669,dem
65371695,dem
65371889,dem
65372036,dem
65372127,dem
65372227,dem
65372290,dem
65372435,dem
65372543,dem
65372675,dem
65372732,dem
65372876,dem
65373278,dem
65373357,dem
65373532,dem
65374054,dem
65374110,dem
65374417,dem
65374464,dem
65374540,dem
65374622,dem
65374676,dem
65374735,dem
65374787,dem
65374877,dem
65374916,dem
65374952,dem
65375137,dem
65375205,dem
65375397,dem
65375420,dem
65375519,dem
65375571,dem
65375703,dem
65475413,dem
65476067,dem
65476258,dem
66296722,dem
67851665,dem
67852269,dem
67852930,dem
67853143,dem
67853294,dem
67853390,dem
67853408,dem
67853416,dem
67853432,dem
67853451,dem
67853562,dem
67854163,dem
67854712,dem
67855065,dem
67855363,dem
67855886,dem
67855905,dem
67855917,dem
67855975,dem
67856047,dem
67856062,dem
67856085,dem
67869125,dem
67869551,dem
67869566,dem
67869953,dem
67869958,dem
67869976,dem
67870015,dem
67871020,dem
67871036,dem
67871071,dem
67871080,dem
67871084,dem
67871116,dem
67871136,dem
67871143,dem
67871203,dem
67871260,dem
67871355,dem
67899355,dem
67899421,dem
