range_km2,iucn_sid
NA,16449654
1070543.4453541108,16449708
NA,164508
372246.7192123939,16465921
250778.4101249553,16465952
NA,16465969
NA,16466100
694888.4282000108,16466246
NA,16466332
746752.5380233435,16474
392258.1337893695,16475
NA,16476
NA,165607
NA,165608
286618.3682860903,165609
403321.3479065668,165610
NA,165611
NA,165612
NA,165613
NA,165614
NA,165615
1185725.221835949,165616
2208.4512147550377,165617
261473.9855521393,165618
NA,165619
NA,165620
NA,165621
NA,165622
NA,165623
NA,165624
260592.87552855964,165625
NA,165626
980864.0840963065,165627
NA,165628
NA,165630
NA,165631
NA,165632
NA,165633
315838.2123536213,165634
NA,165635
308353.57998613326,165636
NA,165637
NA,165638
25037.846125192278,165639
176186170.11369604,16564
NA,165640
NA,165641
NA,165642
NA,165643
57740.21431474287,165644
89614.7405882799,165645
NA,165646
NA,165647
NA,165648
NA,165649
NA,165650
NA,165651
NA,165652
NA,165653
NA,165654
31334.857443506968,165655
NA,165656
NA,165657
11906.774268933794,165658
NA,165659
1176800.5990363902,165660
NA,165661
30601.326796993188,165662
305808.9272355561,165663
NA,165664
NA,165665
162247.37359142717,165666
NA,165667
NA,165668
NA,165669
302537.72985694115,165670
NA,165671
NA,165672
NA,165673
NA,165674
3264.2113829694395,165675
NA,165676
NA,165677
523515.5842093555,165678
94027.27692225456,165679
NA,165680
NA,165681
78561.13241230219,165682
NA,165683
NA,165684
NA,165685
NA,165686
25099.8469355438,165687
NA,165688
NA,165689
1625.1196911156314,165690
266007.9035610462,165691
NA,165692
NA,165693
NA,165694
NA,165695
NA,165696
NA,165697
28162.33740316055,165698
136848.00165663814,165699
NA,165700
NA,165701
NA,165702
1606416.4008898612,165703
NA,165704
271361.8040485787,165705
NA,165706
NA,165707
14754.445035473047,165708
NA,165709
230621.16249338211,165710
NA,165711
NA,165712
NA,165713
NA,165714
21362.333630005738,165715
NA,165716
336881.8094449882,165717
NA,165718
NA,165719
47902.17108471016,165720
31334.857443506968,165721
NA,165723
538432.4538459121,165724
NA,165725
75090.8338594195,165726
2036.4208033327345,165727
312215.9681399838,165822
2748.9934141001054,165823
723.0516380876136,165824
NA,165825
20634.042481407014,165826
6057.74060807285,165827
NA,165828
NA,165829
7788.523642549679,165830
NA,165831
NA,165832
NA,165833
31334.857443506968,165834
NA,165835
408.68136011056197,165836
NA,165837
NA,165838
356043.5510925473,165839
NA,165840
43951.58459314468,165841
58935.694586383936,165842
NA,165843
NA,165844
597638.8560605531,165845
13262.93271438707,165846
9702.68930873933,165847
NA,165848
300748.4390359149,165849
NA,165850
NA,165851
NA,165852
NA,165853
8477.518503252257,165854
NA,165855
370759.57319231646,165856
NA,165857
142708.38757242874,165858
NA,165860
NA,165861
NA,165862
126107.890400344,165863
422931.9405980174,165864
NA,165865
4364.507349591094,165866
NA,165867
NA,165868
2514.088971014891,165869
NA,165870
NA,165871
504531.98569362605,165872
NA,165873
30601.326796993188,165874
20544.097653834076,165875
NA,165876
782378.5500400823,165878
NA,165879
NA,165880
880228.0451790093,165881
NA,165882
NA,165883
NA,165884
NA,165885
NA,165887
NA,165888
NA,165889
2877.3612925127295,165890
NA,165891
26543.330450165446,165892
NA,165893
298663.11621425353,165894
107049.19226964413,165895
298388.0422375559,165896
139842.37850650455,165897
NA,165898
31334.857443506968,165899
206319.46682870795,165900
NA,165901
NA,165902
723.0516380876136,165903
NA,165910
NA,166196
NA,166428
NA,166442
NA,166863
17819109.88704362,166868
NA,166910
21909095.145279102,166947
919751.3750931267,167006
329563.9679435754,16727327
347947.64318911877,16727330
NA,16781113
NA,16781124
NA,167997
NA,168000
NA,168374
NA,168780
NA,169015
NA,169358
NA,169361
1658957.280043827,169587
NA,169599
10575.06684524091,169676
7949.201773850216,169679
93637.80698836994,169948
NA,169949
NA,169951
NA,169954
NA,169955
13805.22143232486,169956
1114626.8905997141,169957
6834248.287348873,169958
335995.45984850766,169959
183638.5245276695,169960
28135070.12810976,169962
353126.8935131225,169963
96550.09833311231,169964
546279.4851773918,169965
NA,169966
5024155.74971836,169967
NA,169968
824869.1858508037,169969
821366.5769379667,169970
599466.5699326159,169971
913415.067548912,169972
2211533.776549866,169973
6915877.14967711,169974
NA,169976
385882.52995509375,169977
4001696.1119057136,169978
NA,169979
41802.51443663462,169980
630295.8151455586,169981
130784.14831674278,169982
NA,169983
824448.2789435994,169984
6251894.812736613,169985
5066768.640856149,169986
NA,169987
686689.4768995823,169988
143583.38486733488,169989
NA,169990
NA,169991
NA,169993
267.2147337612835,169995
137851.36692934763,169996
62295.963546068386,169997
98332.40314117339,169999
2837162.066340105,170000
201084.32843877128,170002
87066.59492962685,170003
NA,170004
5388.830511421079,170005
NA,170006
795973.3178011294,170007
NA,170008
866139.0173092817,170009
633.9800601671858,170010
971302.8612210394,170011
64639.76866007372,170013
NA,170014
320406.187154871,170015
355399.0920028949,170016
637827.6030391555,170017
2999570.9913376775,170018
19442.055178460363,170019
83524.68981549151,170020
1460478.7319384734,170021
2890.4600593434616,170022
4064819.043807178,170023
31925.17495964293,170024
1329939.9670330922,170025
1739798.4702306606,170026
769672.7510867793,170028
486680.99327498826,170029
536608.2329462833,170030
NA,170031
5613259.452720264,170032
730332.8037985688,170033
NA,170034
1249240.2435474952,170035
104923.69995766925,170036
NA,170037
170388.69060550208,170038
83481.02725886423,170039
63830.26515208604,170040
NA,170041
663427.8226994759,170042
4004030.311063541,170043
4245202.962692151,170044
230426.42759621012,170046
101765.15191333748,170047
NA,170048
NA,170049
468511.2644635503,170050
103887.15129440611,170051
979715.7590941298,170052
1426669.0818362527,170053
1661163.9847774822,170054
NA,170055
1435992.7803195147,170056
5635.087247224111,170057
76834.71568591916,170059
694525.155913152,170060
NA,170061
NA,170062
NA,170063
1754572.1267876173,170064
516376.7590061728,170065
NA,170066
17534.875503192765,170067
252198.31584542597,170068
2528735.133320181,170069
1159312.005844293,170070
NA,170071
203217.68009838715,170072
120492.88794344527,170073
3803.8803610031146,170074
NA,170075
339707.64890625037,170079
1244839.932914916,170080
2905459.882412568,170081
3093083.050212337,170082
2809.2477314446314,170083
232459.3553946348,170085
3733614.237667917,170086
1232700.0006612649,170087
NA,170088
2882139.7206518543,170089
76.84607018924412,170090
895.0820432118904,170091
4990479.706949363,170092
3406520.696276105,170093
NA,170094
113875.39362369559,170095
4325326.340732219,170096
267922.06927210925,170097
6610122.364190135,17013
NA,170153
NA,170154
NA,170155
NA,170156
611281.652900651,170157
NA,170158
NA,170159
NA,170160
33632.38022043737,170161
NA,170162
NA,170163
138904.50722795795,170164
322710.69595342636,170165
NA,170166
NA,170167
466994.42780098587,170168
NA,170169
106744.42784176211,170170
81572.97433158236,170171
122263.84056477249,170172
109423.56116793523,170173
NA,170174
216423.85150348677,170175
89507.33083850957,170176
355464.58582917607,170177
NA,170178
16441.565514897105,170179
NA,170180
384425.9476337867,170181
NA,170182
111105.44219274317,170183
67055.18023692504,170184
60481.3484229264,170185
NA,170186
330859.8721252174,170187
NA,170188
NA,170189
NA,170190
NA,170191
NA,170192
101290.10350878342,170193
66953.00989217388,170194
60243.82421513859,170195
109832.24253906735,170196
NA,170197
NA,170198
38292.04634620327,170199
164889.83046289778,170200
114954.73158606098,170201
133508.6907405726,170203
103685.43038850046,170204
NA,170205
94504.07177100593,170206
NA,170207
93010.81295691295,170208
16030.26440897803,170209
254115.10131095737,170210
16030.26440897803,170211
NA,170212
107780.97649872722,170213
228362.93604498982,170214
NA,170215
458715.1373284312,170216
217853.36298981638,170217
105438.91793283662,170218
423868.9385363774,170219
NA,170220
NA,170221
NA,170222
NA,170223
NA,170224
251312.83958303081,170225
109229.69953330702,170226
218226.24104725753,170227
11214.286409621178,170228
NA,170229
7036027.7235025875,17023
31786.32806020809,170230
101992.1971300187,170231
NA,170232
NA,170233
NA,170234
37141.975083259305,170235
184243.68731053165,170236
NA,170238
NA,170239
NA,170240
NA,170241
NA,170242
NA,170243
NA,170244
NA,170245
16030.26440897803,170246
113487.67029303341,170247
34987.66542253616,170248
NA,170249
NA,170250
NA,170251
NA,170252
NA,170253
1088.0704588904712,170254
12889.181390761092,170255
94883.06258624894,170256
NA,170257
NA,170258
33902.21471890125,170259
872179.2928744123,17026
NA,170260
NA,170261
NA,170262
NA,170263
NA,170264
NA,170265
NA,170266
NA,17027
120933.87961834154,170272
40151.197230751604,170273
8386.700407132732,17028
NA,170280
528693.9611628633,170281
51024.042582230766,170282
NA,170283
NA,170284
831194.1411818132,170285
827913.3380459991,170286
8211.17699710039,170287
894948.4335186764,17029
9418876.70952885,170306
NA,170307
NA,170308
169972204.07455873,170309
377128.1909435615,17031
221487830.08128688,170310
NA,170311
177916623.05383933,170312
16267902.146470102,170313
185703912.7819304,170314
149774054.32100874,170315
32677302.355218288,170316
NA,170318
2797674.5396783715,170319
21490868.279521413,17032
8247374.996141863,170320
3910406.4761275733,170321
61167086.94646241,170322
1526276.430963706,170323
11518221.340012686,170324
1423180.4449658783,170325
4102090.260036215,170326
1243914.2871102488,170327
30065779.555764463,170328
12658639.691971814,170329
2992878.3974187025,170330
114549109.20747043,170331
1924715.4338485152,170332
47445396.30091588,170333
2467428.5628982773,170334
4214629.580022791,170335
34709607.52364934,170336
2534376.3333335714,170337
226590067.5487944,170338
5762287.556253322,170339
62642361.16596739,170340
49540058.56052298,170341
NA,170342
3172542.7576435325,170343
49650871.46405251,170344
16767615.534319762,170345
1675524.5936558035,170346
173085.28894047046,170347
2605152.435113841,170348
63589550.08035531,170349
21331784.693658616,170351
3641085.459143481,170352
3680713.5793491043,170353
8262200.174567367,170354
49720595.29871622,170355
2685857.39812471,170356
6016844.522399181,170357
14061551.986874316,170358
NA,170501
NA,170526
502666.721879261,17096
NA,17177
68986.81095127261,172284
NA,172363
NA,172376
NA,172416
NA,172447
NA,172468
NA,172469
NA,172487
NA,173319
NA,173320
77441.6249218352,173321
6215.799009309937,173322
18178.46130323953,173324
13089.155813106787,173325
6678.621915579862,173326
NA,173327
NA,173328
65028.36527187854,173329
246425.25497833514,173330
NA,173331
NA,173332
NA,173333
8730.761217381285,173334
320819.2346876678,173335
NA,173336
NA,173337
12528.528830816835,173338
672266.8670422406,173339
207248.6055905561,173340
329234.75238647294,173341
NA,173342
NA,173343
440444.9846965424,173344
30767.24444982638,173345
NA,173346
143953.6431892018,173347
NA,173348
NA,173349
NA,173350
101988.70412196162,173351
NA,173352
NA,173353
108647.24122625549,173354
NA,173355
NA,173356
466115.9375692691,173357
NA,173358
NA,173359
NA,173360
NA,173361
NA,173362
NA,173363
NA,173364
336450.42350475595,173365
NA,173366
NA,173367
NA,173368
NA,173369
246254.97109672392,173370
NA,173371
NA,173372
NA,173373
1088.0704588904712,173374
NA,173375
NA,173376
NA,173378
77441.6249218352,173379
NA,173380
276032.82236865576,173381
77149.0859387041,173382
100380.1761805417,173383
NA,173384
216590.6423650353,174145
NA,176670
NA,176672
NA,176677
NA,176678
NA,176680
NA,176683
62908.9856124104,176691
NA,176694
NA,176703
NA,176704
NA,176706
34588.5898086032,176707
NA,176708
NA,176709
NA,176711
300758.9179721106,176712
NA,176713
6339.800601671858,176714
NA,176715
NA,176716
NA,176717
NA,176718
NA,176719
448635.20362050185,176720
NA,176721
NA,176722
NA,176723
NA,176724
39296.28468257669,176725
NA,176726
NA,176727
22233.83787906665,176728
NA,176729
NA,176730
415750.3261238768,176731
NA,176733
NA,176734
NA,176735
80348.67674543856,176736
NA,176737
12944700.053406686,176738
6943.216887787565,176739
953.5898549533721,176740
NA,176741
662839.2516918953,176742
NA,176743
NA,176744
710574.6318034637,176745
NA,176746
NA,176748
14027.900398775395,176749
NA,176750
NA,176751
NA,176752
NA,176753
NA,176754
129565.96346074855,176755
NA,176756
NA,176757
122878.60903339056,176758
NA,176759
64472.97771507635,176760
681061.3755387724,176761
NA,176762
21929.94665675096,176763
NA,176765
NA,176766
NA,176767
19679.579367354094,176768
NA,176769
6339.800601671858,176770
NA,176771
NA,176772
NA,177110
32602.81756384134,177949
NA,177950
NA,177951
NA,177952
NA,177953
24667.587793878312,177954
NA,177955
19873.44106574982,177956
NA,177957
NA,177958
NA,177959
449794.8808276176,177960
NA,177961
736982.6085273778,177962
NA,177963
NA,177964
NA,177965
624.3743045425433,177966
NA,177967
NA,177968
NA,177969
NA,177970
NA,177971
NA,177972
NA,177973
NA,177974
NA,177975
9000.595696951084,177976
637178.7778655797,177977
NA,177978
NA,177979
NA,177980
NA,177981
NA,177982
NA,177983
NA,177984
210021.1768197678,177985
NA,177986
NA,177987
NA,177988
NA,177989
NA,177990
NA,177991
NA,177992
NA,177993
NA,177994
NA,177995
NA,177997
NA,177998
32602.81756384134,177999
NA,178000
143993.81284956197,178001
NA,178002
NA,178003
NA,178004
NA,178005
1624490.9452857692,178006
409403.5395330542,178007
NA,178008
NA,178009
NA,178010
NA,178011
NA,178012
562030.3095149241,178013
361985.1495135655,178014
309879.149071221,178015
NA,178016
NA,178017
127339.1741139983,178018
NA,178019
292315.45625313185,178020
48982.38226681242,178021
NA,178022
NA,178023
NA,178024
NA,178025
NA,178043
NA,178111
NA,178796
NA,178797
NA,178798
NA,178799
NA,178800
NA,178801
NA,178802
NA,178803
NA,178804
NA,178805
NA,178806
NA,178807
NA,178808
NA,178810
NA,178811
NA,178812
NA,178813
NA,178814
NA,178815
NA,178816
NA,178817
NA,178818
NA,178819
NA,178820
NA,178821
NA,178822
NA,178823
NA,178824
NA,178825
NA,178826
NA,178827
NA,178828
NA,178829
NA,178830
NA,178831
NA,178832
NA,178833
NA,178834
NA,178835
NA,178836
NA,178837
NA,178838
NA,178839
NA,178840
NA,178841
NA,178842
NA,178843
83338.68736711738,178844
NA,178845
NA,178846
NA,178847
NA,178848
NA,178849
NA,178850
NA,178851
NA,178852
NA,178853
NA,178854
NA,178855
685095.7941504931,178856
NA,178857
NA,178858
544447.4051765322,178889
83741.25599225643,178890
109065.52837820434,178891
NA,178892
5949.457506307084,178893
NA,178894
312559.15575096407,178895
252601.7576721951,178896
NA,178897
841503.7399569369,178898
NA,178899
1940.3632218942055,178900
NA,178901
NA,178902
NA,178903
233958.7269618061,178904
65310.4252040718,178905
97812.81893348854,178906
20889.031688543037,178907
695.1076177171825,178908
91544.62484425963,178909
707189.0386999014,178910
1734.2760267888407,178911
NA,178912
NA,178913
95517.04264641611,178914
NA,178915
88315.34356705306,178916
NA,178917
92081.67412371997,178918
691784.0219262055,178919
30601.326796993188,178920
26301.439981519037,178921
9422.375823892378,178922
NA,178923
132870.3443849077,178924
NA,178925
22239.07739745029,178926
28966.601362848967,178927
84862.51004343419,178928
NA,178929
NA,178930
8931.608895677515,178931
NA,178932
17815.18899433774,178933
2277.43800973058,178934
NA,178935
NA,178936
76783.19384935466,178937
0,178938
NA,178939
65666.71152677505,178940
96566.69007651,178941
NA,178942
25132.157213623814,178943
714437.0199864426,178944
NA,178945
NA,178947
115345.07464599935,178948
NA,178949
NA,178950
179951.65977715966,178951
37123.63680906648,178952
153614.41650517363,178953
8908.904373222142,178954
168253.59239550814,178956
162778.310257153,178957
NA,178958
15342.14279792796,178959
NA,178960
53941.57341307941,178961
161263.22001438105,178962
237359.16548462494,178963
231111.05619526684,178965
7607.7607188572165,178966
227978.7057003416,178967
81507.48052813158,178968
248635.4526805864,178969
263162.85250410176,178970
90599.76755825864,178971
229705.99570078202,178972
37307.01948171647,178973
90916.75758834224,178974
80360.90227954272,178976
14508.188310691561,178977
NA,178978
NA,178979
90384.0746201247,178980
312846.4552023282,178981
11828.181705737556,178982
89648.79746800786,178983
2204.9581909528956,178984
491937.96298889926,178985
89757.95381115998,178986
228362.93604498982,178987
252179.1042987503,178988
161232.65623245703,178989
266637.5173272901,178990
69386.75983020951,178991
1318510.8611338695,178992
252601.7576721951,178993
19400.139151053732,178994
231111.05619526684,178995
NA,178996
112777.7174123295,178997
263162.85250410176,178998
17443.184163718757,178999
56164.869831777185,179000
NA,179001
NA,179002
133674.60838868227,179003
115904.82842665924,179004
92707.79490552445,179005
NA,179006
NA,179007
20459.392314729157,179008
58121.82485640828,179009
8668.760416476805,179010
256690.31786589522,179012
2237.268475330939,179013
276583.8436024063,179014
NA,179015
136124.9500405936,179016
18962.640508324177,179017
727.4178832011476,179018
NA,179019
446417.14677529543,179020
8963.045927254036,179021
275189.262136029,179022
574298.6094139608,179023
NA,179024
168589.79394313903,179025
252601.7576721951,179026
NA,179027
74023.72141895586,179028
239025.3279389305,179029
12433.344502179827,179030
51544.50003799362,179031
NA,179032
179942.9272487508,179033
NA,179034
226928.18503712755,179035
NA,179036
NA,179037
NA,179038
NA,179039
51437.96346348036,179040
30792.568719664778,179041
NA,179042
NA,179043
NA,179044
445020.8186978231,179045
35734.29483902969,179046
5718.919311484417,179047
166087.9304882199,179048
57729.73527640109,179049
27602.583648480017,179050
33356.43301219408,179051
3155.9282875017007,179052
NA,179053
163394.82515264882,179054
NA,179055
329326.44378695905,179056
1108726.335085166,179057
72597.7029225765,179058
19094.501372750787,179059
16480.861805942262,179060
NA,179061
287401.67426632094,179062
144530.86195110308,179063
NA,179064
NA,179065
99174.21691149601,179066
NA,179067
NA,179068
30775.10372031656,179069
167428.37041266935,179070
226991.93232710275,179071
22163.977831289587,179072
494989.9744154188,179074
173056.47168993202,179075
284032.6726932043,179076
4962.684126770199,179077
98345.5019048551,179078
NA,179079
529907.7796785848,179080
5733.764574471155,179081
101812.3074685748,179083
NA,179084
NA,179085
10355.880902198891,179086
8935.97514079105,179087
253552.72776244587,179088
54025.405500170054,179089
13499.58368511842,179090
19388.78689612407,179091
NA,179092
NA,179093
46234.262114960875,179094
252601.7576721951,179095
241635.47452995932,179096
104520.25811751683,179097
269386.51075398625,179099
166103.64900085915,179100
NA,179102
52696.317792370064,179103
88055.98806441929,179104
105573.39856511483,179105
NA,179106
1664.4159664157237,179107
NA,179108
NA,179109
41640.96304623454,179110
NA,179111
NA,179112
237651.70447523493,179113
NA,179114
NA,179115
513222.5772762329,179116
NA,1793
276997.76451632695,17978
47950.19987542942,180103
3745.372568155711,180121
10682.476697354165,180122
16308.831413414038,180123
15146.534634866359,180125
3235.3941097974857,180126
114322.49801653903,180141
1117437.8848290863,180208
51669.37490362564,180209
426937.5417452637,180211
34079.48462194058,180212
1431198.6334685746,180213
993658.0809687026,180214
NA,180215
NA,180216
3836.190632785106,180218
34614.787342264666,180219
43314.11148240874,180220
NA,180223
21872.31207576791,180224
83492.37950749586,180225
17727240.41333296,180226
2708963.6135666515,180227
NA,180228
NA,180230
NA,180231
1275064.8886511344,180232
437883.740205323,180233
105.66334336119763,180234
NA,180235
17198853.836554874,180236
428078.0071951135,180237
NA,180238
231222.832268384,180239
438095.0668920453,180240
538494.4546058794,180241
NA,180245
NA,180246
1745.628294314554,180247
NA,180248
1390089.4803257128,180249
203350.41418412514,180250
NA,180251
NA,180252
974110.362446881,180253
NA,180254
844825.5857933544,180255
24936.54903324264,180256
NA,180257
NA,180258
109012.26005965439,180259
458058.4526746606,180260
480768.2122871512,180261
1279839.8238168422,180262
2324.593553946348,180263
11023.044483800577,180264
18427707.167507607,180265
12248649.32820868,180266
NA,180268
19961.639390868728,180270
5796896.230734458,180271
427845.7225860092,180272
1172114.7354029422,180273
11546044.856214713,180274
NA,180275
5708302.3204605505,180276
2712769.2403077893,180278
426937.5417452637,180281
433983.80219675205,180282
582794.4661657218,180283
NA,180284
NA,180285
NA,180286
478743.1437355991,180287
NA,180288
NA,180289
NA,180290
695436.8297029106,180292
3279261.861214767,180294
NA,180295
198323.10948859886,180296
NA,180297
2746118.687411231,180298
587023.6196748114,180299
9976.016815260282,180301
700.347121930265,180303
20660.240002472427,180305
968642.0660706525,180306
NA,180307
1933447.941631626,180308
88496.97969631184,180310
499177.2117946604,180312
668301.4353183913,180313
222307.81513627752,180314
1464972.480523196,180315
160398.70174836964,180316
34623.51984508779,180317
NA,180318
3898191.444579462,180319
52245.72041587441,180320
1734221.8908888611,180321
156862.90940069593,180322
4436780.210212958,180323
NA,180324
994367.1605706256,180325
NA,180326
1164482.5237197941,180328
345008.28110593586,180329
9351990.939908138,180331
NA,180332
795113.1657786571,180333
NA,180335
3231941.275217372,180336
16665459.166475601,180337
NA,180338
97716.7613268579,180339
44671.14321687719,180340
1261792.350112632,180341
55583.28484995448,180343
539435.8188712273,180344
1465610.8267182615,180345
4966573.594361638,180346
5960157.4486735435,180347
437883.740205323,180349
2548820.774320731,180350
NA,180352
NA,180353
NA,180355
1719.4307732491418,180356
NA,180357
1082347.1758672541,180358
5099342.641411139,180361
NA,180363
3000.4896604142455,180364
1168742.240918207,180365
272586.9748737471,180366
NA,180367
67470.84762023504,180368
752753.5173638533,180369
NA,180370
3927351.0342652905,180371
427809.9192723182,180372
NA,180373
67013.26419219884,180374
NA,180375
NA,180376
1521206.3371263312,180377
69737.80661839044,180379
961205.4627048676,180380
7466715.877368834,180381
489597.6508223325,180382
35955.22724358857,180383
NA,180385
NA,180386
NA,180387
NA,180388
4246379.231763901,180389
768158.534262132,180390
885067.6009583466,180391
667863.0633642098,180393
989913.5817045198,180394
NA,180395
NA,180399
NA,180400
108513.63388929046,180403
3162.9142941688146,180405
122406.1803982626,180406
3836.190632785106,180407
310119.2929878164,180409
1059743.952816779,180410
NA,180411
3160212.4569625836,180413
NA,180414
204968.54786385017,180415
437989.40354868415,180418
1856559.957817377,180420
NA,180421
18335.64644852608,180422
NA,180423
1048148.9291237064,180424
162784.4228244396,180427
112066.8912914201,180428
NA,180430
NA,180431
379411.74173549877,180432
228443.27509410775,180434
700396.0209074344,180435
1583529.3714194999,180436
NA,180437
NA,180439
NA,180440
6576818.326078268,180441
NA,180443
57480.85878849151,180445
12223137.306731772,180446
584789.8441818533,180447
NA,180448
151088.97527293107,180450
NA,180451
3576240.4766316377,180452
2583568.295729348,180453
20076.03523862755,180454
NA,180455
129394.80632466289,180456
974971.387725107,180458
2850449.4500510604,180459
223257.91201308946,180460
41420.03059758947,180462
441436.12445227045,180464
809782.0322474157,180465
22921.95950743629,180466
34763.23996583402,180467
4711598.340542473,180468
NA,180469
92913.00884782829,180470
588235.6917599157,180471
95269.03943335116,180473
335869.71185682184,180474
10988.987709564553,180475
NA,180476
NA,180477
NA,180478
NA,180479
63081.015986634986,180480
NA,180481
2750088.4854006623,180482
NA,180483
NA,180484
NA,180487
NA,180488
660567.0531724041,180490
4672405.099665874,180491
NA,180492
NA,180493
NA,180494
100274.512838755,180495
133047.6143084156,180496
NA,180497
NA,180498
NA,180499
NA,180500
NA,180504
145060.05192543412,180505
2797433.522545385,180506
NA,180508
NA,180509
972446.8198096304,180510
1089129.7146566089,180511
NA,180512
5174277.163432197,180513
500305.4518281005,180514
5166303.510430129,180515
NA,180516
2237126.1369243446,180517
NA,180518
NA,180519
NA,180521
63081.015986634986,180522
NA,180523
126415.27474250674,180524
NA,180525
763311.9924412917,180526
42591.059878960274,180527
NA,180530
NA,180531
3512.2146117794637,180532
NA,180534
NA,180535
309479.2001958267,180536
437989.40354868415,180537
NA,180539
7672756.777010857,180540
NA,180541
1221460.3900266788,180542
187753.28214757104,180544
NA,180545
53465.651740766,180546
832853.317715459,180547
NA,180549
NA,180964
NA,180980
NA,180982
NA,181105
NA,181116
NA,181186
NA,181215
NA,18124721
NA,18124738
228951.50706654426,18124757
49826.815784518076,18124888
NA,181359
747289.5872850907,181361
268408.4695874649,181547
834281.9559048025,182549
NA,18257780
NA,18258072
196457.84584703593,18258153
NA,18258202
NA,18258249
166652.05053997267,18258256
158505.49408171274,18258266
12206.299260601729,182611
NA,18263684
NA,183097
NA,183152
NA,183167
NA,183207
NA,183212
NA,183214
NA,183217
69913.33005046587,183219
21667.971392563617,183221
NA,183228
NA,183235
29985.685004720806,183236
NA,183238
NA,183240
41688.11862194043,183241
NA,183244
NA,183245
NA,183253
1088.070465188497,183258
64812.67228493488,183260
60088.38559828543,183273
201033.67988256217,183275
NA,183276
85086.06216939674,183277
NA,183280
NA,183290
68128.40547455319,183303
11293.752231916964,183305
NA,183308
NA,183309
NA,183310
NA,183318
NA,183319
27505.65282998503,183320
131053.10953800028,183327
NA,183336
NA,183341
5710764.014200592,183347
21667.971392563617,183360
NA,183366
NA,183367
64721.85422502901,183371
1136.0992559077617,183373
NA,183378
NA,183379
NA,183382
NA,183387
633.9800601671858,183393
NA,183396
NA,183397
33559.900420553764,183399
63280.99044834334,183400
NA,183408
NA,183414
NA,183416
NA,183420
NA,183425
416.54061643018565,183427
NA,183431
633.9800601671858,183433
NA,183437
NA,183452
NA,183460
NA,183461
NA,183462
NA,183464
NA,183468
12546.867108158674,183469
NA,183470
NA,183472
2283.550766745185,183473
NA,183474
NA,183479
NA,183480
22301.951452730802,183482
NA,183483
NA,183486
NA,183497
NA,183500
NA,183503
52327.80598870223,183505
NA,183512
21371.066124169072,183513
NA,183516
416.54061643018565,183519
NA,183521
2239.888233735506,183525
NA,183529
36168.30047055315,183530
NA,183535
151423.43028897958,183539
NA,183541
NA,183544
NA,183548
NA,183551
52106.00030614973,183552
NA,183555
64080.01488964812,183564
NA,183567
11293.752231916964,183572
1050.5206765973714,183582
633.9800601671858,183583
NA,183586
NA,183587
NA,183604
NA,183605
NA,183607
NA,183611
416.54061643018565,183612
NA,183615
NA,183619
NA,183623
NA,183624
0,183625
44392.576237633286,183626
NA,183628
NA,183629
33038.56970726587,183630
NA,183635
NA,183638
2568.230506152708,183644
NA,183646
NA,183652
NA,183653
41637.47006022055,183654
NA,183655
NA,183657
NA,183662
NA,183670
62307.31583091367,183676
NA,183679
NA,183694
44480.774562752194,183699
NA,183701
408.68136011056197,183703
NA,183705
314159.82432269986,183709
34829.60702444809,183717
10659.772171749777,183720
3189.9850711847625,183725
43533.29746796244,183727
NA,183728
96336.15187853831,183730
NA,183731
27414.83472756748,183732
408.68136011056197,183739
15005.068021113131,18374
NA,183741
38579.34585188789,183742
NA,183743
NA,183747
51133.19894467059,183754
NA,183757
NA,183764
63989.19679825212,183766
34089.09036969269,183771
31843.962635680367,183774
NA,183775
NA,183781
NA,183788
222361.95676194946,183789
NA,183793
21667.971392563617,183794
NA,183804
NA,183811
NA,183813
NA,183817
NA,183822
NA,183825
NA,183838
NA,183839
NA,183840
NA,183841
31278.096149964582,183845
NA,183851
21667.971392563617,183853
NA,183854
633.9800601671858,183855
603084.4478503619,183856
5480.521849320581,183865
NA,183867
NA,183870
21667.971392563617,183873
NA,183875
NA,183876
1244485.3930867943,183878
29671.314726743753,183885
NA,183886
4112.137881965562,183896
NA,183907
18957.401011983628,183909
NA,183910
NA,183917
NA,183922
NA,183923
89059.35316924703,183924
16842.387618688044,183925
NA,183931
94764.30050282361,183934
NA,183941
22084.512008993803,183943
13331.046281753193,183949
NA,183952
16255.56312792873,183955
8955.18665833836,183959
408.68136011056197,183961
NA,183963
416.54061643018565,183968
NA,183980
NA,183985
NA,184000
0,184001
10659.772171749777,184004
NA,184009
NA,184012
NA,184014
10659.772171749777,184017
NA,184018
31925.174964366448,184020
NA,184022
NA,184031
NA,184034
NA,184035
1329602.892277927,184047
13007.0702481515,184048
190380.0205386798,184985
16956.78348061743,184986
7713.4240685164405,184987
NA,184988
465603.33944343403,184989
3052856.753393579,184990
45303.37678088837,184991
182484.08701488847,184992
NA,184993
73957.35431783012,184994
425025.9958154355,184995
27392.130205112102,184996
27062.041411346792,184997
49473.14919345277,184998
1569730.2627794193,184999
25913807.465072565,185000
12996.591233427309,185001
5867921.209205453,185002
446127.2274679073,185003
198752.74886241276,185004
77931.51867597386,185005
223.55220075160503,185006
NA,185007
316.9900300835929,185008
107219.4762038045,185009
86778.42217901324,185010
241.8904591993676,185011
26850767.119568855,185012
12679.601203343716,185013
NA,185014
1868390.759113047,185015
NA,185016
NA,185017
1933427.8568168958,185018
