range_km2,iucn_sid
NA,48342232
23861.57733803389,48342233
NA,48342234
26732.825870383,48342236
65322.65072715442,48342237
NA,48342238
NA,48342240
NA,48342243
102041.97242004299,48342244
NA,48342246
NA,48342248
NA,48342250
NA,48342252
946.6038388392187,48342253
1168347.5315588345,48342254
NA,48342256
228570.76972680414,48342258
41640.96304623454,48342259
216069.31179187848,48342260
205936.1097431593,48342262
91770.79685852352,48342264
NA,48342265
54366.846564610096,48342268
NA,48342269
NA,48342271
36125.51114783332,48342272
14385.059956960604,48342273
NA,48342274
24222.229904276173,48342277
429395.7426716014,48342278
15124.703360488986,48342280
NA,48342281
4403.803643785264,48342282
36942.87392788569,48342283
NA,48342284
237995.76530595208,48342285
157275.08373737344,48342287
2222.423209195188,48342288
NA,48342289
10813.464299532214,48342290
NA,48342292
6786.904990579016,48342294
NA,48342295
NA,48342298
NA,48342300
615794.6128814872,48342303
1251242.6075025902,48342305
108312.78629286858,48342306
132666.00373319353,48342307
NA,48342309
NA,48342312
265116.31449941994,48342314
196033.44596798808,48342316
NA,48342317
19952.906914812218,48342320
NA,48342321
70999.65395336908,48342325
238182.6410866403,48342326
41669.78033830057,48342328
NA,48342329
526358.0152988796,48342332
NA,48342333
219437.4399063269,48342337
72196.00752347236,48342339
85431.86944352392,48342341
1112.5214806508645,48342342
953.5898549533721,48342345
NA,48342346
NA,48342349
NA,48342351
171664.50991425547,48342352
NA,48342354
NA,48342356
3642.328976901055,48342357
NA,48342359
NA,48342362
14775.403049176364,48342364
NA,48342366
106587.24266813444,48342371
52599.38691404383,48342372
125600.5317129864,48342373
234308.90054953785,48342376
NA,48342378
26163.46637582289,48342379
43084.44656085618,48342381
NA,48342383
NA,48342385
NA,48342388
NA,48342389
24884.153989143684,48342391
19961.639395592247,48342392
NA,48342394
408.68136011056197,48342396
65322.65072715442,48342397
NA,48342398
13565.077487781951,48342400
286033.2903631271,48342402
80969.55804743478,48342405
NA,48342407
300073.416112183,48342409
53607.118370264296,48342410
82741.38386281475,48342411
NA,48342412
829.5882342503337,48342414
27803.43133307427,48342416
NA,48342417
21104.724651869095,48342419
34212.2187360197,48342420
NA,48342422
NA,48342425
NA,48342427
NA,48342428
NA,48342431
NA,48342433
207885.2054214287,48342435
77308.8908140541,48342436
NA,48342437
NA,48342440
56460.02864810191,48342441
NA,48342442
NA,48342444
NA,48342445
6156.417947915946,48342448
64149.00168541092,48342449
NA,48342451
3377.7339826502607,48342454
144281.11220675096,48342455
131761.31594695305,48342456
NA,48342458
217451.6677127365,48342460
NA,48342462
116608.66853145449,48342464
116894.22152681254,48342466
6066.4731108959695,48342467
238842.81854899766,48342469
296329.7901389836,48342471
NA,48342473
15409.383115641574,48342475
NA,48342477
NA,48342482
8935.975147089075,48342485
116992.89885199304,48342486
13427.103869489749,48342487
NA,48342488
NA,48342489
207087.05425418128,48342492
177464.6415296275,48342493
NA,48342496
15955.164847540842,48342498
31334.857443506968,48342499
7846.158188893585,48342501
NA,48342502
48011.327420383364,48342504
NA,48342505
40427.14448308107,48342508
NA,48342511
84163.90936766934,48342512
NA,48342513
NA,48342516
NA,48342518
117031.32202141275,48342519
NA,48342521
NA,48342523
109013.13330458339,48342524
NA,48342525
60240.33124880594,48342528
NA,48342529
NA,48342530
988.5198788419044,48342534
241732.40536892292,48342535
147779.35486237044,49437996
95399.15379217472,49438010
82516.95843169834,49438012
NA,49677201
7153.670323282944,4982
1088.0704588904712,50853886
19718.002424491806,5269
5201.954846459077,5270
883.7297819842031,5272
5444.718561608981,5273
900.3215474249729,5325
NA,5659
139077.4106590564,5668
NA,56852190
NA,56852265
NA,57506640
NA,59034974
120841.31500510538,60080
101713.63011928467,60081
NA,60082
73860.42348673908,60083
41692.484817752236,60084
NA,60085
26938.039793792766,60086
188147.11821950276,60087
415896.15897575667,60088
42776.18905248979,60089
106014.39014032515,60090
37716.57406943644,60091
199882.7353613059,60092
229746.16523833066,60093
NA,60094
9750.71809630958,60095
11770.547159393649,60096
16099.251235443702,60097
2641.583584029941,60098
57589.14188081024,60099
37686.883549761,60100
41626.11777380076,60101
422977.3494453276,60102
32217.713963242608,60103
36031.20008616839,60104
387863.0626956425,60105
150887.25431979023,60106
NA,60107
955621.0238508912,60108
1350305.921770804,60109
NA,60110
1180534.6193511907,60111
NA,60112
713751.5181347812,60113
NA,60115
40413.17247919388,60116
1927774.431615891,60117
5071.840481337486,60118
454234.48758552514,60119
1136810.0800606364,60120
5587317.792026698,60121
158430.39447461488,60123
403569.35113429435,60124
NA,60125
119383.85949653562,60126
3352953.7474542144,60127
1499226.6152287594,60128
2485786.9141852427,60129
431414.6984377978,60130
4204.702464794053,60131
15033.885276965513,60132
37079.10101065922,60133
1144323.5296529785,60134
221042.4748137104,60135
689688.2200197544,60136
468869.2973068144,60137
337714.8907020566,60138
2341569.5489882044,60139
5022504.432488072,60140
402731.90365759976,60141
1401832.0833738083,60142
372457.17260695214,60143
1311397.360259766,60144
1495851.5009395652,60145
4007048.2656641616,60146
86364.50131862586,60147
815628.4461099191,60148
3893426.1150383013,60149
495533.1363635246,60150
5917.147228227068,60151
NA,60152
408928.49108835025,60153
317335.837388423,60154
4009.9675403634146,60155
178870.5752733712,60156
295660.88000808633,60157
NA,60158
NA,60159
1119599.18076985,60160
2135726.0040274425,60161
12478376.28187032,60162
139366.45694204484,60163
567.6129984041066,60164
NA,60166
130398.17145389548,60167
NA,60168
6234.13725831066,60169
NA,60170
NA,60171
NA,60172
NA,60175
5798.38513063119,60176
NA,60177
NA,60178
3486.0170781179995,60179
NA,60180
15563.94850724708,60181
270244.0430692255,60182
441177.64207726496,60183
247900.1755418529,60184
871601.200880178,60185
244969.54593866275,60186
3877971.322672079,60187
697274.1493860993,60188
1700723.1179707497,60189
1185995.9296711553,60190
864421.3330381914,60191
1130909.5244843871,60192
384737.6982089589,60193
1189137.0127035426,60194
280967.5624687575,60195
1239708.7113314443,60196
1272315.8951811395,60197
12464106.490656901,60198
217080516.84532368,60199
211769940.9555971,60200
2593420.311031857,60201
NA,60202
600367.7646871817,60203
2899446.6777540552,60204
86378.47333904536,60205
160967.18796965963,60206
593588.7189765398,60208
2113888.621731121,60209
230859488.37515172,60210
241969.05629714258,60211
573234.9899911982,60212
6907582.140738266,60213
1038110.9115016373,60214
8709862.576764885,60215
3668377.165694056,60217
605601.1566427617,60218
2991078.6275419164,60219
NA,60220
NA,60222
4991927.556787824,60223
185704863.75253183,60225
29374.40945441294,60226
NA,60227
116552.7804859901,60228
1901.9401805015573,60229
30008.38951458013,60230
761208.3313115856,60231
916770.0970083196,60232
1514027.3423932756,60233
1122853.7861444866,60234
947593.2295524201,60235
2119227.677000934,60236
1100515.1581833232,60237
17719.131412899213,60238
890862.4931304193,60239
16365.592722701489,60240
1067211.1202518356,60241
3487303.378550527,60242
217671.72684402528,60243
77469.56895480168,60244
1871348.4596200008,60245
581749.1850536608,60246
562590.0631373461,60247
NA,61207
26352.961786593405,61314
NA,61336
NA,61337
NA,61338
NA,61339
352066.7670809005,61398
14053.224667039285,61399
339861.34107319865,61400
25338.2443898351,61401
125677.37780994225,61402
357655.5720406466,61403
132539.38239462947,61404
301357.0947640507,61405
76367.52646998093,61406
3368120.3669060743,61407
3220744.4539029473,61408
1762175.521224557,61416
1416709.656708692,61417
2142484.9648526,61418
154135.74719012043,61419
26898.743518492673,61442
75940.50688133822,61935092
NA,61935587
NA,61936075
NA,62021891
NA,62026481
NA,62026537
3093597.394730411,62030590
1613468.7739638423,62030608
NA,62030970
7570916.525631832,6204
1148522.119274357,62101215
793710.7250256509,62101249
NA,62256
87740618.77720115,62289571
6824163.987370638,6229
1768426.2503229005,63100
259212.26605426072,63101
747803.932002733,63102
976904.7649247859,63103
782218.7448899809,63104
5283.167168059882,63106
NA,63107
1046952.5755571458,63108
205266.32638110995,63109
496840.3927597495,63110
824498.9275092555,63111
926830.8191981112,63112
610844.1542280058,63113
3288094.7926790835,63114
41842.68397103426,63115
420117.4532041218,63116
928896.0573084678,63117
10225973.49561396,63119
1484176.1381261281,63120
193892.23506779765,63121
1324088.3137311274,63122
1914371.7784949846,63123
11939.957799815333,63124
200017.21597783905,63125
64560.30279369176,63126
2859060.5759487473,63127
NA,63128
669475.0842879043,63129
528847.6532827732,63130
NA,63131
5705.820541504672,63133
1373.6234636955692,63134
10113.990434339737,63135
2852.910270752336,63136
14889.79890480772,63137
32211.60121252603,63140
4502883.546981854,63141
NA,63142
NA,63143
1098864.7142137096,63144
517458.7167198575,63145
2413916.628852714,63146
801150.8216258282,63147
44589.9308984254,63148
34895.10081766458,63149
208156.78642155934,63151
NA,63152
NA,63153
10250.21755568868,63154
81793.03353293668,63155
30059.038060554947,63156
NA,63157
NA,63158
46597.534422288154,63159
155536.4414276829,63160
231473.45527104844,63161
170019.3054716851,63162
13806.967943832306,63164
494504.4469304049,63165
34990.28517779172,63166
12317.202137796412,63167
9386883.421690589,6335
81195585.90612967,6336
NA,6337
NA,63571
NA,63852
59092.00646627291,64397
5708.44029990924,64398
8347.404125534613,64399
NA,64400
79995.01018783152,64401
36011.98856625932,64402
8664.394155618205,64404
8981.3841857018,64405
58555.83049944533,64406
89613.86753544072,64407
NA,64408
48731.75930636444,64409
NA,64410
NA,64411
NA,64412
199.10117741670504,64442
4403.803643785264,64528661
33372246.67099603,6494
NA,65134886
NA,65134998
NA,65135062
NA,65349869
NA,65350111
71481.68840710194,65362908
366202.077300299,65362977
1097484.1046488765,65363069
1971232.6291468963,65363156
NA,65363244
NA,65363316
NA,65363378
NA,65363417
140506.04915247645,65363473
NA,65363543
NA,65363628
5863.005689940237,65363696
60128.55514843014,65363711
1586.6966497229832,65363860
NA,65363869
NA,65364120
22315.050222710546,65364143
1041461.5746631854,65364147
NA,65364201
NA,65364515
NA,65364553
1045594.6706667079,65364594
NA,65364789
NA,65364798
NA,65364818
132310.59063022715,65364895
NA,65364931
NA,65365012
NA,65365054
250383.70076715742,65365090
NA,65365100
NA,65365107
6891.695087436718,65365349
NA,65365681
NA,65365759
3189.9850711847625,65365798
196803.6532333467,65365838
3737921.11059742,65365899
8654.788399993564,65365975
1422513.2813960854,65366061
NA,65366073
NA,65366280
43418.02838472166,65366377
256259.80520109803,65366455
32103.318090291683,65366458
NA,65366672
NA,65367054
NA,65367059
NA,65367195
1025801.5685644624,65367204
132170.87051262995,65367300
NA,65367303
66631.65363350908,65367318
88153.79213994728,65367328
NA,65367364
NA,65367453
625520.0066384833,65367461
NA,65367566
NA,65367574
18061.445714395708,65367581
NA,65367590
NA,65367594
9124.597306632577,65367655
NA,65367712
NA,65367783
135459.5329457009,65367935
NA,65367942
55211.28004531485,65367996
NA,65368085
664719.3605604281,65368088
4226.533734447905,65368181
223808.93321456265,65368238
NA,65368242
76702.85477268284,65368756
NA,65368759
22619.814741913942,65368802
8837.297804096967,65369051
NA,65369161
NA,65369241
198881.98997276468,65369305
NA,65369313
NA,65369760
275191.00863533403,65369844
77692.2478854322,65369867
12793.123831365654,65370029
NA,65370051
88723.15162506036,65370087
206253.09971892243,65370218
NA,65370289
NA,65370433
2842.431256028145,65370481
31786.32806020809,65370522
NA,65370525
NA,65370664
1811.1220969780848,65370734
NA,65370744
426152.48927596235,65370765
1252029.4066412433,65371161
NA,65371194
30290.449523924202,65371373
28592.850015605392,65371669
NA,65371695
172184.09412508932,65371889
50310.59671551286,65372036
NA,65372127
144437.42409923597,65372227
28008.645237589957,65372290
NA,65372435
120791.5398257886,65372543
NA,65372675
NA,65372732
NA,65372876
NA,65373278
NA,65373357
NA,65373532
234046.92532313865,65374054
NA,65374110
NA,65374417
17737.469677645,65374464
2419.7778825833548,65374540
523122.621176486,65374787
1315.1156574648605,65374877
NA,65374916
86914.64931374548,65374952
NA,65375137
NA,65375205
NA,65375397
NA,65375420
NA,65375519
NA,65375571
NA,65375703
2986.517647080017,67968365
NA,6814
NA,68308968
215173.35635209296,68527310
NA,6909
NA,70679787
NA,70680197
NA,70680908
84742.0013756805,70681387
NA,70682232
NA,70682503
1251303.7350593528,70686656
298835.1465146731,70688138
281574.4717928459,70688333
8413045.51286526,71711344
7505992.0773784835,71711476
306917.0824388161,72050476
401106.7838838225,74491261
NA,75150150
4405686.369739574,75153246
1911678.6730451635,75153576
5482652.574588987,75153687
1433888.245958558,75153777
NA,75153870
NA,75154011
NA,75154879
1849491.8658659633,75155119
12197938.782678882,75155263
NA,75155303
NA,75155644
NA,75155918
NA,75156272
NA,75156420
NA,75156473
NA,75156647
1949741.9277227141,7750
NA,7778
NA,7854
NA,7855
NA,7858
NA,7859
NA,7860
NA,7861
1028469.3498992388,7862
278822807.9613796,8005
12738090.66751149,8010
23376.923151088566,80671020
1687670.6387934138,8097
2116465.5847854624,8099
86142179.52211826,8153
NA,82031425
NA,82031633
520687.1247909073,82031667
6374459.924952663,8239
1504530.740363681,82626288
273045.4315128604,83284529
2647524.3090096097,83644804
36125973.992170274,83652278
3602254.617059745,83776383
NA,8407
30601.326796993188,8408
4837316.761169729,84126444
3584344.2438126416,84127873
24566125.66175547,84131194
47580536.22426971,84156809
6582525.019854073,84189617
11991059.561659258,84191235
10499789.134391787,84199475
NA,84784918
1441406.9351017582,84785231
206834411.4265656,8551
NA,87568608
24067.664520543203,87568739
NA,88342897
125419.76881291153,88342975
NA,88342995
NA,88343011
NA,907
1701.9657516610232,908
11518751.403017715,91209505
168965.29181970164,91350867
NA,91350886
NA,91351231
226359978.1960039,9249
130787183.72694327,9250
NA,9281
236500441.2296549,9461
1252441.5808394626,95882787
2901890.033440532,9660
NA,97358453
NA,97755641
497615.83939853875,97755916
1692696.1968592461,97755938
472409.4560241845,97756224
930745.602336131,97757259
152377.02010378303,97758877
NA,97759908
167097.40843223178,98470072
NA,98470668
NA,98470734
352569.75949637796,98471004
5292295.258534384,98471199
NA,98472093
197069.99459346308,98472163
158613.77713624333,98472309
NA,98472387
NA,98472446
NA,98472646
297352.3667022162,98472694
NA,98472718
NA,98472908
NA,98472935
NA,98735314
NA,98735334
NA,98735411
63722.85530705806,98798114
69234.81415233195,98798304
170132.82810679232,98805658
NA,98821820
NA,98822415
NA,98822816
NA,98829528
NA,98830797
9000.595696951084,98831444
NA,98832271
57134.178249557204,98835195
NA,98835748
NA,98838439
NA,98839002
172883.56799972884,98839225
213478.37662077756,98839582
NA,98840585
19037.74004771827,98841657
NA,98842673
NA,98888849
NA,98890443
554931.6537922141,98891120
211.32668672239527,98891738
NA,98892186
2586.568783494549,98893448
NA,98893713
NA,98894402
NA,98895427
NA,98897391
NA,98899338
NA,98899826
56850.37172693436,98901778
240916.7892023273,98940490
18061.445714395708,98943344
NA,98953869
265845.4789391004,98962403
NA,98969433
NA,98987583
32380.138598571684,98987864
NA,98988969
61554.57364166048,98990237
NA,98990439
NA,98991365
12757.320499567872,99000675
710658.4639535346,99000824
71446.75839699035,99001393
NA,99001768
NA,99003622
NA,99004333
NA,99004812
NA,99005308
43021.57251659722,99006153
105.66334336119763,99006883
94770.41322992259,99008092
3395.1989977435396,99008295
3617.8779425446096,99079032
NA,99079090
NA,99079315
NA,99079669
NA,99079806
232540.56771879416,99079842
NA,99079982
NA,99080026
NA,99084894
NA,99085827
NA,99085985
NA,99086293
NA,99086912
NA,99086953
NA,99087971
NA,99092368
1396582.9730114746,99092426
NA,99092571
106281.60490872557,99092637
NA,99092808
NA,99093073
NA,99167147
22223.35891472667,99167321
18061.445714395708,99167411
NA,99167439
77599.6833262213,99167483
