iucn_sid,stressor,count
22694896,slr,0
22694896,sst,1
22694918,oa,0
22694918,slr,0
22694918,sst,1
22694924,oa,0
22694924,slr,0
22694924,sst,1
22694927,oa,0
22694927,slr,0
22694927,sst,1
22694934,oa,0
22694934,slr,0
22694934,sst,1
22696610,oa,0
22696610,slr,0
22696610,sst,1
22696649,oa,0
22696649,slr,1
22696649,sst,2
22696668,oa,0
22696668,slr,1
22696668,sst,0
22696861,oa,0
22696861,slr,3
22696861,sst,0
22696876,oa,0
22696876,slr,3
22696876,sst,0
22696898,oa,0
22696898,slr,0
22696898,sst,1
22697702,oa,0
22697702,slr,1
22697702,sst,0
22697713,oa,0
22697713,slr,1
22697713,sst,0
22697742,oa,0
22697742,slr,0
22697742,sst,1
22697748,oa,0
22697748,slr,0
22697748,sst,1
22697752,oa,0
22697752,slr,0
22697752,sst,1
22697758,oa,0
22697758,slr,0
22697758,sst,1
22697800,oa,0
22697800,slr,0
22697800,sst,1
22697935,oa,0
22697935,slr,1
22697935,sst,0
22697967,oa,0
22697967,slr,2
22697967,sst,0
22698012,oa,0
22698012,slr,1
22698012,sst,0
22698039,oa,0
22698039,slr,1
22698039,sst,0
22698088,oa,0
22698088,slr,1
22698088,sst,0
22698175,oa,0
22698175,slr,0
22698175,sst,1
22698235,oa,0
22698235,slr,1
22698235,sst,0
22698280,oa,0
22698280,slr,0
22698280,sst,1
22698365,oa,0
22698365,slr,1
22698365,sst,0
22698375,oa,0
22698375,slr,0
22698375,sst,2
22698398,oa,0
22698398,slr,0
22698398,sst,3
22698535,oa,0
22698535,slr,1
22698535,sst,0
22698557,oa,0
22698557,slr,0
22698557,sst,1
22698562,oa,0
22698562,slr,1
22698562,sst,0
22724836,oa,2
22724836,slr,0
22724836,sst,0
22724845,oa,2
22724845,slr,0
22724845,sst,0
22724879,oa,2
22724879,slr,0
22724879,sst,0
22728442,oa,0
22728442,slr,1
22728442,sst,0
22731577,oa,0
22731577,slr,1
22731577,sst,0
22732425,oa,2
22732425,slr,0
22732425,sst,0
22733462,oa,0
22733462,slr,1
22733462,sst,0
22734194,oa,2
22734194,slr,0
22734194,sst,0
22734408,oa,0
22734408,slr,0
22734408,sst,1
22735250,oa,0
22735250,slr,0
22735250,sst,2
46102713,oa,2
46102713,slr,0
46102713,sst,1
46967807,oa,0
46967807,slr,1
46967807,sst,0
46967817,oa,0
46967817,slr,1
46967817,sst,0
46967827,oa,0
46967827,slr,1
46967827,sst,0
46967838,oa,0
46967838,slr,1
46967838,sst,0
46967863,oa,0
46967863,slr,1
46967863,sst,0
46967873,oa,0
46967873,slr,1
46967873,sst,0
47150446,oa,2
47150446,slr,0
47150446,sst,0
47728610,oa,2
47728610,slr,0
47728610,sst,0
47728650,oa,2
47728650,slr,0
47728650,sst,1
49217798,oa,0
49217798,slr,0
49217798,sst,1
56852595,oa,2
56852595,slr,0
56852595,sst,0
62101215,oa,0
62101215,slr,0
62101215,sst,2
62101249,oa,0
62101249,slr,0
62101249,sst,1
62289271,oa,0
62289271,slr,2
62289271,sst,0
65134886,oa,2
65134886,slr,0
65134886,sst,0
65363378,oa,4
65363378,slr,0
65363378,sst,0
65363543,oa,0
65363543,slr,0
65363543,sst,1
65363696,oa,2
65363696,slr,0
65363696,sst,1
65364147,oa,2
65364147,slr,0
65364147,sst,0
65364515,oa,2
65364515,slr,0
65364515,sst,1
65364521,oa,2
65364521,slr,0
65364521,sst,0
65364895,oa,2
65364895,slr,0
65364895,sst,1
65364931,oa,2
65364931,slr,0
65364931,sst,1
65365012,oa,2
65365012,slr,0
65365012,sst,4
65365054,oa,2
65365054,slr,0
65365054,sst,1
65365090,oa,2
65365090,slr,0
65365090,sst,1
65365100,oa,2
65365100,slr,0
65365100,sst,1
65365681,oa,2
65365681,slr,0
65365681,sst,1
65365759,oa,2
65365759,slr,0
65365759,sst,3
65365899,oa,2
65365899,slr,0
65365899,sst,0
65366073,oa,2
65366073,slr,0
65366073,sst,0
65366280,oa,2
65366280,slr,0
65366280,sst,1
65366377,oa,0
65366377,slr,0
65366377,sst,1
65366672,oa,2
65366672,slr,0
65366672,sst,1
65367054,oa,0
65367054,slr,0
65367054,sst,1
65367059,oa,2
65367059,slr,0
65367059,sst,1
65367204,oa,2
65367204,slr,0
65367204,sst,1
65367303,oa,2
65367303,slr,0
65367303,sst,1
65367364,oa,2
65367364,slr,0
65367364,sst,1
65367574,oa,2
65367574,slr,0
65367574,sst,1
65367712,oa,2
65367712,slr,0
65367712,sst,0
65367783,oa,2
65367783,slr,0
65367783,sst,1
65367942,oa,2
65367942,slr,0
65367942,sst,1
65370522,oa,2
65370522,slr,0
65370522,sst,1
65370525,oa,2
65370525,slr,0
65370525,sst,1
65370664,oa,2
65370664,slr,0
65370664,sst,2
65370744,oa,2
65370744,slr,0
65370744,sst,1
65371194,oa,2
65371194,slr,0
65371194,sst,1
65372036,oa,2
65372036,slr,0
65372036,sst,1
65372127,oa,2
65372127,slr,0
65372127,sst,1
65372290,oa,2
65372290,slr,0
65372290,sst,1
65372732,oa,2
65372732,slr,0
65372732,sst,2
65372876,oa,2
65372876,slr,0
65372876,sst,2
65374054,oa,2
65374054,slr,0
65374054,sst,1
65374110,oa,0
65374110,slr,0
65374110,sst,2
65374417,oa,2
65374417,slr,0
65374417,sst,1
67968365,oa,2
67968365,slr,0
67968365,sst,1
69921147,oa,0
69921147,slr,0
69921147,sst,1
69922228,oa,0
69922228,slr,0
69922228,sst,1
70010111,oa,0
70010111,slr,0
70010111,sst,1
70010275,oa,0
70010275,slr,0
70010275,sst,1
70010872,oa,0
70010872,slr,0
70010872,sst,1
83644804,oa,0
83644804,slr,1
83644804,sst,0
83652278,oa,0
83652278,slr,1
83652278,sst,0
83776383,oa,0
83776383,slr,1
83776383,sst,0
84126444,oa,0
84126444,slr,1
84126444,sst,0
84127873,oa,0
84127873,slr,1
84127873,sst,0
84131194,oa,0
84131194,slr,1
84131194,sst,0
84156809,oa,0
84156809,slr,1
84156809,sst,1
84189617,oa,0
84189617,slr,1
84189617,sst,0
84191235,oa,0
84191235,slr,1
84191235,sst,0
84199475,oa,0
84199475,slr,2
84199475,sst,0
87568608,oa,2
87568608,slr,0
87568608,sst,1
98471289,oa,0
98471289,slr,1
98471289,sst,0
98471433,oa,0
98471433,slr,1
98471433,sst,0
98841657,oa,0
98841657,slr,0
98841657,sst,1
101730467,oa,2
101730467,slr,0
101730467,sst,1
107261083,oa,2
107261083,slr,0
107261083,sst,1
107261198,oa,4
107261198,slr,0
107261198,sst,0
142121108,oa,0
142121108,slr,1
142121108,sst,0
142121866,oa,0
142121866,slr,1
142121866,sst,0
