iucn_sid,sens,stressor,code,score_num,category
190093,FALSE,dem_nondest_lb,5.4.2,NA,fishing
190093,FALSE,pel_hb,NA,NA,fishing
190093,FALSE,pel_lb,NA,NA,fishing
190105,FALSE,art_fish,NA,NA,fishing
190105,FALSE,dem_dest,5.4.4,NA,fishing
190105,FALSE,dem_nondest_hb,5.4.4,NA,fishing
190105,FALSE,dem_nondest_lb,5.4.4,NA,fishing
190105,FALSE,pel_hb,NA,NA,fishing
190105,FALSE,pel_lb,NA,NA,fishing
190111,FALSE,art_fish,NA,NA,fishing
190111,FALSE,dem_dest,5.4.2,NA,fishing
190111,FALSE,dem_nondest_hb,5.4.2,NA,fishing
190111,FALSE,dem_nondest_lb,5.4.2,NA,fishing
190111,FALSE,pel_hb,NA,NA,fishing
190111,FALSE,pel_lb,NA,NA,fishing
190132,FALSE,art_fish,5.4.1,NA,fishing
190132,FALSE,art_fish,5.4.3,NA,fishing
190132,FALSE,dem_dest,5.4.2,NA,fishing
190132,FALSE,dem_dest,5.4.4,NA,fishing
190132,FALSE,dem_nondest_hb,5.4.2,NA,fishing
190132,FALSE,dem_nondest_hb,5.4.4,NA,fishing
190132,FALSE,dem_nondest_lb,5.4.2,NA,fishing
190132,FALSE,dem_nondest_lb,5.4.4,NA,fishing
190132,FALSE,pel_hb,NA,NA,fishing
190132,FALSE,pel_lb,NA,NA,fishing
190133,FALSE,art_fish,NA,NA,fishing
190133,FALSE,dem_dest,5.4.4,NA,fishing
190133,FALSE,dem_nondest_hb,NA,NA,fishing
190133,FALSE,dem_nondest_lb,NA,NA,fishing
190133,FALSE,pel_hb,5.4.4,NA,fishing
190133,FALSE,pel_lb,5.4.4,NA,fishing
190134,TRUE,art_fish,5.4.1,NA,fishing
190134,FALSE,dem_dest,5.4.2,NA,fishing
190134,TRUE,dem_nondest_hb,5.4.2,3,fishing
190134,FALSE,dem_nondest_lb,5.4.2,NA,fishing
190134,TRUE,pel_hb,5.4.2,3,fishing
190134,TRUE,pel_lb,5.4.2,3,fishing
190136,FALSE,art_fish,NA,NA,fishing
190136,FALSE,dem_dest,5.4.4,NA,fishing
190136,FALSE,dem_nondest_hb,5.4.4,NA,fishing
190136,FALSE,dem_nondest_lb,5.4.4,NA,fishing
190136,FALSE,pel_hb,NA,NA,fishing
190136,FALSE,pel_lb,NA,NA,fishing
190137,TRUE,art_fish,5.4.3,NA,fishing
190137,FALSE,dem_dest,NA,NA,fishing
190137,FALSE,dem_nondest_hb,NA,NA,fishing
190137,FALSE,dem_nondest_lb,NA,NA,fishing
190137,FALSE,pel_hb,NA,NA,fishing
190137,FALSE,pel_lb,NA,NA,fishing
190138,FALSE,art_fish,5.4.1,NA,fishing
190138,FALSE,dem_dest,5.4.2,NA,fishing
190138,FALSE,dem_nondest_hb,5.4.2,NA,fishing
190138,FALSE,dem_nondest_lb,5.4.2,NA,fishing
190138,FALSE,pel_hb,NA,NA,fishing
190138,FALSE,pel_lb,NA,NA,fishing
190168,FALSE,art_fish,NA,NA,fishing
190168,FALSE,dem_dest,5.4.2,NA,fishing
190168,FALSE,dem_nondest_hb,5.4.2,NA,fishing
190168,FALSE,dem_nondest_lb,5.4.2,NA,fishing
190168,FALSE,pel_hb,NA,NA,fishing
190168,FALSE,pel_lb,NA,NA,fishing
190170,FALSE,art_fish,NA,NA,fishing
190170,FALSE,dem_dest,5.4.2,NA,fishing
190170,FALSE,dem_nondest_hb,5.4.2,NA,fishing
190170,FALSE,dem_nondest_lb,5.4.2,NA,fishing
190170,FALSE,pel_hb,NA,NA,fishing
190170,FALSE,pel_lb,NA,NA,fishing
190172,FALSE,art_fish,5.4.3,NA,fishing
190172,FALSE,dem_dest,NA,NA,fishing
190172,FALSE,dem_nondest_hb,NA,NA,fishing
190172,FALSE,dem_nondest_lb,NA,NA,fishing
190172,FALSE,pel_hb,NA,NA,fishing
190172,FALSE,pel_lb,NA,NA,fishing
190191,FALSE,art_fish,NA,NA,fishing
190191,FALSE,dem_dest,5.4.2,NA,fishing
190191,FALSE,dem_nondest_hb,5.4.2,NA,fishing
190191,FALSE,dem_nondest_lb,5.4.2,NA,fishing
190191,FALSE,pel_hb,NA,NA,fishing
190191,FALSE,pel_lb,NA,NA,fishing
190193,FALSE,art_fish,5.4.3,NA,fishing
190193,FALSE,dem_dest,5.4.4,NA,fishing
190193,FALSE,dem_nondest_hb,5.4.4,NA,fishing
190193,FALSE,dem_nondest_lb,5.4.4,NA,fishing
190193,FALSE,pel_hb,5.4.4,NA,fishing
190193,FALSE,pel_lb,5.4.4,NA,fishing
190206,FALSE,art_fish,5.4.1,NA,fishing
190206,FALSE,dem_dest,5.4.2,NA,fishing
190206,FALSE,dem_dest,5.4.4,NA,fishing
190206,FALSE,dem_nondest_hb,5.4.2,NA,fishing
190206,FALSE,dem_nondest_hb,5.4.4,NA,fishing
190206,FALSE,dem_nondest_lb,5.4.2,NA,fishing
190206,FALSE,dem_nondest_lb,5.4.4,NA,fishing
190206,FALSE,pel_hb,NA,NA,fishing
190206,FALSE,pel_lb,NA,NA,fishing
190211,TRUE,art_fish,5.4.1,NA,fishing
190211,FALSE,dem_dest,NA,NA,fishing
190211,FALSE,dem_nondest_hb,NA,NA,fishing
190211,FALSE,dem_nondest_lb,NA,NA,fishing
190211,FALSE,pel_hb,NA,NA,fishing
190211,FALSE,pel_lb,NA,NA,fishing
190219,FALSE,art_fish,NA,NA,fishing
190219,FALSE,dem_dest,5.4.4,NA,fishing
190219,FALSE,dem_nondest_hb,5.4.4,NA,fishing
190219,FALSE,dem_nondest_lb,5.4.4,NA,fishing
190219,FALSE,pel_hb,NA,NA,fishing
190219,FALSE,pel_lb,NA,NA,fishing
190221,FALSE,art_fish,5.4.1,NA,fishing
190221,FALSE,dem_dest,5.4.2,NA,fishing
190221,FALSE,dem_nondest_hb,5.4.2,NA,fishing
190221,FALSE,dem_nondest_lb,5.4.2,NA,fishing
190221,FALSE,pel_hb,NA,NA,fishing
190221,FALSE,pel_lb,NA,NA,fishing
190226,FALSE,art_fish,NA,NA,fishing
190226,TRUE,dem_dest,5.4.4,4,fishing
190226,FALSE,dem_nondest_hb,5.4.4,NA,fishing
190226,FALSE,dem_nondest_lb,5.4.4,NA,fishing
190226,FALSE,pel_hb,NA,NA,fishing
190226,FALSE,pel_lb,NA,NA,fishing
190228,FALSE,art_fish,5.4.1,NA,fishing
190228,FALSE,dem_dest,5.4.2,NA,fishing
190228,FALSE,dem_nondest_hb,5.4.2,NA,fishing
190228,FALSE,dem_nondest_lb,5.4.2,NA,fishing
190228,FALSE,pel_hb,NA,NA,fishing
190228,FALSE,pel_lb,NA,NA,fishing
190245,FALSE,art_fish,5.4.1,NA,fishing
190245,FALSE,dem_dest,NA,NA,fishing
190245,FALSE,dem_nondest_hb,NA,NA,fishing
190245,FALSE,dem_nondest_lb,NA,NA,fishing
190245,FALSE,pel_hb,NA,NA,fishing
190245,FALSE,pel_lb,NA,NA,fishing
190246,FALSE,art_fish,5.4.1,NA,fishing
190246,FALSE,art_fish,5.4.3,NA,fishing
190246,FALSE,dem_dest,5.4.2,NA,fishing
190246,FALSE,dem_dest,5.4.4,NA,fishing
190246,FALSE,dem_nondest_hb,5.4.2,NA,fishing
190246,FALSE,dem_nondest_hb,5.4.4,NA,fishing
190246,FALSE,dem_nondest_lb,5.4.2,NA,fishing
190246,FALSE,dem_nondest_lb,5.4.4,NA,fishing
190246,FALSE,pel_hb,NA,NA,fishing
190246,FALSE,pel_lb,NA,NA,fishing
190258,FALSE,art_fish,NA,NA,fishing
190258,FALSE,dem_dest,5.4.4,NA,fishing
190258,FALSE,dem_nondest_hb,NA,NA,fishing
190258,FALSE,dem_nondest_lb,NA,NA,fishing
190258,FALSE,pel_hb,5.4.4,NA,fishing
190258,FALSE,pel_lb,5.4.4,NA,fishing
190279,TRUE,art_fish,5.4.1,NA,fishing
190279,FALSE,art_fish,5.4.3,NA,fishing
190279,TRUE,dem_dest,5.4.2,6,fishing
190279,FALSE,dem_dest,5.4.4,NA,fishing
190279,TRUE,dem_nondest_hb,5.4.2,6,fishing
190279,FALSE,dem_nondest_hb,5.4.4,NA,fishing
190279,TRUE,dem_nondest_lb,5.4.2,6,fishing
190279,FALSE,dem_nondest_lb,5.4.4,NA,fishing
190279,TRUE,pel_hb,5.4.2,6,fishing
190279,FALSE,pel_hb,5.4.4,NA,fishing
190279,TRUE,pel_lb,5.4.2,6,fishing
190279,FALSE,pel_lb,5.4.4,NA,fishing
190287,FALSE,art_fish,NA,NA,fishing
190287,FALSE,dem_dest,5.4.4,NA,fishing
190287,FALSE,dem_nondest_hb,NA,NA,fishing
190287,FALSE,dem_nondest_lb,NA,NA,fishing
190287,FALSE,pel_hb,5.4.4,NA,fishing
190287,FALSE,pel_lb,5.4.4,NA,fishing
190295,FALSE,art_fish,5.4.1,NA,fishing
190295,FALSE,art_fish,5.4.3,NA,fishing
190295,FALSE,dem_dest,5.4.4,NA,fishing
190295,FALSE,dem_nondest_hb,5.4.4,NA,fishing
190295,FALSE,dem_nondest_lb,5.4.4,NA,fishing
190295,FALSE,pel_hb,NA,NA,fishing
190295,FALSE,pel_lb,NA,NA,fishing
190309,FALSE,art_fish,5.4.1,NA,fishing
190309,FALSE,art_fish,5.4.3,NA,fishing
190309,FALSE,dem_dest,5.4.2,NA,fishing
190309,FALSE,dem_dest,5.4.4,NA,fishing
190309,FALSE,dem_nondest_hb,5.4.2,NA,fishing
190309,FALSE,dem_nondest_hb,5.4.4,NA,fishing
190309,FALSE,dem_nondest_lb,5.4.2,NA,fishing
190309,FALSE,dem_nondest_lb,5.4.4,NA,fishing
190309,FALSE,pel_hb,NA,NA,fishing
190309,FALSE,pel_lb,NA,NA,fishing
190314,FALSE,art_fish,NA,NA,fishing
190314,FALSE,dem_dest,5.4.2,NA,fishing
190314,FALSE,dem_nondest_hb,NA,NA,fishing
190314,FALSE,dem_nondest_lb,NA,NA,fishing
190314,FALSE,pel_hb,5.4.2,NA,fishing
190314,FALSE,pel_lb,5.4.2,NA,fishing
190324,TRUE,art_fish,5.4.3,NA,fishing
190324,TRUE,dem_dest,5.4.4,3,fishing
190324,FALSE,dem_nondest_hb,NA,NA,fishing
190324,FALSE,dem_nondest_lb,NA,NA,fishing
190324,FALSE,pel_hb,5.4.4,NA,fishing
190324,FALSE,pel_lb,5.4.4,NA,fishing
190327,FALSE,art_fish,NA,NA,fishing
190327,FALSE,dem_dest,5.4.2,NA,fishing
190327,FALSE,dem_dest,5.4.4,NA,fishing
190327,FALSE,dem_nondest_hb,5.4.2,NA,fishing
190327,TRUE,dem_nondest_hb,5.4.4,3,fishing
190327,FALSE,dem_nondest_lb,5.4.2,NA,fishing
190327,TRUE,dem_nondest_lb,5.4.4,3,fishing
190327,FALSE,pel_hb,NA,NA,fishing
190327,FALSE,pel_lb,NA,NA,fishing
190365,FALSE,art_fish,5.4.1,NA,fishing
190365,FALSE,dem_dest,NA,NA,fishing
190365,FALSE,dem_nondest_hb,NA,NA,fishing
190365,FALSE,dem_nondest_lb,NA,NA,fishing
190365,FALSE,pel_hb,NA,NA,fishing
190365,FALSE,pel_lb,NA,NA,fishing
190380,FALSE,art_fish,5.4.1,NA,fishing
190380,FALSE,art_fish,5.4.3,NA,fishing
190380,FALSE,dem_dest,5.4.2,NA,fishing
190380,FALSE,dem_dest,5.4.4,NA,fishing
190380,FALSE,dem_nondest_hb,5.4.2,NA,fishing
190380,FALSE,dem_nondest_hb,5.4.4,NA,fishing
190380,FALSE,dem_nondest_lb,5.4.2,NA,fishing
190380,FALSE,dem_nondest_lb,5.4.4,NA,fishing
190380,FALSE,pel_hb,NA,NA,fishing
190380,FALSE,pel_lb,NA,NA,fishing
190394,FALSE,art_fish,NA,NA,fishing
190394,FALSE,dem_dest,5.4.4,NA,fishing
190394,FALSE,dem_nondest_hb,NA,NA,fishing
190394,FALSE,dem_nondest_lb,NA,NA,fishing
190394,FALSE,pel_hb,5.4.4,NA,fishing
190394,FALSE,pel_lb,5.4.4,NA,fishing
190409,FALSE,art_fish,NA,NA,fishing
190409,FALSE,dem_dest,5.4.2,NA,fishing
190409,FALSE,dem_nondest_hb,5.4.2,NA,fishing
190409,FALSE,dem_nondest_lb,5.4.2,NA,fishing
190409,FALSE,pel_hb,NA,NA,fishing
190409,FALSE,pel_lb,NA,NA,fishing
190422,FALSE,art_fish,NA,NA,fishing
190422,FALSE,dem_dest,5.4.2,NA,fishing
190422,FALSE,dem_dest,5.4.4,NA,fishing
190422,FALSE,dem_nondest_hb,NA,NA,fishing
190422,FALSE,dem_nondest_lb,NA,NA,fishing
190422,FALSE,pel_hb,5.4.2,NA,fishing
190422,FALSE,pel_hb,5.4.4,NA,fishing
190422,FALSE,pel_lb,5.4.2,NA,fishing
190422,FALSE,pel_lb,5.4.4,NA,fishing
190431,FALSE,art_fish,NA,NA,fishing
190431,TRUE,dem_dest,5.4.4,3,fishing
190431,FALSE,dem_nondest_hb,NA,NA,fishing
190431,FALSE,dem_nondest_lb,NA,NA,fishing
190431,FALSE,pel_hb,5.4.4,NA,fishing
190431,FALSE,pel_lb,5.4.4,NA,fishing
190432,FALSE,art_fish,NA,NA,fishing
190432,TRUE,dem_dest,5.4.4,3,fishing
190432,TRUE,dem_nondest_hb,5.4.4,3,fishing
190432,FALSE,dem_nondest_lb,5.4.4,NA,fishing
190432,TRUE,pel_hb,5.4.4,3,fishing
190432,FALSE,pel_lb,5.4.4,NA,fishing
190452,FALSE,art_fish,5.4.1,NA,fishing
190452,FALSE,dem_dest,5.4.2,NA,fishing
190452,FALSE,dem_dest,5.4.4,NA,fishing
190452,FALSE,dem_nondest_hb,NA,NA,fishing
190452,FALSE,dem_nondest_lb,NA,NA,fishing
190452,FALSE,pel_hb,5.4.2,NA,fishing
190452,FALSE,pel_hb,5.4.4,NA,fishing
190452,FALSE,pel_lb,5.4.2,NA,fishing
190452,FALSE,pel_lb,5.4.4,NA,fishing
190456,FALSE,art_fish,NA,NA,fishing
190456,TRUE,dem_dest,5.4.4,3,fishing
190456,FALSE,dem_nondest_hb,5.4.4,NA,fishing
190456,FALSE,dem_nondest_lb,5.4.4,NA,fishing
190456,FALSE,pel_hb,NA,NA,fishing
190456,FALSE,pel_lb,NA,NA,fishing
190458,FALSE,art_fish,5.4.1,NA,fishing
190458,FALSE,dem_dest,NA,NA,fishing
190458,FALSE,dem_nondest_hb,NA,NA,fishing
190458,FALSE,dem_nondest_lb,NA,NA,fishing
190458,FALSE,pel_hb,NA,NA,fishing
190458,FALSE,pel_lb,NA,NA,fishing
190464,FALSE,art_fish,5.4.1,NA,fishing
190464,FALSE,art_fish,5.4.3,NA,fishing
190464,FALSE,dem_dest,5.4.2,NA,fishing
190464,FALSE,dem_dest,5.4.4,NA,fishing
190464,FALSE,dem_nondest_hb,5.4.2,NA,fishing
190464,FALSE,dem_nondest_hb,5.4.4,NA,fishing
190464,FALSE,dem_nondest_lb,5.4.2,NA,fishing
190464,FALSE,dem_nondest_lb,5.4.4,NA,fishing
190464,FALSE,pel_hb,5.4.2,NA,fishing
190464,FALSE,pel_hb,5.4.4,NA,fishing
190464,FALSE,pel_lb,5.4.2,NA,fishing
190464,FALSE,pel_lb,5.4.4,NA,fishing
190471,FALSE,art_fish,NA,NA,fishing
190471,TRUE,dem_dest,5.4.4,3,fishing
190471,FALSE,dem_nondest_hb,NA,NA,fishing
190471,FALSE,dem_nondest_lb,NA,NA,fishing
190471,FALSE,pel_hb,5.4.4,NA,fishing
190471,FALSE,pel_lb,5.4.4,NA,fishing
190481,FALSE,art_fish,5.4.1,NA,fishing
190481,FALSE,art_fish,5.4.3,NA,fishing
190481,FALSE,dem_dest,5.4.4,NA,fishing
190481,FALSE,dem_nondest_hb,5.4.4,NA,fishing
190481,FALSE,dem_nondest_lb,5.4.4,NA,fishing
190481,FALSE,pel_hb,NA,NA,fishing
190481,FALSE,pel_lb,NA,NA,fishing
190694,FALSE,art_fish,5.4.1,NA,fishing
190694,FALSE,dem_dest,5.4.2,NA,fishing
190694,FALSE,dem_nondest_hb,5.4.2,NA,fishing
190694,FALSE,dem_nondest_lb,5.4.2,NA,fishing
190694,FALSE,pel_hb,NA,NA,fishing
190694,FALSE,pel_lb,NA,NA,fishing
190695,FALSE,art_fish,5.4.1,NA,fishing
190695,FALSE,dem_dest,NA,NA,fishing
190695,FALSE,dem_nondest_hb,NA,NA,fishing
190695,FALSE,dem_nondest_lb,NA,NA,fishing
190695,FALSE,pel_hb,NA,NA,fishing
190695,FALSE,pel_lb,NA,NA,fishing
190698,FALSE,art_fish,5.4.1,NA,fishing
190698,FALSE,dem_dest,NA,NA,fishing
190698,FALSE,dem_nondest_hb,NA,NA,fishing
190698,FALSE,dem_nondest_lb,NA,NA,fishing
190698,FALSE,pel_hb,NA,NA,fishing
190698,FALSE,pel_lb,NA,NA,fishing
190704,FALSE,art_fish,5.4.1,NA,fishing
190704,FALSE,dem_dest,NA,NA,fishing
190704,FALSE,dem_nondest_hb,NA,NA,fishing
190704,FALSE,dem_nondest_lb,NA,NA,fishing
190704,FALSE,pel_hb,NA,NA,fishing
190704,FALSE,pel_lb,NA,NA,fishing
190705,FALSE,art_fish,5.4.1,NA,fishing
190705,FALSE,art_fish,5.4.3,NA,fishing
190705,FALSE,dem_dest,NA,NA,fishing
190705,FALSE,dem_nondest_hb,NA,NA,fishing
190705,FALSE,dem_nondest_lb,NA,NA,fishing
190705,FALSE,pel_hb,NA,NA,fishing
190705,FALSE,pel_lb,NA,NA,fishing
190707,FALSE,art_fish,5.4.1,NA,fishing
190707,FALSE,dem_dest,NA,NA,fishing
190707,FALSE,dem_nondest_hb,NA,NA,fishing
190707,FALSE,dem_nondest_lb,NA,NA,fishing
190707,FALSE,pel_hb,NA,NA,fishing
190707,FALSE,pel_lb,NA,NA,fishing
190709,FALSE,art_fish,5.4.1,NA,fishing
190709,FALSE,dem_dest,NA,NA,fishing
190709,FALSE,dem_nondest_hb,NA,NA,fishing
190709,FALSE,dem_nondest_lb,NA,NA,fishing
190709,FALSE,pel_hb,NA,NA,fishing
190709,FALSE,pel_lb,NA,NA,fishing
190711,FALSE,art_fish,5.4.1,NA,fishing
190711,FALSE,dem_dest,NA,NA,fishing
190711,FALSE,dem_nondest_hb,NA,NA,fishing
190711,FALSE,dem_nondest_lb,NA,NA,fishing
190711,FALSE,pel_hb,NA,NA,fishing
190711,FALSE,pel_lb,NA,NA,fishing
190713,FALSE,art_fish,5.4.1,NA,fishing
190713,FALSE,dem_dest,NA,NA,fishing
190713,FALSE,dem_nondest_hb,NA,NA,fishing
190713,FALSE,dem_nondest_lb,NA,NA,fishing
190713,FALSE,pel_hb,NA,NA,fishing
190713,FALSE,pel_lb,NA,NA,fishing
190717,FALSE,art_fish,5.4.1,NA,fishing
190717,FALSE,dem_dest,NA,NA,fishing
190717,FALSE,dem_nondest_hb,NA,NA,fishing
190717,FALSE,dem_nondest_lb,NA,NA,fishing
190717,FALSE,pel_hb,NA,NA,fishing
190717,FALSE,pel_lb,NA,NA,fishing
190718,FALSE,art_fish,5.4.1,NA,fishing
190718,FALSE,dem_dest,NA,NA,fishing
190718,FALSE,dem_nondest_hb,NA,NA,fishing
190718,FALSE,dem_nondest_lb,NA,NA,fishing
190718,FALSE,pel_hb,NA,NA,fishing
190718,FALSE,pel_lb,NA,NA,fishing
190719,FALSE,art_fish,5.4.1,NA,fishing
190719,FALSE,dem_dest,NA,NA,fishing
190719,FALSE,dem_nondest_hb,NA,NA,fishing
190719,FALSE,dem_nondest_lb,NA,NA,fishing
190719,FALSE,pel_hb,NA,NA,fishing
190719,FALSE,pel_lb,NA,NA,fishing
190720,FALSE,art_fish,5.4.1,NA,fishing
190720,FALSE,dem_dest,5.4.2,NA,fishing
190720,FALSE,dem_nondest_hb,5.4.2,NA,fishing
190720,FALSE,dem_nondest_lb,5.4.2,NA,fishing
190720,FALSE,pel_hb,NA,NA,fishing
190720,FALSE,pel_lb,NA,NA,fishing
190721,FALSE,art_fish,5.4.1,NA,fishing
190721,FALSE,dem_dest,NA,NA,fishing
190721,FALSE,dem_nondest_hb,NA,NA,fishing
190721,FALSE,dem_nondest_lb,NA,NA,fishing
190721,FALSE,pel_hb,NA,NA,fishing
190721,FALSE,pel_lb,NA,NA,fishing
190723,FALSE,art_fish,5.4.1,NA,fishing
190723,FALSE,dem_dest,NA,NA,fishing
190723,FALSE,dem_nondest_hb,NA,NA,fishing
190723,FALSE,dem_nondest_lb,NA,NA,fishing
190723,FALSE,pel_hb,NA,NA,fishing
190723,FALSE,pel_lb,NA,NA,fishing
190724,FALSE,art_fish,5.4.1,NA,fishing
190724,FALSE,dem_dest,5.4.2,NA,fishing
190724,FALSE,dem_nondest_hb,5.4.2,NA,fishing
190724,FALSE,dem_nondest_lb,5.4.2,NA,fishing
190724,FALSE,pel_hb,NA,NA,fishing
190724,FALSE,pel_lb,NA,NA,fishing
190726,FALSE,art_fish,5.4.1,NA,fishing
190726,FALSE,dem_dest,5.4.2,NA,fishing
190726,FALSE,dem_nondest_hb,5.4.2,NA,fishing
190726,FALSE,dem_nondest_lb,5.4.2,NA,fishing
190726,FALSE,pel_hb,NA,NA,fishing
190726,FALSE,pel_lb,NA,NA,fishing
190727,FALSE,art_fish,5.4.1,NA,fishing
190727,FALSE,dem_dest,NA,NA,fishing
190727,FALSE,dem_nondest_hb,NA,NA,fishing
190727,FALSE,dem_nondest_lb,NA,NA,fishing
190727,FALSE,pel_hb,NA,NA,fishing
190727,FALSE,pel_lb,NA,NA,fishing
190728,FALSE,art_fish,5.4.1,NA,fishing
190728,FALSE,dem_dest,NA,NA,fishing
190728,FALSE,dem_nondest_hb,NA,NA,fishing
190728,FALSE,dem_nondest_lb,NA,NA,fishing
190728,FALSE,pel_hb,NA,NA,fishing
190728,FALSE,pel_lb,NA,NA,fishing
190731,FALSE,art_fish,5.4.1,NA,fishing
190731,FALSE,dem_dest,NA,NA,fishing
190731,FALSE,dem_nondest_hb,NA,NA,fishing
190731,FALSE,dem_nondest_lb,NA,NA,fishing
190731,FALSE,pel_hb,NA,NA,fishing
190731,FALSE,pel_lb,NA,NA,fishing
190733,FALSE,art_fish,5.4.1,NA,fishing
190733,FALSE,dem_dest,NA,NA,fishing
190733,FALSE,dem_nondest_hb,NA,NA,fishing
190733,FALSE,dem_nondest_lb,NA,NA,fishing
190733,FALSE,pel_hb,NA,NA,fishing
190733,FALSE,pel_lb,NA,NA,fishing
190734,FALSE,art_fish,5.4.1,NA,fishing
190734,FALSE,dem_dest,NA,NA,fishing
190734,FALSE,dem_nondest_hb,NA,NA,fishing
190734,FALSE,dem_nondest_lb,NA,NA,fishing
190734,FALSE,pel_hb,NA,NA,fishing
190734,FALSE,pel_lb,NA,NA,fishing
190736,FALSE,art_fish,5.4.1,NA,fishing
190736,FALSE,dem_dest,NA,NA,fishing
190736,FALSE,dem_nondest_hb,NA,NA,fishing
190736,FALSE,dem_nondest_lb,NA,NA,fishing
190736,FALSE,pel_hb,NA,NA,fishing
190736,FALSE,pel_lb,NA,NA,fishing
190738,FALSE,art_fish,5.4.1,NA,fishing
190738,FALSE,dem_dest,NA,NA,fishing
190738,FALSE,dem_nondest_hb,NA,NA,fishing
190738,FALSE,dem_nondest_lb,NA,NA,fishing
190738,FALSE,pel_hb,NA,NA,fishing
190738,FALSE,pel_lb,NA,NA,fishing
190739,FALSE,art_fish,5.4.1,NA,fishing
190739,FALSE,dem_dest,5.4.2,NA,fishing
190739,FALSE,dem_nondest_hb,5.4.2,NA,fishing
190739,FALSE,dem_nondest_lb,5.4.2,NA,fishing
190739,FALSE,pel_hb,NA,NA,fishing
190739,FALSE,pel_lb,NA,NA,fishing
190740,FALSE,art_fish,5.4.1,NA,fishing
190740,FALSE,dem_dest,NA,NA,fishing
190740,FALSE,dem_nondest_hb,NA,NA,fishing
190740,FALSE,dem_nondest_lb,NA,NA,fishing
190740,FALSE,pel_hb,NA,NA,fishing
190740,FALSE,pel_lb,NA,NA,fishing
190742,FALSE,art_fish,5.4.1,NA,fishing
190742,FALSE,dem_dest,NA,NA,fishing
190742,FALSE,dem_nondest_hb,NA,NA,fishing
190742,FALSE,dem_nondest_lb,NA,NA,fishing
190742,FALSE,pel_hb,NA,NA,fishing
190742,FALSE,pel_lb,NA,NA,fishing
190743,FALSE,art_fish,5.4.1,NA,fishing
190743,FALSE,dem_dest,NA,NA,fishing
190743,FALSE,dem_nondest_hb,NA,NA,fishing
190743,FALSE,dem_nondest_lb,NA,NA,fishing
190743,FALSE,pel_hb,NA,NA,fishing
190743,FALSE,pel_lb,NA,NA,fishing
190744,FALSE,art_fish,5.4.1,NA,fishing
190744,FALSE,dem_dest,NA,NA,fishing
190744,FALSE,dem_nondest_hb,NA,NA,fishing
190744,FALSE,dem_nondest_lb,NA,NA,fishing
190744,FALSE,pel_hb,NA,NA,fishing
190744,FALSE,pel_lb,NA,NA,fishing
190747,FALSE,art_fish,5.4.1,NA,fishing
190747,FALSE,dem_dest,5.4.2,NA,fishing
190747,FALSE,dem_nondest_hb,5.4.2,NA,fishing
190747,FALSE,dem_nondest_lb,5.4.2,NA,fishing
190747,FALSE,pel_hb,NA,NA,fishing
190747,FALSE,pel_lb,NA,NA,fishing
190748,FALSE,art_fish,5.4.1,NA,fishing
190748,FALSE,dem_dest,NA,NA,fishing
190748,FALSE,dem_nondest_hb,NA,NA,fishing
190748,FALSE,dem_nondest_lb,NA,NA,fishing
190748,FALSE,pel_hb,NA,NA,fishing
190748,FALSE,pel_lb,NA,NA,fishing
190749,FALSE,art_fish,5.4.1,NA,fishing
190749,FALSE,art_fish,5.4.3,NA,fishing
190749,FALSE,dem_dest,NA,NA,fishing
190749,FALSE,dem_nondest_hb,NA,NA,fishing
190749,FALSE,dem_nondest_lb,NA,NA,fishing
190749,FALSE,pel_hb,NA,NA,fishing
190749,FALSE,pel_lb,NA,NA,fishing
190751,FALSE,art_fish,5.4.1,NA,fishing
190751,FALSE,dem_dest,5.4.2,NA,fishing
190751,FALSE,dem_nondest_hb,5.4.2,NA,fishing
190751,FALSE,dem_nondest_lb,5.4.2,NA,fishing
190751,FALSE,pel_hb,NA,NA,fishing
190751,FALSE,pel_lb,NA,NA,fishing
190755,FALSE,art_fish,5.4.1,NA,fishing
190755,FALSE,dem_dest,NA,NA,fishing
190755,FALSE,dem_nondest_hb,NA,NA,fishing
190755,FALSE,dem_nondest_lb,NA,NA,fishing
190755,FALSE,pel_hb,NA,NA,fishing
190755,FALSE,pel_lb,NA,NA,fishing
190756,FALSE,art_fish,5.4.1,NA,fishing
190756,FALSE,dem_dest,NA,NA,fishing
190756,FALSE,dem_nondest_hb,NA,NA,fishing
190756,FALSE,dem_nondest_lb,NA,NA,fishing
190756,FALSE,pel_hb,NA,NA,fishing
190756,FALSE,pel_lb,NA,NA,fishing
190760,FALSE,art_fish,5.4.1,NA,fishing
190760,FALSE,dem_dest,NA,NA,fishing
190760,FALSE,dem_nondest_hb,NA,NA,fishing
190760,FALSE,dem_nondest_lb,NA,NA,fishing
190760,FALSE,pel_hb,NA,NA,fishing
190760,FALSE,pel_lb,NA,NA,fishing
190761,FALSE,art_fish,5.4.1,NA,fishing
190761,FALSE,dem_dest,NA,NA,fishing
190761,FALSE,dem_nondest_hb,NA,NA,fishing
190761,FALSE,dem_nondest_lb,NA,NA,fishing
190761,FALSE,pel_hb,NA,NA,fishing
190761,FALSE,pel_lb,NA,NA,fishing
190762,FALSE,art_fish,5.4.1,NA,fishing
190762,FALSE,dem_dest,NA,NA,fishing
190762,FALSE,dem_nondest_hb,NA,NA,fishing
190762,FALSE,dem_nondest_lb,NA,NA,fishing
190762,FALSE,pel_hb,NA,NA,fishing
