iucn_sid,sciname,assess_gp
3177,Rhinella atacamensis,amphibians
54585,Rhinella beebei,amphibians
54587,Rhinella bergi,amphibians
78585291,Rhinella bernardoi,amphibians
54603,Rhinella castaneotica,amphibians
50922818,Rhinella centralis,amphibians
54607,Rhinella ceratophrys,amphibians
136123,Rhinella cerradensis,amphibians
54608,Rhinella chavin,amphibians
54486,Rhinella chrysophora,amphibians
54619,Rhinella cristinae,amphibians
54621,Rhinella crucifer,amphibians
54625,Rhinella dapsilis,amphibians
54628,Rhinella diptycha,amphibians
54633,Rhinella dorbignyi,amphibians
54637,Rhinella fernandezae,amphibians
54876,Rhinella festae,amphibians
54638,Rhinella fissipes,amphibians
54646,Rhinella gallardoi,amphibians
54652,Rhinella gnustae,amphibians
54655,Rhinella granulosa,amphibians
61752,Rhinella henseli,amphibians
136141,Rhinella hoogmoedi,amphibians
54668,Rhinella icterica,amphibians
54669,Rhinella inca,amphibians
54672,Rhinella iserni,amphibians
54674,Rhinella jimi,amphibians
54675,Rhinella justinianoi,amphibians
136065,Rhinella lescurei,amphibians
54691,Rhinella limensis,amphibians
54877,Rhinella lindae,amphibians
54878,Rhinella macrorhina,amphibians
136071,Rhinella magnussoni,amphibians
135882,Rhinella manu,amphibians
54701,Rhinella margaritifera,amphibians
41065,Rhinella marina,amphibians
136054,Rhinella martyi,amphibians
61753,Rhinella multiverrucosa,amphibians
54715,Rhinella nesiotes,amphibians
54879,Rhinella nicefori,amphibians
54720,Rhinella ocellata,amphibians
61754,Rhinella ornata,amphibians
78585428,Rhinella paraguas,amphibians
54735,Rhinella poeppigii,amphibians
61756,Rhinella pombali,amphibians
54737,Rhinella proboscidea,amphibians
54740,Rhinella pygmaea,amphibians
54742,Rhinella quechua,amphibians
54749,Rhinella roqueana,amphibians
54881,Rhinella rostrata,amphibians
54750,Rhinella rubescens,amphibians
54751,Rhinella rubropunctata,amphibians
54882,Rhinella ruizi,amphibians
54752,Rhinella rumbolli,amphibians
54756,Rhinella scitula,amphibians
54757,Rhinella sclerocephala,amphibians
54760,Rhinella sima,amphibians
88992858,Rhinella spinulosa,amphibians
54764,Rhinella stanlaii,amphibians
54767,Rhinella sternosignata,amphibians
136029,Rhinella tacana,amphibians
54883,Rhinella tenrec,amphibians
54884,Rhinella truebae,amphibians
54791,Rhinella vellardi,amphibians
54792,Rhinella veraguensis,amphibians
135796,Rhinella veredas,amphibians
135985,Rhinella yanachaga,amphibians
78585312,Rhinella yunga,amphibians
19513,Rhinoderma darwinii,amphibians
19514,Rhinoderma rufum,amphibians
59040,Rhinophrynus dorsalis,amphibians
100339930,Rhombophryne botabota,amphibians
57969,Rhombophryne coronata,amphibians
57970,Rhombophryne coudreaui,amphibians
57971,Rhombophryne guentherpetersi,amphibians
57973,Rhombophryne laevipes,amphibians
85628040,Rhombophryne longicrus,amphibians
49581234,Rhombophryne mangabensis,amphibians
49581455,Rhombophryne matavy,amphibians
57975,Rhombophryne minuta,amphibians
86466943,Rhombophryne ornata,amphibians
100339944,Rhombophryne savaka,amphibians
79130281,Rhombophryne serratopalpebrosa,amphibians
86466968,Rhombophryne tany,amphibians
57994,Rhombophryne testudo,amphibians
79130249,Rhombophryne vaventy,amphibians
59435,Rhyacotriton cascadae,amphibians
59436,Rhyacotriton kezeri,amphibians
59437,Rhyacotriton olympicus,amphibians
59438,Rhyacotriton variegatus,amphibians
54943,Rulyrana adiazeta,amphibians
54961,Rulyrana flavopunctata,amphibians
158475,Rulyrana mcdiarmidi,amphibians
78504623,Rulyrana saxiscandens,amphibians
54994,Rulyrana spiculata,amphibians
54997,Rulyrana susatamai,amphibians
57322,Rupirana cardosoi,amphibians
54863,Sabahphrynus maculatus,amphibians
54944,Sachatamia albomaculata,amphibians
125184151,Sachatamia electrops,amphibians
54920,Sachatamia ilex,amphibians
54976,Sachatamia orejuela,amphibians
54983,Sachatamia punctulata,amphibians
59464,Salamandra algira,amphibians
19843,Salamandra atra,amphibians
59465,Salamandra corsica,amphibians
59466,Salamandra infraimmaculata,amphibians
19845,Salamandra lanzai,amphibians
59467,Salamandra salamandra,amphibians
59114,Salamandrella keyserlingii,amphibians
136135,Salamandrina perspicillata,amphibians
59468,Salamandrina terdigitata,amphibians
128381917,Sanguirana acai,amphibians
56344279,Sanguirana aurantipunctata,amphibians
128382340,Sanguirana everetti,amphibians
58623,Sanguirana igorota,amphibians
58650,Sanguirana luzonensis,amphibians
58539,Sanguirana mearnsi,amphibians
58709,Sanguirana sanguinea,amphibians
58739,Sanguirana tipanan,amphibians
55387,Sarcohyla ameibothalame,amphibians
55394,Sarcohyla arborescandens,amphibians
55413,Sarcohyla bistincta,amphibians
55431,Sarcohyla calvicollina,amphibians
55438,Sarcohyla celata,amphibians
55439,Sarcohyla cembra,amphibians
55442,Sarcohyla charadricola,amphibians
55447,Sarcohyla chryses,amphibians
55456,Sarcohyla crassa,amphibians
55459,Sarcohyla cyanomma,amphibians
55460,Sarcohyla cyclada,amphibians
55501,Sarcohyla hazelae,amphibians
55527,Sarcohyla labedactyla,amphibians
135849,Sarcohyla miahuatlanensis,amphibians
55573,Sarcohyla mykter,amphibians
55583,Sarcohyla pachyderma,amphibians
55594,Sarcohyla pentheter,amphibians
55613,Sarcohyla psarosema,amphibians
55629,Sarcohyla robertsorum,amphibians
55639,Sarcohyla sabrina,amphibians
55658,Sarcohyla siopela,amphibians
55673,Sarcohyla thorectes,amphibians
57995,Scaphiophryne boribory,amphibians
57996,Scaphiophryne brevis,amphibians
57997,Scaphiophryne calcarata,amphibians
57998,Scaphiophryne gottlebei,amphibians
57999,Scaphiophryne madagascariensis,amphibians
58000,Scaphiophryne marmorata,amphibians
78585464,Scaphiophryne matsoko,amphibians
61859,Scaphiophryne menabensis,amphibians
58001,Scaphiophryne obscura,amphibians
58002,Scaphiophryne spinosa,amphibians
58003,Scaphiophryne verrucosa,amphibians
59041,Scaphiopus couchii,amphibians
59042,Scaphiopus holbrookii,amphibians
59043,Scaphiopus hurterii,amphibians
55920,Scarthyla goinorum,amphibians
55688,Scarthyla vigilans,amphibians
54885,Schismaderma carens,amphibians
59591,Schistometopum gregorii,amphibians
59592,Schistometopum thomense,amphibians
55921,Scinax acuminatus,amphibians
55925,Scinax altae,amphibians
55926,Scinax alter,amphibians
55932,Scinax auratus,amphibians
55933,Scinax baumgardneri,amphibians
55935,Scinax blairi,amphibians
55936,Scinax boesemani,amphibians
55937,Scinax boulengeri,amphibians
135909,Scinax cabralensis,amphibians
55939,Scinax caldarum,amphibians
135913,Scinax camposseabrai,amphibians
55941,Scinax cardosoi,amphibians
55943,Scinax castroviejoi,amphibians
55946,Scinax chiquitanus,amphibians
61793,Scinax constrictus,amphibians
48086104,Scinax cretatus,amphibians
55947,Scinax crospedospilus,amphibians
55948,Scinax cruentommus,amphibians
61794,Scinax curicica,amphibians
55949,Scinax cuspidatus,amphibians
55950,Scinax danae,amphibians
55951,Scinax duartei,amphibians
55952,Scinax elaeochroa,amphibians
55953,Scinax eurydice,amphibians
55954,Scinax exiguus,amphibians
55956,Scinax funereus,amphibians
55957,Scinax fuscomarginatus,amphibians
55958,Scinax fuscovarius,amphibians
55959,Scinax garbei,amphibians
55960,Scinax granulatus,amphibians
55961,Scinax hayii,amphibians
55965,Scinax ictericus,amphibians
191003,Scinax iquitorum,amphibians
55966,Scinax jolyi,amphibians
55525,Scinax karenanneae,amphibians
55969,Scinax kennedyi,amphibians
55970,Scinax lindsayi,amphibians
55976,Scinax manriquei,amphibians
55977,Scinax maracaya,amphibians
55980,Scinax nasicus,amphibians
55981,Scinax nebulosus,amphibians
55983,Scinax oreites,amphibians
55984,Scinax pachycrus,amphibians
55985,Scinax parkeri,amphibians
55986,Scinax pedromedinae,amphibians
55987,Scinax perereca,amphibians
55989,Scinax proboscideus,amphibians
55990,Scinax quinquefasciatus,amphibians
55993,Scinax rostratus,amphibians
55994,Scinax ruber,amphibians
55995,Scinax similis,amphibians
55996,Scinax squalirostris,amphibians
55997,Scinax staufferi,amphibians
55999,Scinax sugillatus,amphibians
190495,Scinax tigrinus,amphibians
56002,Scinax trilineatus,amphibians
56004,Scinax wandae,amphibians
56005,Scinax x-signatus,amphibians
54574,Sclerophrys arabica,amphibians
54578,Sclerophrys asmarae,amphibians
54589,Sclerophrys blanfordii,amphibians
54592,Sclerophrys brauni,amphibians
54595,Sclerophrys buchneri,amphibians
54600,Sclerophrys camerunensis,amphibians
54745,Sclerophrys capensis,amphibians
16214951,Sclerophrys channingi,amphibians
54609,Sclerophrys chudeaui,amphibians
54618,Sclerophrys cristiglans,amphibians
54624,Sclerophrys danielae,amphibians
54630,Sclerophrys djohongensis,amphibians
54631,Sclerophrys dodsoni,amphibians
54642,Sclerophrys fuliginata,amphibians
54643,Sclerophrys funerea,amphibians
54649,Sclerophrys garmani,amphibians
54653,Sclerophrys gracilipes,amphibians
54659,Sclerophrys gutturalis,amphibians
54678,Sclerophrys kassasii,amphibians
54681,Sclerophrys kerinyagae,amphibians
54682,Sclerophrys kisoloensis,amphibians
54686,Sclerophrys langanoensis,amphibians
54688,Sclerophrys latifrons,amphibians
54689,Sclerophrys lemairii,amphibians
84519931,Sclerophrys maculata,amphibians
54703,Sclerophrys mauritanica,amphibians
54723,Sclerophrys pantherina,amphibians
54724,Sclerophrys pardalis,amphibians
54729,Sclerophrys pentoni,amphibians
54732,Sclerophrys perreti,amphibians
54736,Sclerophrys poweri,amphibians
84520853,Sclerophrys pusilla,amphibians
54746,Sclerophrys reesi,amphibians
54747,Sclerophrys regularis,amphibians
54765,Sclerophrys steindachneri,amphibians
46203837,Sclerophrys superciliaris,amphibians
54774,Sclerophrys taiensis,amphibians
54779,Sclerophrys tihamica,amphibians
54780,Sclerophrys togoensis,amphibians
54783,Sclerophrys tuberosa,amphibians
54784,Sclerophrys turkanae,amphibians
54786,Sclerophrys urunguensis,amphibians
54794,Sclerophrys villiersi,amphibians
54796,Sclerophrys vittata,amphibians
54799,Sclerophrys xeros,amphibians
59651,Scolecomorphus kirkii,amphibians
59652,Scolecomorphus uluguruensis,amphibians
59653,Scolecomorphus vittatus,amphibians
54442,Scotobleps gabonicus,amphibians
57605,Scutiger adungensis,amphibians
57606,Scutiger bhutanensis,amphibians
57607,Scutiger boulengeri,amphibians
57608,Scutiger brevipes,amphibians
57609,Scutiger chintingensis,amphibians
57610,Scutiger glandulatus,amphibians
57611,Scutiger gongshanensis,amphibians
57612,Scutiger jiulongensis,amphibians
57613,Scutiger liupanensis,amphibians
57614,Scutiger maculatus,amphibians
57615,Scutiger mammatus,amphibians
57616,Scutiger muliensis,amphibians
57617,Scutiger nepalensis,amphibians
57618,Scutiger ningshanensis,amphibians
57619,Scutiger nyingchiensis,amphibians
57620,Scutiger pingwuensis,amphibians
57621,Scutiger ruginosus,amphibians
57622,Scutiger sikimmensis,amphibians
145432675,Scutiger tengchongensis,amphibians
57623,Scutiger tuberculatus,amphibians
78586157,Scutiger wuguanfui,amphibians
57323,Scythrophrys sawayae,amphibians
20380,Sechellophryne gardineri,amphibians
59048,Sechellophryne pipilodryas,amphibians
56297,Semnodactylus wealii,amphibians
114107654,Sigalegalephrynus mandailinguensis,amphibians
114107682,Sigalegalephrynus minangkabauensis,amphibians
78586259,Silverstoneia dalyi,amphibians
55076,Silverstoneia erasmios,amphibians
55082,Silverstoneia flotator,amphibians
78586320,Silverstoneia gutturalis,amphibians
78586324,Silverstoneia minima,amphibians
78586339,Silverstoneia minutissima,amphibians
55121,Silverstoneia nubicola,amphibians
78586360,Silverstoneia punctiventris,amphibians
59593,Siphonops annulatus,amphibians
59594,Siphonops hardyi,amphibians
59596,Siphonops leucoderus,amphibians
59597,Siphonops paulensis,amphibians
59491,Siren intermedia,amphibians
59492,Siren lacertina,amphibians
56006,Smilisca baudinii,amphibians
56007,Smilisca cyanosticta,amphibians
55906,Smilisca dentata,amphibians
55907,Smilisca fodiens,amphibians
56008,Smilisca phaeota,amphibians
56009,Smilisca puma,amphibians
56010,Smilisca sila,amphibians
56011,Smilisca sordida,amphibians
20381,Sooglossus sechellensis,amphibians
14663,Sooglossus thomasseti,amphibians
59044,Spea bombifrons,amphibians
59045,Spea hammondii,amphibians
59046,Spea intermontana,amphibians
59047,Spea multiplicata,amphibians
58004,Spelaeophryne methneri,amphibians
20454,Speleomantes ambrosii,amphibians
20455,Speleomantes flavus,amphibians
20456,Speleomantes genei,amphibians
20457,Speleomantes imperialis,amphibians
20458,Speleomantes italicus,amphibians
135825,Speleomantes sarrabusensis,amphibians
59405,Speleomantes strinatii,amphibians
20459,Speleomantes supramontis,amphibians
56012,Sphaenorhynchus bromelicola,amphibians
136143,Sphaenorhynchus caramaschii,amphibians
56013,Sphaenorhynchus carneus,amphibians
56014,Sphaenorhynchus dorisae,amphibians
56015,Sphaenorhynchus lacteus,amphibians
185661,Sphaenorhynchus mirim,amphibians
56016,Sphaenorhynchus orophilus,amphibians
56017,Sphaenorhynchus palustris,amphibians
56018,Sphaenorhynchus pauloalvini,amphibians
56019,Sphaenorhynchus planicola,amphibians
56020,Sphaenorhynchus platycephalus,amphibians
56021,Sphaenorhynchus prasinus,amphibians
56022,Sphaenorhynchus surdus,amphibians
58755,Sphaerotheca breviceps,amphibians
58756,Sphaerotheca dobsonii,amphibians
58757,Sphaerotheca leucorhynchus,amphibians
58758,Sphaerotheca maskeyi,amphibians
58759,Sphaerotheca rolandae,amphibians
58760,Sphaerotheca swani,amphibians
58005,Sphenophryne cornuta,amphibians
41052,Spicospina flammocaerulea,amphibians
57453,Spinomantis aglavei,amphibians
57462,Spinomantis bertini,amphibians
57470,Spinomantis brunae,amphibians
57479,Spinomantis elegans,amphibians
57482,Spinomantis fimbriatus,amphibians
57487,Spinomantis guibei,amphibians
57502,Spinomantis massi,amphibians
57504,Spinomantis microtis,amphibians
49581681,Spinomantis nussbaumi,amphibians
57510,Spinomantis peraccae,amphibians
57511,Spinomantis phantasticus,amphibians
49582559,Spinomantis tavaratra,amphibians
56350253,Staurois guttatus,amphibians
58761,Staurois latopalmatus,amphibians
56350320,Staurois natator,amphibians
56351244,Staurois nubilus,amphibians
135759,Staurois parvus,amphibians
58763,Staurois tuberilinguis,amphibians
56023,Stefania ackawaio,amphibians
56024,Stefania ayangannae,amphibians
61834,Stefania breweri,amphibians
56025,Stefania coxi,amphibians
56026,Stefania evansi,amphibians
56027,Stefania ginesi,amphibians
56028,Stefania goini,amphibians
56029,Stefania marahuaquensis,amphibians
56030,Stefania oculosa,amphibians
56031,Stefania percristata,amphibians
56032,Stefania riae,amphibians
56033,Stefania riveroi,amphibians
56034,Stefania roraimae,amphibians
56035,Stefania satelles,amphibians
56036,Stefania scalae,amphibians
56037,Stefania schuberti,amphibians
56038,Stefania tamacuarina,amphibians
56039,Stefania woodleyi,amphibians
59406,Stereochilus marginatus,amphibians
10634,Stereocyclops histrio,amphibians
58006,Stereocyclops incrassatus,amphibians
58007,Stereocyclops parkeri,amphibians
56412,Strabomantis anatipes,amphibians
56422,Strabomantis anomalus,amphibians
56464,Strabomantis biporcatus,amphibians
56482,Strabomantis bufoniformis,amphibians
56485,Strabomantis cadenai,amphibians
56502,Strabomantis cerastes,amphibians
56508,Strabomantis cheiroplethus,amphibians
56524,Strabomantis cornutus,amphibians
56649,Strabomantis helonotus,amphibians
56670,Strabomantis ingeri,amphibians
56705,Strabomantis laticorpus,amphibians
56785,Strabomantis necerus,amphibians
56786,Strabomantis necopinus,amphibians
56936,Strabomantis ruizi,amphibians
56983,Strabomantis sulcatus,amphibians
57070,Strabomantis zygodactylus,amphibians
54744,Strauchbufo raddei,amphibians
58764,Strongylopus bonaespei,amphibians
58765,Strongylopus fasciatus,amphibians
58766,Strongylopus fuelleborni,amphibians
58767,Strongylopus grayii,amphibians
61876,Strongylopus kilimanjaro,amphibians
58769,Strongylopus kitumbeine,amphibians
58770,Strongylopus merumontanus,amphibians
58771,Strongylopus rhodesianus,amphibians
58772,Strongylopus springbokensis,amphibians
58773,Strongylopus wageri,amphibians
79680099,Stumpffia analamaina,amphibians
49583046,Stumpffia be,amphibians
58008,Stumpffia gimmeli,amphibians
58009,Stumpffia grandis,amphibians
49583995,Stumpffia hara,amphibians
79680110,Stumpffia kibomena,amphibians
49584796,Stumpffia madagascariensis,amphibians
49585165,Stumpffia megsoni,amphibians
66390759,Stumpffia miery,amphibians
58011,Stumpffia psologlossa,amphibians
58012,Stumpffia pygmaea,amphibians
58013,Stumpffia roseifemoralis,amphibians
49585498,Stumpffia staffordi,amphibians
58014,Stumpffia tetradactyla,amphibians
58015,Stumpffia tridactyla,amphibians
59598,Sylvacaecilia grandisonae,amphibians
58582,Sylvirana cubitalis,amphibians
58597,Sylvirana faber,amphibians
58612,Sylvirana guentheri,amphibians
58659,Sylvirana maosonensis,amphibians
58674,Sylvirana mortenseni,amphibians
58681,Sylvirana nigrovittata,amphibians
58724,Sylvirana spinulosa,amphibians
58016,Synapturanus mirandaribeiroi,amphibians
58017,Synapturanus rabus,amphibians
58018,Synapturanus salseri,amphibians
56570,Tachiramantis douglasi,amphibians
56710,Tachiramantis lentiginosus,amphibians
56879,Tachiramantis prolixodiscus,amphibians
21283,Tachycnemis seychellensis,amphibians
59469,Taricha granulosa,amphibians
59470,Taricha rivularis,amphibians
136023,Taricha sierra,amphibians
59471,Taricha torosa,amphibians
58946,Taruga eques,amphibians
58947,Taruga fastigo,amphibians
58954,Taruga longinasus,amphibians
21529,Taudactylus acutirostris,amphibians
21530,Taudactylus diurnus,amphibians
21531,Taudactylus eungellensis,amphibians
21532,Taudactylus liemi,amphibians
21533,Taudactylus pleione,amphibians
21534,Taudactylus rheophilus,amphibians
57324,Telmatobius arequipensis,amphibians
21581,Telmatobius atacamensis,amphibians
57325,Telmatobius atahualpai,amphibians
57326,Telmatobius bolivianus,amphibians
56329,Telmatobius brachydactylus,amphibians
57327,Telmatobius brevipes,amphibians
57328,Telmatobius brevirostris,amphibians
57329,Telmatobius carrillae,amphibians
57330,Telmatobius ceiorum,amphibians
135744,Telmatobius chusmisensis,amphibians
57331,Telmatobius cirrhacelis,amphibians
57332,Telmatobius colanensis,amphibians
57333,Telmatobius contrerasi,amphibians
57334,Telmatobius culeus,amphibians
57335,Telmatobius dankoi,amphibians
57336,Telmatobius degener,amphibians
57337,Telmatobius edaphonastes,amphibians
136130,Telmatobius espadai,amphibians
57338,Telmatobius fronteriensis,amphibians
57339,Telmatobius gigas,amphibians
21582,Telmatobius halli,amphibians
57340,Telmatobius hauthali,amphibians
136017,Telmatobius hintoni,amphibians
57341,Telmatobius hockingi,amphibians
57342,Telmatobius huayra,amphibians
57343,Telmatobius hypselocephalus,amphibians
57344,Telmatobius ignavus,amphibians
57345,Telmatobius intermedius,amphibians
57346,Telmatobius jelskii,amphibians
80022750,Telmatobius laevis,amphibians
57347,Telmatobius laticeps,amphibians
57348,Telmatobius latirostris,amphibians
2645,Telmatobius macrostomus,amphibians
57349,Telmatobius marmoratus,amphibians
57350,Telmatobius mayoloi,amphibians
45536685,Telmatobius mendelsoni,amphibians
57351,Telmatobius necopinus,amphibians
57352,Telmatobius niger,amphibians
57353,Telmatobius oxycephalus,amphibians
21583,Telmatobius pefauri,amphibians
21584,Telmatobius peruvianus,amphibians
57354,Telmatobius philippii,amphibians
57355,Telmatobius pinguiculus,amphibians
57356,Telmatobius pisanoi,amphibians
57357,Telmatobius platycephalus,amphibians
136129,Telmatobius punctatus,amphibians
57358,Telmatobius rimac,amphibians
200645,Telmatobius rubigo,amphibians
135889,Telmatobius sanborni,amphibians
57359,Telmatobius schreiteri,amphibians
57360,Telmatobius scrocchii,amphibians
57361,Telmatobius sibiricus,amphibians
57362,Telmatobius simonsi,amphibians
57363,Telmatobius stephani,amphibians
57364,Telmatobius thompsoni,amphibians
61835,Telmatobius timens,amphibians
57365,Telmatobius truebae,amphibians
57366,Telmatobius vellardi,amphibians
78586413,Telmatobius ventriflavum,amphibians
57367,Telmatobius verrucosus,amphibians
57368,Telmatobius vilamensis,amphibians
57369,Telmatobius yuracare,amphibians
21585,Telmatobius zapahuirensis,amphibians
21622,Telmatobufo australis,amphibians
21623,Telmatobufo bullocki,amphibians
76338162,Telmatobufo ignotus,amphibians
21624,Telmatobufo venustus,amphibians
56040,Tepuihyla aecii,amphibians
56041,Tepuihyla celsae,amphibians
56042,Tepuihyla edelcae,amphibians
55793,Tepuihyla exophthalma,amphibians
56043,Tepuihyla galani,amphibians
56044,Tepuihyla luteolabris,amphibians
135834,Tepuihyla phasmatus,amphibians
56045,Tepuihyla rimarum,amphibians
56046,Tepuihyla rodriguezi,amphibians
111351611,Tepuihyla shushupe,amphibians
56047,Tepuihyla talbergae,amphibians
113788406,Tepuihyla tuberculosa,amphibians
55692,Tepuihyla warreni,amphibians
61763,Teratohyla adenocheira,amphibians
135771,Teratohyla amelie,amphibians
54971,Teratohyla midas,amphibians
55030,Teratohyla pulverata,amphibians
54996,Teratohyla spinosa,amphibians
58812,Theloderma albopunctatum,amphibians
58815,Theloderma andersoni,amphibians
59031,Theloderma asperum,amphibians
78586429,Theloderma baibungense,amphibians
48099998,Theloderma bambusicolum,amphibians
59032,Theloderma bicolor,amphibians
59033,Theloderma corticale,amphibians
59034,Theloderma gordoni,amphibians
59035,Theloderma horridum,amphibians
59036,Theloderma kwangsiense,amphibians
58790,Theloderma laeve,amphibians
187827,Theloderma lateriticum,amphibians
59037,Theloderma leporosum,amphibians
136024,Theloderma licin,amphibians
58805,Theloderma moloch,amphibians
135991,Theloderma nagalandense,amphibians
48100370,Theloderma nebulosum,amphibians
48100463,Theloderma palliatum,amphibians
61886,Theloderma petilum,amphibians
59038,Theloderma phrynoderma,amphibians
58894,Theloderma rhododiscus,amphibians
136002,Theloderma ryabovi,amphibians
88137061,Theloderma stellatum,amphibians
135785,Theloderma truongsonense,amphibians
88137104,Theloderma vietnamense,amphibians
59233,Thorius adelos,amphibians
59407,Thorius arboreus,amphibians
59408,Thorius aureus,amphibians
59409,Thorius boreas,amphibians
59410,Thorius dubitus,amphibians
59411,Thorius grandis,amphibians
59412,Thorius infernalis,amphibians
59413,Thorius insperatus,amphibians
59414,Thorius lunaris,amphibians
59415,Thorius macdougalli,amphibians
59416,Thorius magnipes,amphibians
59417,Thorius minutissimus,amphibians
59418,Thorius minydemus,amphibians
59419,Thorius munificus,amphibians
59420,Thorius narismagnus,amphibians
59421,Thorius narisovalis,amphibians
59422,Thorius omiltemi,amphibians
59423,Thorius papaloae,amphibians
59424,Thorius pennatulus,amphibians
59425,Thorius pulmonaris,amphibians
59426,Thorius schmidti,amphibians
59427,Thorius smithi,amphibians
59428,Thorius spilogaster,amphibians
59429,Thorius troglodytes,amphibians
21816,Thoropa lutzi,amphibians
57370,Thoropa megatympanum,amphibians
57371,Thoropa miliaris,amphibians
21817,Thoropa petropolitana,amphibians
57372,Thoropa saxatilis,amphibians
55489,Tlalocohyla godmani,amphibians
55541,Tlalocohyla loquax,amphibians
55602,Tlalocohyla picta,amphibians
55660,Tlalocohyla smithii,amphibians
21136111,Tomopterna cryptotis,amphibians
58775,Tomopterna damarensis,amphibians
58776,Tomopterna delalandii,amphibians
21136102,Tomopterna elegans,amphibians
76317616,Tomopterna gallmanni,amphibians
21135952,Tomopterna kachowskii,amphibians
58777,Tomopterna krugerensis,amphibians
61877,Tomopterna luganga,amphibians
58778,Tomopterna marmorata,amphibians
54375,Tomopterna milletihorsini,amphibians
58779,Tomopterna natalensis,amphibians
58780,Tomopterna tandyi,amphibians
58781,Tomopterna tuberculosa,amphibians
76317619,Tomopterna wambensis,amphibians
56048,Trachycephalus atlas,amphibians
55818,Trachycephalus coriaceus,amphibians
158543,Trachycephalus dibernardoi,amphibians
55819,Trachycephalus hadroceps,amphibians
55820,Trachycephalus imitatrix,amphibians
56049,Trachycephalus jordani,amphibians
55821,Trachycephalus lepidus,amphibians
55822,Trachycephalus mesophaeus,amphibians
56050,Trachycephalus nigromaculatus,amphibians
55823,Trachycephalus resinifictrix,amphibians
55824,Trachycephalus typhonius,amphibians
54443,Trichobatrachus robustus,amphibians
56051,Triprion petasatus,amphibians
56052,Triprion spatulatus,amphibians
55296,Triprion spinosus,amphibians
59474,Triturus carnifex,amphibians
22212,Triturus cristatus,amphibians
22216,Triturus dobrogicus,amphibians
39420,Triturus karelinii,amphibians
59477,Triturus marmoratus,amphibians
59479,Triturus pygmaeus,amphibians
54891,Truebella skoptes,amphibians
54892,Truebella tothastes,amphibians
135798,Tsingymantis antitra,amphibians
79427218,Tylototriton anguliceps,amphibians
59482,Tylototriton asperrimus,amphibians
59483,Tylototriton hainanensis,amphibians
59484,Tylototriton kweichowensis,amphibians
47144426,Tylototriton notialis,amphibians
84335689,Tylototriton podichthys,amphibians
59485,Tylototriton shanjing,amphibians
73736309,Tylototriton shanorum,amphibians
59487,Tylototriton verrucosus,amphibians
135868,Tylototriton vietnamensis,amphibians
59488,Tylototriton wenxianensis,amphibians
47144899,Tylototriton ziegleri,amphibians
59599,Typhlonectes compressicauda,amphibians
59600,Typhlonectes cunhai,amphibians
59601,Typhlonectes natans,amphibians
57984,Uperodon anamalaiensis,amphibians
58022,Uperodon globulosus,amphibians
57985,Uperodon minor,amphibians
57986,Uperodon montanus,amphibians
57987,Uperodon mormorata,amphibians
57988,Uperodon nagaoi,amphibians
57989,Uperodon obscurus,amphibians
57990,Uperodon palmatus,amphibians
58023,Uperodon systoma,amphibians
57858,Uperodon taprobanicus,amphibians
57991,Uperodon triangularis,amphibians
57992,Uperodon variegatus,amphibians
41191,Uperoleia altissima,amphibians
41053,Uperoleia arenicola,amphibians
41054,Uperoleia aspera,amphibians
41055,Uperoleia borealis,amphibians
41192,Uperoleia capitulata,amphibians
41056,Uperoleia crassa,amphibians
136157,Uperoleia daviesae,amphibians
41193,Uperoleia fusca,amphibians
41194,Uperoleia glandulosa,amphibians
41195,Uperoleia inundata,amphibians
41196,Uperoleia laevigata,amphibians
41197,Uperoleia lithomoda,amphibians
41198,Uperoleia littlejohni,amphibians
22742,Uperoleia marmorata,amphibians
41057,Uperoleia martini,amphibians
41058,Uperoleia micromeles,amphibians
41199,Uperoleia mimula,amphibians
41059,Uperoleia minima,amphibians
41060,Uperoleia mjobergii,amphibians
22743,Uperoleia orientalis,amphibians
41200,Uperoleia rugosa,amphibians
41201,Uperoleia russelli,amphibians
41061,Uperoleia talpa,amphibians
41062,Uperoleia trachyderma,amphibians
41063,Uperoleia tyleri,amphibians
173194,Uraeotyphlus gansi,amphibians
59654,Uraeotyphlus interruptus,amphibians
59655,Uraeotyphlus malabaricus,amphibians
59656,Uraeotyphlus menoni,amphibians
59657,Uraeotyphlus narayani,amphibians
135990,Uraeotyphlus oommeni,amphibians
59658,Uraeotyphlus oxyurus,amphibians
185664,Urspelerpes brucei,amphibians
3176,Vandijkophrynus amatolicus,amphibians
54573,Vandijkophrynus angusticeps,amphibians
54648,Vandijkophrynus gariepensis,amphibians
54671,Vandijkophrynus inyangae,amphibians
54748,Vandijkophrynus robinsoni,amphibians
55002,Vitreorana antisthenesi,amphibians
54951,Vitreorana castroviejoi,amphibians
55013,Vitreorana eurygnatha,amphibians
54913,Vitreorana gorzulae,amphibians
55017,Vitreorana helenae,amphibians
55027,Vitreorana parvula,amphibians
54986,Vitreorana ritae,amphibians
55035,Vitreorana uranoscopa,amphibians
57499,Wakea madinika,amphibians
54893,Werneria bambutensis,amphibians
61761,Werneria iboundji,amphibians
54894,Werneria mertensiana,amphibians
54895,Werneria preussi,amphibians
61762,Werneria submontana,amphibians
54896,Werneria tandyi,amphibians
54897,Wolterstorffina chirioi,amphibians
54898,Wolterstorffina mirei,amphibians
54899,Wolterstorffina parvipalmata,amphibians
54684,Xanthophryne koynayensis,amphibians
