iucn_sid,sciname,comname,pub_year,old_cat,depth_upper,depth_lower,elev_upper,elev_lower,aoo_km2,eoo_km2,criteria,cat,cat_score,iucn_version
155081,Hyperoglyphe perciformis,Barrelfish,2010,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
155082,Eumicrotremus barbatus,Papillose Lumpsucker,2010,DD,74,220,NA,NA,NA,NA,NA,DD,NA,2020-1
155083,Centropyge acanthops,Flameback Angelfish,2010,LC,6,70,NA,NA,NA,NA,NA,LC,0,2020-1
155084,Champsodon capensis,Gaper,2010,LC,64,552,NA,NA,NA,NA,NA,LC,0,2020-1
155085,Pseudocyttus maculatus,Smooth Oreo,2010,DD,400,1500,NA,NA,NA,NA,NA,DD,NA,2020-1
155086,Omobranchus fasciolatus,Arab Blenny,2010,LC,0,3,NA,NA,NA,NA,NA,LC,0,2020-1
155087,Pseudopercis numida,Namorado Sandperch,2010,LC,15,300,NA,NA,NA,NA,NA,LC,0,2020-1
155088,Enophrys taurina,Bull Sculpin,2010,LC,11,265,NA,NA,NA,NA,NA,LC,0,2020-1
155089,Lutjanus decussatus,Crossbanded Snapper,2010,LC,2,30,NA,NA,NA,NA,NA,LC,0,2020-1
155090,Cociella punctata,Spotted Flathead,2010,LC,10,300,NA,NA,NA,NA,NA,LC,0,2020-1
155091,Enchelycore schismatorhynchus,White-margined Moray,2010,LC,0,20,NA,NA,NA,NA,NA,LC,0,2020-1
155092,Laeops kitaharae,Kithara's Flounder,2010,DD,70,300,NA,NA,NA,NA,NA,DD,NA,2020-1
155093,Derichthys serpentinus,Narrownecked Oceanic Eel,2010,LC,500,2000,NA,NA,NA,NA,NA,LC,0,2020-1
155094,Clinocottus globiceps,Mosshead Sculpin,2010,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
155095,Cantheschenia longipinnis,NA,2010,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
155096,Sarda sarda,Atlantic Bonito,2011,LC,0,200,NA,NA,NA,NA,NA,LC,0,2020-1
155097,Caesio caerulaurea,Blue and Gold Fusilier,2010,LC,2,40,NA,NA,NA,NA,NA,LC,0,2020-1
155098,Chromis flavicauda,Cobalt Chromis,2010,DD,50,61,NA,NA,NA,NA,NA,DD,NA,2020-1
155099,Omobranchus anolius,Oyster Blenny,2010,LC,0,5,NA,NA,NA,NA,NA,LC,0,2020-1
155101,Careproctus mederi,NA,2010,DD,202,950,NA,NA,NA,NA,NA,DD,NA,2020-1
155102,Cheilodipterus singapurensis,Truncate Cardinalfish,2010,LC,2,10,NA,NA,NA,NA,NA,LC,0,2020-1
155103,Dactyloscopus zelotes,Imitator Sand-stargazer,2010,DD,1,20,NA,NA,NA,NA,NA,DD,NA,2020-1
155104,Cheilopogon pinnatibarbatus,Bennett's Flyingfish,2010,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
155105,Platycephalus indicus,Bartail Flathead,2010,DD,NA,30,NA,NA,NA,NA,NA,DD,NA,2020-1
155106,Kali macrodon,NA,2010,LC,1500,2500,NA,NA,NA,NA,NA,LC,0,2020-1
155107,Monopenchelys acuta,Redface Eel,2010,LC,13,45,NA,NA,NA,NA,NA,LC,0,2020-1
155108,Omobranchus rotundiceps,NA,2010,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
155109,Praealticus dayi,NA,2010,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
155110,Opistognathus scops,Bullseye Jawfish,2010,LC,3,20,NA,NA,NA,NA,NA,LC,0,2020-1
155111,Congiopodus torvus,Smooth Horsefish,2010,LC,5,300,NA,NA,NA,NA,NA,LC,0,2020-1
155112,Stemonosudis gracilis,Barracudina Traslúcida,2010,LC,20,500,NA,NA,NA,NA,NA,LC,0,2020-1
155113,Saurida pseudotumbil,NA,2010,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
155114,Diancistrus novaeguineae,NA,2010,LC,5,25,NA,NA,NA,NA,NA,LC,0,2020-1
155115,Lethrinus reticulatus,Red Snout Emperor,2016,LC,5,30,NA,NA,NA,NA,NA,LC,0,2020-1
155116,Sardinella albella,White Sardinella,2017,LC,0,50,NA,NA,NA,NA,NA,LC,0,2020-1
155117,Melamphaes spinifer,NA,2010,LC,100,1109,NA,NA,NA,NA,NA,LC,0,2020-1
155118,Lethrinus conchyliatus,Red Axil Emperor,2010,LC,NA,220,NA,NA,NA,NA,NA,LC,0,2020-1
155119,Odontesthes incisa,Silverside,2010,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
155120,Naso vlamingii,Bignose Unicornfish,2012,LC,1,50,NA,NA,NA,NA,NA,LC,0,2020-1
155121,Paraclinus integripinnis,Reef Finspot,2010,LC,NA,15,NA,NA,NA,5251,NA,LC,0,2020-1
155122,Lycodes sadoensis,NA,2010,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
155123,Clupea harengus,Atlantic Herring,2010,LC,0,200,NA,NA,NA,NA,NA,LC,0,2020-1
155124,Amblyeleotris triguttata,Triplespot Shrimpgoby,2010,LC,2,17,NA,NA,NA,NA,NA,LC,0,2020-1
155125,Scorpaena azorica,NA,2015,DD,NA,NA,NA,NA,NA,57516,NA,DD,NA,2020-1
155126,Apsilus dentatus,Black Snapper,2010,LC,12,300,NA,NA,NA,NA,NA,LC,0,2020-1
155127,Pseudochromis omanensis,NA,2010,DD,11,15,NA,NA,NA,NA,NA,DD,NA,2020-1
155128,Caulolatilus cyanops,Blackline Tilefish,2015,LC,45,495,NA,NA,NA,NA,NA,LC,0,2020-1
155129,Pterois lunulata,Luna Lion Fish,2010,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
155130,Caranx sexfasciatus,Bigeye Trevally,2019,LC,0,146,NA,NA,NA,NA,NA,LC,0,2020-1
155131,Moringua edwardsi,Spaghetti Eel,2010,LC,NA,35,NA,NA,NA,NA,NA,LC,0,2020-1
155132,Eustomias monodactylus,NA,2010,LC,0,1820,NA,NA,NA,NA,NA,LC,0,2020-1
155133,Bathycongrus vicinalis,Neighbor Conger,2010,LC,101,503,NA,NA,NA,NA,NA,LC,0,2020-1
155134,Alepes vari,Herring Scad,2010,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
155135,Sillago japonica,Japanese Whiting,2010,LC,0,30,NA,NA,NA,NA,NA,LC,0,2020-1
155136,Callionymus macclesfieldensis,NA,2010,DD,77,82,NA,NA,NA,19535,NA,DD,NA,2020-1
155137,Chascanopsetta crumenalis,NA,2020,LC,284,686,NA,NA,NA,NA,NA,LC,0,2020-1
155138,Antipodocottus galatheae,Galathea Sculpin,2010,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
155139,Patagonotothen thompsoni,NA,2010,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
155140,Paramyxine wayuu,NA,2011,DD,300,306,NA,NA,NA,NA,NA,DD,NA,2020-1
155141,Kaupichthys brachychirus,Shortfin False Moray,2010,LC,0,43,NA,NA,NA,NA,NA,LC,0,2020-1
155142,Laemonema rhodochir,NA,2010,LC,95,600,NA,NA,NA,NA,NA,LC,0,2020-1
155143,Paraulopus maculatus,NA,2010,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
155144,Myripristis trachyacron,Roughskull Soldierfish,2010,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
155145,Brachirus sorsogonensis,One-Eyed Sole,2010,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
155146,Anampses melanurus,White-spotted Wrasse,2010,LC,12,40,NA,NA,NA,NA,NA,LC,0,2020-1
155147,Hoplostethus metallicus,NA,2010,DD,362,549,NA,NA,NA,NA,NA,DD,NA,2020-1
155148,Stygnobrotula latebricola,Black Brotula,2010,LC,0,16,NA,NA,NA,NA,NA,LC,0,2020-1
155149,Arnoglossus brunneus,Brown Lefteye Flounder,2020,DD,198,280,NA,NA,NA,NA,NA,DD,NA,2020-1
155150,Prognatholiparis ptychomandibularis,NA,2010,DD,NA,455,NA,NA,NA,NA,NA,DD,NA,2020-1
155151,Apogon rubrimacula,Orangespot Cardinalfish,2010,LC,0,33,NA,NA,NA,NA,NA,LC,0,2020-1
155152,Lutjanus apodus,Schoolmaster Snapper,2016,LC,1,89,NA,NA,NA,NA,NA,LC,0,2020-1
155153,Atherion elymus,Bearded Silverside,2010,LC,0,6,NA,NA,NA,NA,NA,LC,0,2020-1
155154,Paraliparis operculosus,NA,2010,DD,380,1010,NA,NA,NA,NA,NA,DD,NA,2020-1
155155,Chirolophis snyderi,Bearded Warbonnet,2010,DD,0,70,NA,NA,NA,NA,NA,DD,NA,2020-1
155156,Lepidonectes corallicola,Galapagos Triplefin Blenny,2010,VU,1,15,NA,NA,NA,NA,D2,VU,0.4,2020-1
155157,Atrobucca kyushini,Black-spot Croaker,2010,DD,NA,100,NA,NA,NA,NA,NA,DD,NA,2020-1
155158,Psettina hainanensis,NA,2020,DD,0,200,NA,NA,NA,NA,NA,DD,NA,2020-1
155159,Trachinotus rhodopus,Gafftopsail Pompano,2010,LC,0,30,NA,NA,NA,NA,NA,LC,0,2020-1
155160,Hygophum proximum,Firefly Lanternfish,2010,LC,100,600,NA,NA,NA,NA,NA,LC,0,2020-1
155161,Lycodes concolor,Ebony Eelpout,2010,LC,100,1025,NA,NA,NA,NA,NA,LC,0,2020-1
155162,Zebrias crossolepis,NA,2010,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
155163,Haemulon striatum,Striped Grunt,2015,LC,1,100,NA,NA,NA,NA,NA,LC,0,2020-1
155164,Polydactylus microstomus,Small-mouthed Threadfin,2010,LC,2,55,NA,NA,NA,NA,NA,LC,0,2020-1
155165,Corythoichthys amplexus,Brown-banded Pipefish,2016,LC,0,31,NA,NA,NA,NA,NA,LC,0,2020-1
155166,Chilomycterus schoepfii,Striped Burrfish,2010,LC,NA,11,NA,NA,NA,NA,NA,LC,0,2020-1
155167,Malacoctenus macropus,Rosy Blenny,2010,LC,0,8,NA,NA,NA,NA,NA,LC,0,2020-1
155169,Bathylychnops brachyrhynchus,NA,2010,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
155170,Asarcenchelys longimanus,Emaciated Worm Eel,2010,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
155171,Eleutheronema tridactylum,Threefinger Threadfin,2010,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
155172,Pontinus macrocephalus,Large-headed Scorpionfish,2010,LC,174,278,NA,NA,NA,NA,NA,LC,0,2020-1
155173,Cynoscion xanthulus,Orangemouth Weakfish,2010,DD,1,50,NA,NA,NA,NA,NA,DD,NA,2020-1
155174,Neoclinus uninotatus,One-Spot Fringehead,2010,LC,3,27,NA,NA,NA,7686,NA,LC,0,2020-1
155175,Gerres infasciatus,Nonbanded Whipfin Mojarra,2010,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
155176,Parupeneus crassilabris,Thicklipped Goatfish,2010,LC,1,83,NA,NA,NA,NA,NA,LC,0,2020-1
155177,Psenopsis anomala,Japanese Butterfish,2010,LC,0,370,NA,NA,NA,NA,NA,LC,0,2020-1
155178,Heteroconger klausewitzi,Galapagos Garden Eel,2010,LC,5,30,NA,NA,NA,NA,NA,LC,0,2020-1
155179,Rhacochilus vacca,Pile Perch,2010,LC,NA,46,NA,NA,NA,NA,NA,LC,0,2020-1
155180,Calamus cervigoni,Spotfin Porgy,2014,LC,20,90,NA,NA,NA,NA,NA,LC,0,2020-1
155181,Chirocentrodon bleekerianus,Dogtooth Herring,2017,LC,0,66,NA,NA,NA,NA,NA,LC,0,2020-1
155182,Pomadasys incisus,Bastard Grunt,2010,LC,10,100,NA,NA,NA,NA,NA,LC,0,2020-1
155183,Paralichthodes algoensis,Peppered Flounder,2010,LC,1,100,NA,NA,NA,54074,NA,LC,0,2020-1
155184,Neobythites bimaculatus,NA,2010,LC,435,480,NA,NA,NA,NA,NA,LC,0,2020-1
155185,Paraliparis obliquosus,Longeared Snailfish,2010,DD,350,1345,NA,NA,NA,NA,NA,DD,NA,2020-1
155186,Cirripectes filamentosus,Filamentous Blenny,2010,LC,0,20,NA,NA,NA,NA,NA,LC,0,2020-1
155187,Callechelys bitaeniata,NA,2010,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
155188,Sicydium plumieri,Titi,2010,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
155189,Scopeloberyx opisthopterus,Ridgehead,2010,LC,500,1450,NA,NA,NA,NA,NA,LC,0,2020-1
155190,Simenchelys parasitica,Snubnosed Eel,2010,LC,136,2620,NA,NA,NA,NA,NA,LC,0,2020-1
155191,Nessorhamphus danae,NA,2010,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
155192,Johnius novaeguineae,Paperhead Croaker,2010,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
155193,Coradion melanopus,Twospot Coralfish,2010,LC,2,50,NA,NA,NA,NA,NA,LC,0,2020-1
155194,Cirripectes alleni,Kimberley Blenny,2010,LC,1,15,NA,NA,NA,NA,NA,LC,0,2020-1
155195,Ichthyococcus irregularis,Bulldog Lightfish,2010,LC,2213,4938,NA,NA,NA,NA,NA,LC,0,2020-1
155196,Centropogon latifrons,Pale Fortesque,2010,DD,NA,NA,NA,NA,NA,68704,NA,DD,NA,2020-1
155197,Cotylopus acutipinnis,Cabot Bouche Ronde,2010,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
155198,Sebastes peduncularis,NA,2010,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
155199,Ethadophis akkistikos,Indifferent Eel,2015,LC,30,60,NA,NA,NA,NA,NA,LC,0,2020-1
155200,Parapercis xanthozona,Yellow-spot Grubfish,2010,LC,0,20,NA,NA,NA,NA,NA,LC,0,2020-1
155201,Ambassis urotaenia,Bleeker's Glass Perchlet,2012,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
155202,Plicofollis platystomus,Flatmouth Catfish,2010,LC,0,50,NA,NA,NA,NA,NA,LC,0,2020-1
155203,Talismania bifurcata,Threadfin Slickhead,2010,LC,300,2000,NA,NA,NA,NA,NA,LC,0,2020-1
155204,Lycodes paamiuti,Paamiut Eelpout,2010,LC,350,1300,NA,NA,NA,NA,NA,LC,0,2020-1
155205,Caulolatilus affinis,Bighead Tilefish,2010,LC,30,200,NA,NA,NA,NA,NA,LC,0,2020-1
155206,Brachysomophis longipinnis,NA,2010,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
155207,Menidia peninsulae,Tidewater Silverside,2019,LC,0,5,NA,NA,NA,NA,NA,LC,0,2020-1
155208,Scorpaenodes quadrispinosus,NA,2010,LC,0,6,NA,NA,NA,NA,NA,LC,0,2020-1
155209,Paralichthys schmitti,NA,2010,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
155210,Gobiesox multitentaculus,Fondero,2010,DD,0,10,NA,NA,NA,NA,NA,DD,NA,2020-1
155211,Synaphobranchus oregoni,NA,2010,LC,512,1900,NA,NA,NA,NA,NA,LC,0,2020-1
155212,Cosmocampus elucens,Short-fin Pipefish,2017,LC,0,78,NA,NA,NA,NA,NA,LC,0,2020-1
155213,Synodus saurus,Atlantic Lizardfish,2010,LC,1,250,NA,NA,NA,NA,NA,LC,0,2020-1
155214,Gobius fallax,Sarato's Goby,2014,LC,1,32,NA,NA,NA,NA,NA,LC,0,2020-1
155215,Dicologlossa cuneata,Wedge Sole,2010,LC,10,100,NA,NA,NA,NA,NA,LC,0,2020-1
155216,Icelinus filamentosus,Threadfin Sculpin,2010,LC,18,800,NA,NA,NA,NA,NA,LC,0,2020-1
155218,Lipogramma robinsi,Yellowbar Basslet,2015,DD,180,290,NA,NA,NA,NA,NA,DD,NA,2020-1
155219,Paracentropogon vespa,NA,2010,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
155220,Chaetodon sedentarius,Reef Butterflyfish,2010,LC,5,92,NA,NA,NA,NA,NA,LC,0,2020-1
155221,Halichoeres papilionaceus,Schwatz's Wrasse,2010,LC,0,10,NA,NA,NA,NA,NA,LC,0,2020-1
155222,Pentaceros japonicus,Japanese Armorhead,2010,LC,100,600,NA,NA,NA,NA,NA,LC,0,2020-1
155223,Gobiopterus mindanensis,NA,2010,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
155224,Scorpaenodes hirsutus,Hairy Scorpionfish,2010,LC,8,58,NA,NA,NA,NA,NA,LC,0,2020-1
155225,Arnoglossus rueppelii,Rüppell's Scaldback,2020,LC,30,897,NA,NA,NA,NA,NA,LC,0,2020-1
155226,Chromogobius quadrivittatus,Chestnut Goby,2014,LC,0,2,NA,NA,NA,NA,NA,LC,0,2020-1
155227,Serrivomer lanceolatoides,Short-tooth Sawpalate,2010,LC,300,2000,NA,NA,NA,NA,NA,LC,0,2020-1
155228,Parapercis atlantica,NA,2010,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
155229,Nemateleotris magnifica,Fire Dartfish,2010,LC,6,61,NA,NA,NA,NA,NA,LC,0,2020-1
155230,Dolichopteryx anascopa,NA,2010,DD,800,2400,NA,NA,NA,NA,NA,DD,NA,2020-1
155231,Meuschenia hippocrepis,Horse-shoe Leatherjacket,2010,LC,NA,120,NA,NA,NA,NA,NA,LC,0,2020-1
155232,Rhamphocetichthys savagei,Savage's Birdsnouted Whalefish,2010,LC,1000,2100,NA,NA,NA,NA,NA,LC,0,2020-1
155233,Saurenchelys meteori,NA,2010,LC,696,705,NA,NA,NA,NA,NA,LC,0,2020-1
155234,Acromycter perturbator,NA,2010,LC,787,1318,NA,NA,NA,NA,NA,LC,0,2020-1
155235,Lile piquitinga,Atlantic Piquitinga,2015,LC,0,10,NA,NA,NA,NA,NA,LC,0,2020-1
155236,Austroglossus microlepis,West Coast Sole,2010,DD,100,300,NA,NA,NA,NA,NA,DD,NA,2020-1
155237,Enneapterygius abeli,Yellow Triplefin,2010,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
155238,Halichoeres binotopsis,Banded Rainbow Fish,2010,LC,1,15,NA,NA,NA,NA,NA,LC,0,2020-1
155239,Branchiostegus semifasciatus,Zebra Tilefish,2010,LC,50,200,NA,NA,NA,NA,NA,LC,0,2020-1
155240,Thryssa mystax,Moustached Thryssa,2020,LC,0,50,NA,NA,NA,NA,NA,LC,0,2020-1
155241,Hadropogonichthys lindbergi,NA,2010,LC,200,1400,NA,NA,NA,NA,NA,LC,0,2020-1
155242,Johnius trewavasae,Trewavas Croaker,2010,DD,NA,40,NA,NA,NA,NA,NA,DD,NA,2020-1
155243,Branchiostegus japonicus,Japanese Horsehead Fish,2010,LC,30,265,NA,NA,NA,NA,NA,LC,0,2020-1
155244,Nemipterus nemurus,Redspine Threadfin Bream,2010,LC,0,70,NA,NA,NA,NA,NA,LC,0,2020-1
155245,Mulloidichthys dentatus,Mexican Goatfish,2010,LC,2,60,NA,NA,NA,NA,NA,LC,0,2020-1
155246,Synaphobranchus kaupii,Kaup's Arrowtooth Eel,2010,LC,120,4800,NA,NA,NA,NA,NA,LC,0,2020-1
155248,Starksia guttata,Spotted Blenny,2010,LC,1,20,NA,NA,NA,NA,NA,LC,0,2020-1
155249,Myripristis formosa,NA,2010,DD,15,30,NA,NA,NA,NA,NA,DD,NA,2020-1
155250,Dentex congoensis,Congo Dentex,2010,LC,NA,400,NA,NA,NA,NA,NA,LC,0,2020-1
155251,Araiophos eastropas,NA,2010,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
155252,Pseudojuloides kaleidos,Blue-nose Wrasse,2010,LC,5,30,NA,NA,NA,NA,NA,LC,0,2020-1
155253,Jenkinsia majua,Little-eye Round Herring,2020,LC,0,50,NA,NA,NA,NA,NA,LC,0,2020-1
155254,Sebastes cortezi,Cortez Rockfish,2010,LC,200,1100,NA,NA,NA,NA,NA,LC,0,2020-1
155255,Neopomacentrus bankieri,Chinese Damsel,2010,LC,3,12,NA,NA,NA,NA,NA,LC,0,2020-1
155256,Coelorinchus shcherbachevi,NA,2010,DD,797,835,NA,NA,NA,NA,NA,DD,NA,2020-1
155257,Cheilopogon rapanouiensis,Easter Island Flyingfish,2010,LC,0,20,NA,NA,NA,NA,NA,LC,0,2020-1
155258,Scopelosaurus gibbsi,NA,2010,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
155259,Strongylura marina,Atlantic Needlefish,2019,LC,0,5,NA,NA,NA,NA,NA,LC,0,2020-1
155260,Benthosema pterotum,Skinnycheek Lanternfish,2010,LC,10,300,NA,NA,NA,NA,NA,LC,0,2020-1
155261,Brachypleura novaezeelandiae,Yellow-dappled Flounder,2010,LC,18,92,NA,NA,NA,NA,NA,LC,0,2020-1
155262,Eustomias dinema,NA,2010,DD,200,700,NA,NA,NA,NA,NA,DD,NA,2020-1
155263,Paraclinus rubicundus,NA,2010,LC,0,25,NA,NA,NA,NA,NA,LC,0,2020-1
155264,Lepidoperca filamenta,Western Orange Perch,2010,LC,128,220,NA,NA,NA,NA,NA,LC,0,2020-1
155265,Malacocephalus occidentalis,American Straptail Grenadier,2010,LC,140,1945,NA,NA,NA,NA,NA,LC,0,2020-1
155266,Ariosoma selenops,NA,2010,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
155267,Hoplostethus marisrubri,NA,2010,DD,510,520,NA,NA,NA,NA,NA,DD,NA,2020-1
155268,Scatophagus argus,Spotted Scat,2010,LC,1,4,NA,NA,NA,NA,NA,LC,0,2020-1
155269,Opistognathus rosenblatti,Bluespotted Jawfish,2010,LC,5,25,NA,NA,NA,NA,NA,LC,0,2020-1
155270,Entomacrodus stellifer,Stellar Rockskipper,2010,LC,0,5,NA,NA,NA,NA,NA,LC,0,2020-1
155271,Pseudochromis dixurus,Forktail Dottyback,2010,LC,5,60,NA,NA,NA,NA,NA,LC,0,2020-1
155272,Nesogobius hinsbyi,Orange-spotted Sand-goby,2010,LC,5,60,NA,NA,NA,NA,NA,LC,0,2020-1
155273,Ostorhinchus lateralis,Humpback Cardinal,2012,LC,0,2,NA,NA,NA,NA,NA,LC,0,2020-1
155274,Apogon wassinki,Kupang Cardinalfish,2010,LC,0,22,NA,NA,NA,NA,NA,LC,0,2020-1
155276,Thunnus atlanticus,Blackfin Tuna,2011,LC,0,200,NA,NA,NA,NA,NA,LC,0,2020-1
155277,Antennarius analis,Dwarf Frogfish,2010,LC,1,21,NA,NA,NA,NA,NA,LC,0,2020-1
155278,Microgobius erectus,Erect Goby,2010,LC,3,36,NA,NA,NA,NA,NA,LC,0,2020-1
155279,Liopropoma aberrans,Eyestripe Bass,2010,LC,NA,190,NA,NA,NA,NA,NA,LC,0,2020-1
155280,Thryssa gautamiensis,Gautama Thryssa,2018,DD,0,50,NA,NA,NA,NA,NA,DD,NA,2020-1
155281,Seriolella caerulea,Silver Warehou,2010,LC,150,800,NA,NA,NA,NA,NA,LC,0,2020-1
155282,Gobius xanthocephalus,Golden Goby,2014,LC,0,36,NA,NA,NA,NA,NA,LC,0,2020-1
155283,Coelophrys arca,NA,2020,LC,600,1000,NA,NA,NA,NA,NA,LC,0,2020-1
155284,Pterogobius zonoleucus,NA,2010,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
155285,Vanacampus vercoi,Verco's Pipefish,2017,LC,2,4,NA,NA,7500,50000,NA,LC,0,2020-1
155286,Peristedion amblygenys,NA,2010,DD,NA,82,NA,NA,NA,NA,NA,DD,NA,2020-1
155287,Antimora microlepis,Finescale Mora,2010,DD,175,3048,NA,NA,NA,NA,NA,DD,NA,2020-1
155288,Lestidiops gracilis,NA,2010,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
155289,Schedophilus pemarco,Pemarco Blackfish,2010,LC,50,500,NA,NA,NA,NA,NA,LC,0,2020-1
155290,Scarus schlegeli,Yellowband Parrotfish,2012,LC,1,50,NA,NA,NA,NA,NA,LC,0,2020-1
155291,Mugil incilis,Parassi Mullet,2010,LC,10,NA,NA,NA,NA,NA,NA,LC,0,2020-1
155292,Sparisoma strigatum,Strigate Parrotfish,2012,LC,5,20,NA,NA,NA,NA,NA,LC,0,2020-1
155293,Pomadasys panamensis,Panama Grunt,2010,LC,5,107,NA,NA,NA,NA,NA,LC,0,2020-1
155294,Anchoviella brevirostris,Snubnose Anchovy,2020,LC,0,50,NA,NA,NA,NA,NA,LC,0,2020-1
155295,Pseudanthias ignitus,Flame Anthias,2010,LC,3,30,NA,NA,NA,NA,NA,LC,0,2020-1
155296,Glossanodon pygmaeus,Pygmy Argentine,2010,LC,92,458,NA,NA,NA,NA,NA,LC,0,2020-1
155297,Apocryptodon punctatus,NA,2010,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
155298,Careproctus pallidus,NA,2010,DD,6,28,NA,NA,NA,NA,NA,DD,NA,2020-1
155299,Eubalichthys caeruleoguttatus,Blue-spotted Leatherjacket,2010,DD,22,82,NA,NA,NA,NA,NA,DD,NA,2020-1
155300,Pentapodus emeryii,Blue Whiptail,2010,LC,20,NA,NA,NA,NA,NA,NA,LC,0,2020-1
155301,Rhinomuraena quaesita,Ribbon Moray,2010,LC,1,57,NA,NA,NA,NA,NA,LC,0,2020-1
155302,Nectamia annularis,Ringtail Cardinalfish,2010,LC,0,17,NA,NA,NA,NA,NA,LC,0,2020-1
155303,Bathylaco macrophthalmus,NA,2010,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
155304,Pomacentrus milleri,Miller's Damselfish,2010,LC,1,6,NA,NA,NA,NA,NA,LC,0,2020-1
155305,Oneirodes luetkeni,Lütken’s Dreamer,2019,LC,165,1250,NA,NA,NA,NA,NA,LC,0,2020-1
155306,Ricuzenius nudithorax,NA,2010,LC,15,157,NA,NA,NA,742,NA,LC,0,2020-1
155307,Scorpaena hatizyoensis,NA,2010,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
155308,Centropyge loricula,Flame Angel,2010,LC,15,60,NA,NA,NA,NA,NA,LC,0,2020-1
155309,Isacia conceptionis,Cabinza Grunt,2010,LC,0,50,NA,NA,NA,NA,NA,LC,0,2020-1
155310,Atherinomorus stipes,Hardhead Silverside,2010,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
155311,Raconda russeliana,Raconda,2020,LC,0,50,NA,NA,NA,NA,NA,LC,0,2020-1
155312,Tomicodon australis,NA,2010,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
155313,Canthigaster leoparda,Leopard Sharpnose Puffer,2010,LC,30,100,NA,NA,NA,NA,NA,LC,0,2020-1
155314,Pseudocheilinus ocellatus,White-barred Pink Wrasse,2010,LC,20,58,NA,NA,NA,NA,NA,LC,0,2020-1
155316,Paralichthys aestuarius,Cortez Flounder,2010,DD,0,95,NA,NA,NA,NA,NA,DD,NA,2020-1
155317,Rainfordia opercularis,Flathead Perch,2010,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
155318,Serranus atricauda,Blacktail Comber,2010,DD,2,90,NA,NA,NA,NA,NA,DD,NA,2020-1
155319,Obliquogobius turkayi,NA,2010,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
155320,Nannobrachium gibbsi,Gibbs Lanternfish,2010,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
155321,Helcogramma decurrens,Black-throated Triplefin,2010,LC,0,13,NA,NA,NA,NA,NA,LC,0,2020-1
155322,Plectrogenium nanum,Dwarf Thornyhead,2010,LC,250,650,NA,NA,NA,NA,NA,LC,0,2020-1
