iucn_sid,sciname,comname,pub_year,old_cat,depth_upper,depth_lower,elev_upper,elev_lower,aoo_km2,eoo_km2,criteria,cat,cat_score,iucn_version
185028,Eduarctus perspicillatus,NA,2011,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
185029,Thaumastocheles dochmiodon,NA,2011,LC,250,822,NA,NA,NA,NA,NA,LC,0,2020-1
185030,Enoplometopus callistus,NA,2011,DD,30,200,NA,NA,NA,NA,NA,DD,NA,2020-1
185031,Acantharctus ornatus,NA,2011,LC,27,55,NA,NA,NA,NA,NA,LC,0,2020-1
185032,Biarctus sordidus,Pygmy Slipper Lobster,2011,LC,2,73,NA,NA,NA,NA,NA,LC,0,2020-1
185033,Stereomastis evexa,NA,2011,LC,1815,2416,NA,NA,NA,NA,NA,LC,0,2020-1
185034,Polycheles amemiyai,NA,2011,LC,452,1000,NA,NA,NA,NA,NA,LC,0,2020-1
185035,Bathyarctus rubens,NA,2011,LC,183,732,NA,NA,NA,NA,NA,LC,0,2020-1
185036,Stereomastis suhmi,NA,2011,LC,292,2195,NA,NA,NA,NA,NA,LC,0,2020-1
185037,Stereomastis pacifica,NA,2011,LC,600,3380,NA,NA,NA,NA,NA,LC,0,2020-1
185038,Pentacheles laevis,NA,2011,LC,215,2505,NA,NA,NA,NA,NA,LC,0,2020-1
185039,Scyllarus caparti,NA,2011,LC,25,55,NA,NA,NA,NA,NA,LC,0,2020-1
185040,Stereomastis helleri,NA,2011,LC,787,2947,NA,NA,NA,NA,NA,LC,0,2020-1
185041,Chelarctus aureus,Locust Lobster,2011,LC,100,200,NA,NA,NA,NA,NA,LC,0,2020-1
185042,Scyllarus chacei,NA,2011,LC,20,536,NA,NA,NA,NA,NA,LC,0,2020-1
185043,Laurentaeglyphea neocaledonica,NA,2011,DD,367,536,NA,NA,NA,NA,NA,DD,NA,2020-1
185044,Antarctus mawsoni,NA,2011,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
185045,Bathyarctus formosanus,NA,2011,DD,250,350,NA,NA,NA,NA,NA,DD,NA,2020-1
185046,Petrarctus veliger,NA,2011,LC,69,300,NA,NA,NA,NA,NA,LC,0,2020-1
185047,Enoplometopus macrodontus,NA,2011,DD,90,200,NA,NA,NA,NA,NA,DD,NA,2020-1
185048,Antipodarctus aoteanus,NA,2011,LC,NA,100,NA,NA,NA,NA,NA,LC,0,2020-1
185049,Polycheles martini,NA,2011,LC,256,573,NA,NA,NA,NA,NA,LC,0,2020-1
185050,Willemoesia forceps,NA,2011,LC,1760,4064,NA,NA,NA,NA,NA,LC,0,2020-1
185051,Enoplometopus crosnieri,NA,2011,DD,80,120,NA,NA,NA,NA,NA,DD,NA,2020-1
185052,Enoplometopus voigtmanni,NA,2011,DD,6,35,NA,NA,NA,NA,NA,DD,NA,2020-1
185053,Enoplometopus pictus,NA,2011,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
185054,Willemoesia leptodactyla,NA,2011,LC,2396,5124,NA,NA,NA,NA,NA,LC,0,2020-1
185055,Homeryon asper,NA,2011,LC,1323,1557,NA,NA,NA,NA,NA,LC,0,2020-1
185056,Thenus parindicus,NA,2011,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
185057,Scyllarides obtusus,NA,2011,DD,9,55,NA,NA,NA,NA,NA,DD,NA,2020-1
185058,Pentacheles validus,NA,2011,LC,914,3365,NA,NA,NA,NA,NA,LC,0,2020-1
185059,Acantharctus posteli,NA,2011,DD,25,60,NA,NA,NA,NA,NA,DD,NA,2020-1
185060,Enoplometopus occidentalis,Hawaiian Red Lobster,2011,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
185061,Pentacheles snyderi,NA,2011,LC,573,2245,NA,NA,NA,NA,NA,LC,0,2020-1
185062,Galearctus timidus,NA,2011,LC,80,390,NA,NA,NA,NA,NA,LC,0,2020-1
185063,Metanephrops taiwanicus,Red-Banded Lobster,2011,DD,50,500,NA,NA,NA,NA,NA,DD,NA,2020-1
185064,Stereomastis auriculata,NA,2011,LC,435,1598,NA,NA,NA,NA,NA,LC,0,2020-1
185065,Nephropsis serrata,NA,2011,DD,390,1430,NA,NA,NA,NA,NA,DD,NA,2020-1
185066,Polycheles coccifer,NA,2011,LC,155,679,NA,NA,NA,NA,NA,LC,0,2020-1
185067,Polycheles tanneri,NA,2011,LC,1079,1411,NA,NA,NA,NA,NA,LC,0,2020-1
185068,Eunephrops luckhursti,NA,2011,DD,800,824,NA,NA,NA,NA,NA,DD,NA,2020-1
185069,Stereomastis galil,NA,2011,LC,200,1354,NA,NA,NA,NA,NA,LC,0,2020-1
185070,Petrarctus holthuisi,NA,2011,LC,80,300,NA,NA,NA,NA,NA,LC,0,2020-1
185071,Polycheles kermadecensis,NA,2011,LC,549,951,NA,NA,NA,NA,NA,LC,0,2020-1
185072,Stereomastis phosphorus,Pink Blind Lobster,2011,LC,200,1354,NA,NA,NA,NA,NA,LC,0,2020-1
185073,Stereomastis aculeata,NA,2011,LC,144,1053,NA,NA,NA,NA,NA,LC,0,2020-1
185074,Galearctus kitanoviriosus,NA,2011,LC,NA,100,NA,NA,NA,NA,NA,LC,0,2020-1
185075,Thenus australiensis,Sandbug,2011,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
185076,Galearctus aurora,NA,2011,LC,90,300,NA,NA,NA,NA,NA,LC,0,2020-1
185077,Bathyarctus faxoni,Faxon Slipper Lobster,2011,LC,229,457,NA,NA,NA,NA,NA,LC,0,2020-1
185078,Chelarctus crosnieri,NA,2011,DD,319,333,NA,NA,NA,NA,NA,DD,NA,2020-1
185079,Homeryon armarium,NA,2011,DD,520,700,NA,NA,NA,NA,NA,DD,NA,2020-1
185080,Chelarctus cultrifer,NA,2011,LC,124,300,NA,NA,NA,NA,NA,LC,0,2020-1
185081,Scyllarus depressus,NA,2011,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
185082,Willemoesia pacifica,NA,2011,DD,2475,5000,NA,NA,NA,NA,NA,DD,NA,2020-1
185083,Polycheles baccatus,NA,2011,LC,229,1250,NA,NA,NA,NA,NA,LC,0,2020-1
185084,Polycheles perarmatus,NA,2011,LC,41,650,NA,NA,NA,NA,NA,LC,0,2020-1
185085,Jasus caveorum,NA,2011,DD,140,180,NA,NA,NA,NA,NA,DD,NA,2020-1
185086,Scyllarus americanus,NA,2011,LC,5,21,NA,NA,NA,NA,NA,LC,0,2020-1
185087,Bathyarctus chani,NA,2011,LC,500,580,NA,NA,NA,NA,NA,LC,0,2020-1
185088,Eduarctus reticulatus,NA,2011,LC,33,84,NA,NA,NA,NA,NA,LC,0,2020-1
185089,Biarctus pumilus,NA,2011,LC,0,11,NA,NA,NA,NA,NA,LC,0,2020-1
185090,Eduarctus pyrrhonotus,NA,2011,LC,30,90,NA,NA,NA,NA,NA,LC,0,2020-1
185091,Pentacheles obscurus,NA,2011,LC,1100,3080,NA,NA,NA,NA,NA,LC,0,2020-1
185092,Thenus unimaculatus,NA,2011,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
185093,Crenarctus bicuspidatus,NA,2011,LC,2,108,NA,NA,NA,NA,NA,LC,0,2020-1
185094,Willemoesia inornata,NA,2011,DD,2380,4005,NA,NA,NA,NA,NA,DD,NA,2020-1
185095,Scyllarus paradoxus,NA,2011,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
185096,Eduarctus aesopius,NA,2011,LC,16,33,NA,NA,NA,NA,NA,LC,0,2020-1
185126,Blennius ocellaris,Butterfly Blenny,2014,LC,10,400,NA,NA,NA,NA,NA,LC,0,2020-1
185127,Lipophrys trigloides,Futarra,2014,LC,0,15,NA,NA,NA,NA,NA,LC,0,2020-1
185128,Parablennius gattorugine,Tompot Blenny,2011,LC,1,35,NA,NA,NA,NA,NA,LC,0,2020-1
185129,Ophioblennius atlanticus,Redlip Blenny,2014,LC,0,8,NA,NA,NA,NA,NA,LC,0,2020-1
185130,Neoclinus chihiroe,NA,2014,LC,5,16,NA,NA,NA,NA,NA,LC,0,2020-1
185131,Spaniblennius riodourensis,NA,2014,DD,17,30,NA,NA,NA,NA,NA,DD,NA,2020-1
185132,Neoclinus nudus,NA,2014,LC,1,8,NA,NA,NA,NA,NA,LC,0,2020-1
185133,Neoclinus blanchardi,Sarcastic Fringehead,2014,LC,3,73,NA,NA,NA,NA,NA,LC,0,2020-1
185134,Myxodagnus walkeri,NA,2014,LC,0,6,NA,NA,NA,NA,NA,LC,0,2020-1
185135,Storrsia olsoni,NA,2014,LC,0,1,NA,NA,NA,NA,NA,LC,0,2020-1
185136,Parablennius salensis,NA,2014,LC,0,10,NA,NA,NA,NA,NA,LC,0,2020-1
185137,Platygillellus brasiliensis,Brazilian Sand Stargazer,2014,LC,1,6,NA,NA,NA,NA,NA,LC,0,2020-1
185138,Parablennius dialloi,NA,2014,LC,0,10,NA,NA,NA,NA,NA,LC,0,2020-1
185139,Scartella itajobi,NA,2014,LC,0,5,NA,2,NA,NA,NA,LC,0,2020-1
185140,Parablennius sierraensis,NA,2014,LC,0,10,NA,NA,NA,NA,NA,LC,0,2020-1
185141,Hypleurochilus aequipinnis,Oyster Blenny,2014,LC,0,2,NA,NA,NA,NA,NA,LC,0,2020-1
185142,Cryptotrema corallinum,Deepwater blenny,2014,LC,24,91,NA,NA,NA,NA,NA,LC,0,2020-1
185143,Acanthemblemaria hastingsi,NA,2014,LC,1,3,NA,NA,NA,NA,NA,LC,0,2020-1
185144,Scartella springeri,Springer's Blenny,2014,VU,0,1,NA,NA,NA,NA,D2,VU,0.4,2020-1
185145,Parablennius verryckeni,NA,2014,DD,0,10,NA,NA,NA,NA,NA,DD,NA,2020-1
185146,Tripterygion delaisi,Black-faced Blenny,2014,LC,0,40,NA,NA,NA,NA,NA,LC,0,2020-1
185147,Scartella poiti,NA,2014,VU,0,1,NA,NA,NA,10,D2,VU,0.4,2020-1
185148,Labrisomus cricota,Mock Blenny,2014,LC,0,4,NA,NA,NA,NA,NA,LC,0,2020-1
185149,Hypleurochilus fissicornis,Blenio,2014,LC,0,5,NA,NA,NA,NA,NA,LC,0,2020-1
185150,Neoclinus lacunicola,NA,2014,LC,0,3,NA,NA,NA,NA,NA,LC,0,2020-1
185151,Microlipophrys caboverdensis,NA,2014,LC,0,3,NA,NA,NA,NA,NA,LC,0,2020-1
185152,Lupinoblennius paivai,Paiva's Blenny,2014,EN,0,1,NA,0,11,NA,B2ab(iii),EN,0.6,2020-1
185153,Parablennius goreensis,NA,2014,LC,0,17,NA,NA,NA,NA,NA,LC,0,2020-1
185154,Sindoscopus australis,NA,2014,LC,0,2,NA,NA,NA,NA,NA,LC,0,2020-1
185155,Clinitrachus argentatus,Cline,2014,LC,0,1,NA,NA,NA,NA,NA,LC,0,2020-1
185156,Microlipophrys canevae,Blennie de Caneva,2014,LC,0,3,NA,NA,NA,NA,NA,LC,0,2020-1
185157,Neoclinus bryope,NA,2014,LC,0,10,NA,NA,NA,NA,NA,LC,0,2020-1
185158,Auchenionchus crinitus,NA,2014,LC,0,3,NA,NA,NA,NA,NA,LC,0,2020-1
185159,Starksia multilepis,Manyscaled Blenny,2014,LC,0,1,NA,NA,NA,NA,NA,LC,0,2020-1
185160,Microlipophrys velifer,Sailfin Blenny,2014,LC,0,1,NA,NA,NA,NA,NA,LC,0,2020-1
185161,Labrisomus fernandezianus,NA,2014,LC,0,10,NA,NA,NA,NA,NA,LC,0,2020-1
185162,Parablennius ruber,Portuguese Blenny,2014,LC,0,20,NA,NA,NA,NA,NA,LC,0,2020-1
185163,Scartella nuchifilis,NA,2014,VU,0,1,NA,NA,NA,NA,D2,VU,0.4,2020-1
185164,Auchenionchus microcirrhis,NA,2014,LC,0,3,NA,NA,NA,NA,NA,LC,0,2020-1
185165,Coryphoblennius galerita,Montagu's Blenny,2014,LC,0,2,NA,NA,NA,NA,NA,LC,0,2020-1
185166,Scartella caboverdiana,NA,2014,LC,0,NA,NA,NA,NA,NA,NA,LC,0,2020-1
185167,Neoclinus toshimaensis,NA,2014,LC,0,9,NA,NA,NA,NA,NA,LC,0,2020-1
185168,Aidablennius sphynx,Blennie Sphinx,2014,LC,0,3,NA,NA,NA,NA,NA,LC,0,2020-1
185169,Paraclinus arcanus,NA,2014,LC,0,3,NA,NA,NA,NA,NA,LC,0,2020-1
185171,Neoclinus stephensae,Yellowfin Fringehead,2014,LC,3,27,NA,NA,NA,NA,NA,LC,0,2020-1
185172,Emblemaria australis,NA,2014,LC,10,30,NA,NA,NA,NA,NA,LC,0,2020-1
185173,Auchenionchus variolosus,NA,2014,LC,0,3,NA,NA,NA,NA,NA,LC,0,2020-1
185174,Alloclinus holderi,Island kelpfish,2014,LC,0,49,NA,NA,NA,NA,NA,LC,0,2020-1
185175,Salaria pavo,Peacock Blenny,2014,LC,0,2,NA,NA,NA,NA,NA,LC,0,2020-1
185176,Entomacrodus vomerinus,Rockpool Blenny,2014,LC,0,3,NA,NA,NA,NA,NA,LC,0,2020-1
185177,Spaniblennius clandestinus,NA,2014,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
185178,Bathyblennius antholops,NA,2014,DD,101,128,NA,NA,NA,NA,NA,DD,NA,2020-1
185179,Emblemariopsis diaphana,Glass Blenny,2014,LC,0,17,NA,NA,NA,NA,NA,LC,0,2020-1
185180,Lipophrys pholis,Shanny,2014,LC,0,8,NA,NA,NA,NA,NA,LC,0,2020-1
185181,Parablennius incognitus,Blennie Diabolo,2014,LC,0,2,NA,NA,NA,NA,NA,LC,0,2020-1
185182,Dactylopterus volitans,Flying Gurnard,2015,LC,1,80,NA,NA,NA,NA,NA,LC,0,2020-1
185183,Blennius normani,Blennie,2014,LC,20,200,NA,NA,NA,NA,NA,LC,0,2020-1
185184,Labrisomus conditus,Masquerader Hairy Blenny,2014,LC,0,6,NA,NA,NA,NA,NA,LC,0,2020-1
185185,Parablennius tentacularis,Tentacled Blenny,2014,LC,1,15,NA,NA,NA,NA,NA,LC,0,2020-1
185186,Malacoctenus africanus,Senegal Blenny,2014,DD,0,3,NA,NA,NA,NA,NA,DD,NA,2020-1
185187,Microlipophrys bauchotae,NA,2014,DD,0,3,NA,NA,NA,NA,NA,DD,NA,2020-1
185188,Neoclinus okazakii,NA,2014,LC,1,12,NA,NA,NA,NA,NA,LC,0,2020-1
185189,Emblemaria hudsoni,NA,2014,LC,9,11,NA,NA,NA,NA,NA,LC,0,2020-1
185190,Paraclinus spectator,NA,2014,LC,1,7,NA,NA,NA,NA,NA,LC,0,2020-1
185191,Ophioblennius trinitatis,NA,2014,LC,0,53,NA,NA,NA,NA,NA,LC,0,2020-1
185192,Calliclinus geniguttatus,Tromboyos,2014,LC,0,3,NA,NA,NA,NA,NA,LC,0,2020-1
185193,Parablennius sanguinolentus,Rusty Blenny,2014,LC,0,5,NA,NA,NA,NA,NA,LC,0,2020-1
185194,Starksia brasiliensis,NA,2014,LC,0,30,NA,NA,NA,NA,NA,LC,0,2020-1
185195,Labrisomus philippii,Chalapo Clinid,2014,LC,0,5,NA,NA,NA,NA,NA,LC,0,2020-1
185196,Starksia guadalupae,Guadalupe Blenny,2014,LC,9,22,NA,NA,NA,NA,NA,LC,0,2020-1
185774,Pedipes affinis,NA,2016,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
185865,Phaeoptyx pigmentaria,Dusky Cardinalfish,2015,LC,0,50,NA,NA,NA,NA,NA,LC,0,2020-1
185866,Phaeoptyx conklini,Freckled Cardinalfish,2015,LC,0,23,NA,NA,NA,NA,NA,LC,0,2020-1
185868,Astrapogon alutus,Bronze Cardinalfish,2015,LC,1,20,NA,NA,NA,NA,NA,LC,0,2020-1
185869,Astrapogon stellatus,Conchfish,2015,DD,0,40,NA,NA,NA,NA,NA,DD,NA,2020-1
185870,Astrapogon puncticulatus,Blackfin Cardinalfish,2015,LC,1,15,NA,NA,NA,NA,NA,LC,0,2020-1
185872,Leptophilypnus fluviatilis,Freshwater Sleeper Goby,2015,LC,0,5,NA,NA,NA,NA,NA,LC,0,2020-1
185874,Eucinostomus lefroyi,Mottled Mojarra,2015,LC,0,45,NA,NA,NA,NA,NA,LC,0,2020-1
185876,Acyrtus rubiginosus,Red Clingfish,2015,LC,0,4,NA,NA,NA,NA,NA,LC,0,2020-1
185877,Acyrtus artius,Papillate Clingfish,2015,LC,8,20,NA,NA,NA,NA,NA,LC,0,2020-1
185879,Derilissus vittiger,Red-striped Clingfish,2015,DD,68,68,NA,NA,NA,NA,NA,DD,NA,2020-1
185880,Derilissus kremnobates,Whiskereye Clingfish,2015,DD,146,265,NA,NA,NA,NA,NA,DD,NA,2020-1
185881,Derilissus altifrons,High-forehead Clingfish,2015,LC,1,68,NA,NA,NA,NA,NA,LC,0,2020-1
185883,Gymnoscyphus ascitus,Alien Clingfish,2019,LC,230,318,NA,NA,NA,NA,NA,LC,0,2020-1
185885,Nes longus,Orangespotted Goby,2015,LC,0,9,NA,NA,NA,NA,NA,LC,0,2020-1
185887,Ginsburgellus novemlineatus,Nineline Goby,2015,LC,0,3,NA,NA,NA,NA,NA,LC,0,2020-1
185889,Palatogobius grandoculus,NA,2019,LC,194,299,NA,NA,NA,NA,NA,LC,0,2020-1
185891,Psilotris batrachodes,Toadfish Goby,2015,LC,1,5,NA,NA,NA,NA,NA,LC,0,2020-1
185892,Psilotris boehlkei,Boehlke's Goby,2015,VU,0,20,NA,NA,1012,10241,B1ab(iii)+2ab(iii),VU,0.4,2020-1
185893,Psilotris celsus,Highspine Goby,2015,LC,2,16,NA,NA,NA,NA,NA,LC,0,2020-1
185894,Psilotris amblyrhynchus,Blunt-snout Goby,2015,DD,3,6,NA,NA,NA,NA,NA,DD,NA,2020-1
185895,Psilotris alepis,Scaleless Goby,2015,LC,0,4,NA,NA,NA,NA,NA,LC,0,2020-1
185896,Psilotris kaufmani,Kaufman's Goby,2015,LC,11,27,NA,NA,NA,NA,NA,LC,0,2020-1
185898,Risor ruber,Tusked Goby,2015,LC,1,42,NA,NA,NA,NA,NA,LC,0,2020-1
185900,Robinsichthys arrowsmithensis,Robin's Goby,2015,DD,92,585,NA,NA,NA,NA,NA,DD,NA,2020-1
185902,Tigrigobius zebrellus,Zebrette Goby,2015,LC,0,20,NA,NA,NA,NA,NA,LC,0,2020-1
185903,Tigrigobius dilepis,Orangesided Goby,2015,LC,5,30,NA,NA,NA,NA,NA,LC,0,2020-1
185904,Tigrigobius gemmatus,Frecklefin Goby,2015,LC,0,3,NA,NA,NA,NA,NA,LC,0,2020-1
185905,Tigrigobius redimiculus,Cinta Goby,2015,VU,3,8,NA,NA,1606,11861,B1ab(iii)+2ab(iii),VU,0.4,2020-1
185906,Tigrigobius pallens,Semiscaled Goby,2015,LC,0,5,NA,NA,NA,NA,NA,LC,0,2020-1
185908,Varicus bucca,Puffed-cheek Goby,2019,LC,14,274,NA,NA,NA,NA,NA,LC,0,2020-1
185909,Varicus marilynae,Orangebelly Goby,2015,DD,61,91,NA,NA,NA,NA,NA,DD,NA,2020-1
185911,Vomerogobius flavus,Lemon Goby,2015,DD,30,42,NA,NA,NA,NA,NA,DD,NA,2020-1
185913,Evermannichthys bicolor,Bicolored Sponge Goby,2015,DD,18,41,NA,NA,NA,NA,NA,DD,NA,2020-1
185914,Evermannichthys silus,Pugnose Goby,2015,DD,0,30,NA,NA,NA,NA,NA,DD,NA,2020-1
185915,Evermannichthys spongicola,Sponge Goby,2015,LC,13,57,NA,NA,NA,NA,NA,LC,0,2020-1
185916,Evermannichthys metzelaari,Roughtail Goby,2015,LC,0,41,NA,NA,NA,NA,NA,LC,0,2020-1
185917,Evermannichthys convictor,Tenant Goby,2015,DD,13,65,NA,NA,NA,NA,NA,DD,NA,2020-1
185919,Gramma linki,Yellowcheek Basslet,2015,LC,23,180,NA,NA,NA,NA,NA,LC,0,2020-1
185920,Gramma melacara,Blackcap Basslet,2015,LC,10,180,NA,NA,NA,NA,NA,LC,0,2020-1
185921,Gramma loreto,Fairy Basslet,2015,LC,1,100,NA,NA,NA,NA,NA,LC,0,2020-1
185922,Acyrtops beryllinus,Emerald Clingfish,2015,LC,1,15,NA,NA,NA,NA,NA,LC,0,2020-1
185923,Apogon binotatus,Barred Cardinalfish,2015,LC,0,60,NA,NA,NA,NA,NA,LC,0,2020-1
185924,Paroncheilus affinis,Bigtooth Cardinalfish,2015,LC,15,300,NA,NA,NA,NA,NA,LC,0,2020-1
185925,Apogon aurolineatus,Bridle Cardinalfish,2015,LC,1,80,NA,NA,NA,NA,NA,LC,0,2020-1
185926,Apogon lachneri,Whitestar Cardinalfish,2015,LC,5,106,NA,NA,NA,NA,NA,LC,0,2020-1
185927,Apogon leptocaulus,Slendertail Cardinalfish,2015,LC,18,60,NA,NA,NA,NA,NA,LC,0,2020-1
185928,Apogon robbyi,Striped Cardinalfish,2015,LC,1,30,NA,NA,NA,NA,NA,LC,0,2020-1
185929,Apogon robinsi,Roughlip Cardinalfish,2015,LC,3,91,NA,NA,NA,NA,NA,LC,0,2020-1
185930,Apogon gouldi,Deepwater Cardinalfish,2015,LC,55,262,NA,NA,NA,NA,NA,LC,0,2020-1
185931,Apogon pseudomaculatus,Twospot Cardinalfish,2015,LC,0,100,NA,NA,NA,NA,NA,LC,0,2020-1
185932,Apogon mosavi,Dwarf Cardinalfish,2015,LC,12,40,NA,NA,NA,NA,NA,LC,0,2020-1
185933,Zapogon evermanni,Cave Cardinalfish,2015,LC,70,250,NA,NA,NA,NA,NA,LC,0,2020-1
185934,Apogon phenax,Mimic Cardinalfish,2015,LC,3,50,NA,NA,NA,NA,NA,LC,0,2020-1
185935,Apogon quadrisquamatus,Sawcheek Cardinalfish,2015,LC,1,75,NA,NA,NA,NA,NA,LC,0,2020-1
185936,Apogon townsendi,Belted Cardinalfish,2015,LC,3,55,NA,NA,NA,NA,NA,LC,0,2020-1
185937,Apogon maculatus,Spotted Cardinalfish,2015,LC,1,128,NA,NA,NA,NA,NA,LC,0,2020-1
185938,Apogon pillionatus,Broadsaddle Cardinalfish,2015,LC,7,90,NA,NA,NA,NA,NA,LC,0,2020-1
185939,Arcos nudus,Padded Clingfish,2015,LC,0,8,NA,NA,NA,NA,NA,LC,0,2020-1
185941,Barbulifer antennatus,Whiskered Goby,2015,LC,0,3,NA,NA,NA,NA,NA,LC,0,2020-1
185942,Barbulifer ceuthoecus,Bearded Goby,2015,LC,0,5,NA,NA,NA,NA,NA,LC,0,2020-1
185943,Bathygobius curacao,Notchtongue Goby,2019,LC,0,5,NA,NA,NA,NA,NA,LC,0,2020-1
185944,Bollmannia boqueronensis,White-eye Goby,2015,LC,27,55,NA,NA,NA,NA,NA,LC,0,2020-1
185945,Bollmannia eigenmanni,Shelf Goby,2015,LC,37,170,NA,NA,NA,NA,NA,LC,0,2020-1
185946,Bollmannia litura,Citrine Goby,2015,LC,13,71,NA,NA,NA,NA,NA,LC,0,2020-1
185947,Bollmannia communis,Ragged Goby,2015,LC,18,82,NA,NA,NA,NA,NA,LC,0,2020-1
185948,Chriolepis benthonis,Deepwater Goby,2015,DD,154,350,NA,NA,NA,NA,NA,DD,NA,2020-1
185949,Varicus imswe,Whiteband Goby,2015,DD,21,25,NA,NA,NA,NA,NA,DD,NA,2020-1
185950,Chriolepis vespa,Wasp Goby,2015,LC,35,183,NA,NA,NA,NA,NA,LC,0,2020-1
185951,Chriolepis fisheri,Translucent Goby,2015,LC,2,82,NA,NA,NA,NA,NA,LC,0,2020-1
185952,Coryphopterus thrix,Bartail Goby,2015,VU,10,37,NA,NA,11154,NA,A3ce,VU,0.4,2020-1
185953,Coryphopterus kuna,Kuna Goby,2015,DD,10,25,NA,NA,NA,NA,NA,DD,NA,2020-1
185954,Coryphopterus eidolon,Pallid Goby,2015,VU,6,28,NA,NA,NA,NA,A3ce,VU,0.4,2020-1
185955,Coryphopterus tortugae,Patch-reef Goby,2015,VU,5,32,NA,NA,NA,NA,A3ce,VU,0.4,2020-1
185956,Coryphopterus venezuelae,Sand-canyon Goby,2015,VU,1,20,NA,NA,NA,NA,A3e,VU,0.4,2020-1
185957,Coryphopterus glaucofraenum,Bridled Goby,2015,LC,1,61,NA,NA,NA,NA,NA,LC,0,2020-1
185958,Coryphopterus lipernes,Peppermint Goby,2015,VU,10,60,NA,NA,11151,NA,A3ce,VU,0.4,2020-1
185959,Coryphopterus punctipectophorus,Spotted Goby,2015,LC,18,34,NA,NA,NA,NA,NA,LC,0,2020-1
185960,Coryphopterus personatus,Masked Goby,2015,VU,2,70,NA,NA,NA,NA,A3ce,VU,0.4,2020-1
185961,Coryphopterus alloides,Barfin Goby,2015,VU,8,20,NA,NA,5578,NA,A3ce,VU,0.4,2020-1
185962,Coryphopterus dicrus,Colon Goby,2015,LC,1,15,NA,NA,NA,NA,NA,LC,0,2020-1
185963,Ctenogobius boleosoma,Darter Goby,2019,LC,1,10,NA,NA,NA,NA,NA,LC,0,2020-1
185964,Ctenogobius smaragdus,Emerald Goby,2015,LC,1,10,NA,NA,NA,NA,NA,LC,0,2020-1
185965,Ctenogobius saepepallens,Dash Goby,2015,LC,0,45,NA,NA,NA,NA,NA,LC,0,2020-1
185966,Ctenogobius pseudofasciatus,Slashcheek Goby,2015,LC,1,15,NA,NA,NA,NA,NA,LC,0,2020-1
185967,Ctenogobius stigmaturus,Spottail Goby,2015,LC,0,10,NA,NA,NA,NA,NA,LC,0,2020-1
185968,Ctenogobius claytonii,Mexican Goby,2019,VU,1,10,NA,NA,NA,NA,"B2ab(ii,iii,iv)",VU,0.4,2020-1
185969,Ctenogobius phenacus,Impostor Goby,2015,LC,0,3,NA,NA,NA,NA,NA,LC,0,2020-1
185970,Ctenogobius fasciatus,Blotchcheek Goby,2015,LC,1,10,NA,NA,NA,NA,NA,LC,0,2020-1
185971,Diapterus auratus,Irish Mojarra,2015,LC,0,10,NA,NA,NA,NA,NA,LC,0,2020-1
185972,Dormitator maculatus,Fat Sleeper,2019,LC,0,9,NA,NA,NA,NA,NA,LC,0,2020-1
185973,Elacatinus lori,Linesnout Goby,2015,LC,0,24,NA,NA,NA,NA,NA,LC,0,2020-1
185974,Elacatinus xanthiprora,Yellowprow Goby,2015,LC,18,25,NA,NA,NA,NA,NA,LC,0,2020-1
185975,Elacatinus horsti,Yellowline Goby,2015,LC,1,40,NA,NA,NA,NA,NA,LC,0,2020-1
185976,Elacatinus chancei,Shortstripe Goby,2015,LC,4,65,NA,NA,NA,NA,NA,LC,0,2020-1
185977,Elacatinus atronasus,Exuma Goby,2015,EN,25,35,NA,NA,145,17205,B2ab(v),EN,0.6,2020-1
185978,Elacatinus genie,Cleaner Goby,2015,LC,1,30,NA,NA,NA,NA,NA,LC,0,2020-1
185979,Elacatinus jarocho,Jarocho Goby,2015,EN,3,25,NA,NA,32,8409,B2ab(iii),EN,0.6,2020-1
185980,Elacatinus prochilos,Broadstripe Goby,2015,VU,0,55,NA,NA,2000,NA,B2ab(iii),VU,0.4,2020-1
185981,Tigrigobius multifasciatus,Greenbanded Goby,2015,LC,0,1,NA,NA,NA,NA,NA,LC,0,2020-1
185982,Tigrigobius macrodon,Tiger Goby,2015,LC,1,20,NA,NA,NA,NA,NA,LC,0,2020-1
185983,Tigrigobius saucrus,Leopard Goby,2015,LC,0,30,NA,NA,NA,NA,NA,LC,0,2020-1
185984,Elacatinus illecebrosus,Barsnout Goby,2015,LC,2,45,NA,NA,NA,NA,NA,LC,0,2020-1
185985,Elacatinus louisae,Spotlight Goby,2015,LC,15,106,NA,NA,NA,NA,NA,LC,0,2020-1
185986,Elacatinus oceanops,Northern Neon Goby,2015,LC,1,40,NA,NA,NA,NA,NA,LC,0,2020-1
